"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633534839741907e-05, 1.313653188648020e+00, 6.623295342315210e-01, 9.647397839797341e-02, 3.753261664211189e+00
1, 9.990000128750000e-01, -1.456567030601021e-04, 1.190239296305097e+00, 6.620362076162474e-01, 9.753908483388442e-02, 3.410260187602577e+00
2, 9.977599978450000e-01, -3.295289142346388e-04, 1.188291211846387e+00, 7.050496419628542e-01, 1.076930308523782e-01, 3.412174512392750e+00
3, 9.960200190539999e-01, -6.008368030193002e-04, 1.181596274490009e+00, 7.146333886449519e-01, 1.179600792834057e-01, 3.395566162759425e+00
4, 9.937800168990000e-01, -9.864795624919586e-04, 1.179489959124524e+00, 7.135264289718340e-01, 1.335134115431677e-01, 3.390021798079854e+00
5, 9.910500049590000e-01, -1.530814320736821e-03, 1.178224896728766e+00, 7.128238688444045e-01, 1.566928781819702e-01, 3.387216918823210e+00
6, 9.878399968150000e-01, -2.292214238478025e-03, 1.172870772290347e+00, 7.141305542594841e-01, 1.863223775569629e-01, 3.373877966024701e+00
7, 9.841300249100000e-01, -3.336292503522856e-03, 1.161636488967201e+00, 7.224827312103476e-01, 2.196388289657415e-01, 3.345977482046780e+00
8, 9.799500107769999e-01, -4.690814535870898e-03, 1.142659432891738e+00, 7.404743403460448e-01, 2.521634163901445e-01, 3.298835375545657e+00
9, 9.752799868580000e-01, -6.350111766094717e-03, 1.115529622607384e+00, 7.685679633843501e-01, 2.778659092297728e-01, 3.231362644820832e+00
10, 9.701499938960000e-01, -8.233885195640774e-03, 1.081426365226763e+00, 8.046346188910948e-01, 2.910479680562139e-01, 3.146373803372854e+00
11, 9.645400047300000e-01, -1.023491848696681e-02, 1.042651936123272e+00, 8.436710682261158e-01, 2.879182834745756e-01, 3.049193128618033e+00
12, 9.584699869160000e-01, -1.221990259899135e-02, 1.006131771353681e+00, 8.788342220097067e-01, 2.689033721788311e-01, 2.957253831780357e+00
13, 9.519400000570000e-01, -1.409023461051359e-02, 9.812525366055698e-01, 9.046794496247671e-01, 2.396705873438649e-01, 2.894680789853256e+00
14, 9.449599981310000e-01, -1.579901224766636e-02, 9.716100538523543e-01, 9.194252641926078e-01, 2.087044508257536e-01, 2.870667579980854e+00
15, 9.375399947170000e-01, -1.735895619498272e-02, 9.739003750999436e-01, 9.243124261738199e-01, 1.831696128421763e-01, 2.876672931816465e+00
16, 9.296900033950000e-01, -1.882504429558909e-02, 9.819253090386107e-01, 9.229056361467205e-01, 1.664906847192368e-01, 2.897012530724534e+00
17, 9.214000105860000e-01, -2.027058323905097e-02, 9.901752966921000e-01, 9.191755268102603e-01, 1.583913374690837e-01, 2.917840715391314e+00
18, 9.126999974250000e-01, -2.175274383795467e-02, 9.953198586160653e-01, 9.159704112301005e-01, 1.564051690746779e-01, 2.930765833462591e+00
19, 9.035800099370001e-01, -2.331341102065444e-02, 9.965449549708831e-01, 9.145839861352599e-01, 1.576298631443929e-01, 2.933759604091834e+00
20, 8.940600156780000e-01, -2.496537145481199e-02, 9.943770832343265e-01, 9.152226773125772e-01, 1.597606042169570e-01, 2.928180375437861e+00
21, 8.841500282290000e-01, -2.670509448145919e-02, 9.898164671424964e-01, 9.174490655282708e-01, 1.614243518155411e-01, 2.916556663711625e+00
22, 8.738499879840000e-01, -2.852130795663792e-02, 9.838366837438951e-01, 9.206071966336922e-01, 1.620690680852192e-01, 2.901327879715614e+00
23, 8.631799817090000e-01, -3.039678395513205e-02, 9.771892646779560e-01, 9.241665470726502e-01, 1.616891440838654e-01, 2.884386980959286e+00
24, 8.521599769590000e-01, -3.231612105489450e-02, 9.702895404019619e-01, 9.277691643083392e-01, 1.605142601898581e-01, 2.866771162339390e+00
25, 8.407700061800000e-01, -3.427395597301428e-02, 9.632946274033771e-01, 9.312668366637189e-01, 1.588131896030620e-01, 2.848876813370915e+00
26, 8.290500044819999e-01, -3.625717027539485e-02, 9.561761197567855e-01, 9.346257923881567e-01, 1.567657030607492e-01, 2.830627597680844e+00
27, 8.170099854470000e-01, -3.825924761088920e-02, 9.488294774594680e-01, 9.378917361174676e-01, 1.544504831924218e-01, 2.811761050081755e+00
28, 8.046399950980000e-01, -4.027697085461450e-02, 9.411447143256397e-01, 9.410643175984471e-01, 1.518506425286530e-01, 2.791984487329328e+00
29, 7.919700145720000e-01, -4.229971072819332e-02, 9.331007217846533e-01, 9.441664604779609e-01, 1.488995588648475e-01, 2.771248677626172e+00
30, 7.790099978450000e-01, -4.431894379521976e-02, 9.247041745206274e-01, 9.472064454891700e-01, 1.455214876122113e-01, 2.749574869584164e+00
31, 7.657799720760000e-01, -4.632334671884231e-02, 9.158489710348972e-01, 9.501336961095963e-01, 1.416367138108843e-01, 2.726667048573695e+00
32, 7.522799968720000e-01, -4.830359302245942e-02, 9.063772745289128e-01, 9.529255541674757e-01, 1.371959848842719e-01, 2.702103033449001e+00
33, 7.385200262070000e-01, -5.024805532281800e-02, 8.964744353747217e-01, 9.555411573590636e-01, 1.321753608373994e-01, 2.676370436778928e+00
34, 7.245299816130000e-01, -5.214211766564586e-02, 8.868282164119997e-01, 9.578150131633020e-01, 1.265595881197717e-01, 2.651247490927525e+00
35, 7.103199958800001e-01, -5.397422809532775e-02, 8.781348392173998e-01, 9.596982041112400e-01, 1.203777386941162e-01, 2.628559576505825e+00
36, 6.958900094030001e-01, -5.573451272914910e-02, 8.705221304496117e-01, 9.610554042451268e-01, 1.136733613899204e-01, 2.608592695147710e+00
37, 6.812700033190000e-01, -5.741025299896461e-02, 8.646249732745640e-01, 9.618582104866172e-01, 1.065154805392039e-01, 2.593005433814875e+00
38, 6.664699912070000e-01, -5.899246420417335e-02, 8.634149773382436e-01, 9.622178574456492e-01, 9.900889443982708e-02, 2.589669284237308e+00
39, 6.514999866490000e-01, -6.047348490132871e-02, 8.727915290883789e-01, 9.623387180338677e-01, 9.127132848798671e-02, 2.614245379633991e+00
40, 6.363800168040000e-01, -6.184629507106640e-02, 8.967979320223463e-01, 9.613161027982021e-01, 8.332394828633742e-02, 2.677315603842766e+00
