"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633204908771746e-05, 1.320446871641539e+00, 6.970679962233569e-01, 1.013887417975440e-01, 3.777364738340392e+00
1, 9.990000128750000e-01, -1.454484167495742e-04, 1.188045859425332e+00, 7.010883700471535e-01, 1.024893065948370e-01, 3.410676931528876e+00
2, 9.977599978450000e-01, -3.272451590579843e-04, 1.179627027795665e+00, 7.529372938255058e-01, 1.119461403226009e-01, 3.396742054605059e+00
3, 9.960200190539999e-01, -5.885116162773984e-04, 1.166826500430984e+00, 7.722817857064678e-01, 1.192845589833356e-01, 3.365234230658971e+00
4, 9.937800168990000e-01, -9.419822675752037e-04, 1.158959819135657e+00, 7.801410018930683e-01, 1.286306959394016e-01, 3.345347040798910e+00
5, 9.910500049590000e-01, -1.407974213829872e-03, 1.153550228899766e+00, 7.874799486520204e-01, 1.420455680330146e-01, 3.332327708736767e+00
6, 9.878399968150000e-01, -2.013442599236492e-03, 1.146031674275989e+00, 7.942342432728893e-01, 1.587179331624323e-01, 3.313602263270786e+00
7, 9.841300249100000e-01, -2.790847012636092e-03, 1.135188362648065e+00, 8.042759527535197e-01, 1.770593071744962e-01, 3.286600081057903e+00
8, 9.799500107769999e-01, -3.750402975487906e-03, 1.119739416971272e+00, 8.189263970025948e-01, 1.941960001039528e-01, 3.248056964117098e+00
9, 9.752799868580000e-01, -4.889499586001285e-03, 1.099767688669061e+00, 8.382002274978008e-01, 2.065666051929376e-01, 3.198170303661589e+00
10, 9.701499938960000e-01, -6.165525462372408e-03, 1.076422961135811e+00, 8.605660832206122e-01, 2.112746513550204e-01, 3.139740714270698e+00
11, 9.645400047300000e-01, -7.526236059695979e-03, 1.052207708534038e+00, 8.830692223579005e-01, 2.070327183945563e-01, 3.078937807561547e+00
12, 9.584699869160000e-01, -8.903865260333058e-03, 1.031150333232481e+00, 9.025053778209113e-01, 1.950193832974861e-01, 3.025975449877692e+00
13, 9.519400000570000e-01, -1.024892913306789e-02, 1.016479146350011e+00, 9.166816762058054e-01, 1.786277545561019e-01, 2.989070907954742e+00
14, 9.449599981310000e-01, -1.153646829297061e-02, 1.008971259298353e+00, 9.251160790770099e-01, 1.620023481510579e-01, 2.970208336090828e+00
15, 9.375399947170000e-01, -1.277059612300416e-02, 1.006959827487542e+00, 9.287860682451644e-01, 1.483853093947134e-01, 2.965151170132008e+00
16, 9.296900033950000e-01, -1.397604288482259e-02, 1.007702915666305e+00, 9.295730405100395e-01, 1.392116670240251e-01, 2.966987449821346e+00
17, 9.214000105860000e-01, -1.518769945829991e-02, 1.008730138757285e+00, 9.293586516750143e-01, 1.342385927613010e-01, 2.969507664185142e+00
18, 9.126999974250000e-01, -1.643011644222511e-02, 1.008505800839742e+00, 9.294581357876976e-01, 1.322255674001754e-01, 2.968853016907807e+00
19, 9.035800099370001e-01, -1.772278910479446e-02, 1.006521609206217e+00, 9.304455699633482e-01, 1.317347656414169e-01, 2.963745955009485e+00
20, 8.940600156780000e-01, -1.906921077108314e-02, 1.002967054036378e+00, 9.323694346187834e-01, 1.316132501661124e-01, 2.954672146754951e+00
21, 8.841500282290000e-01, -2.046552492206586e-02, 9.983250616376453e-01, 9.349574325575301e-01, 1.311753274906639e-01, 2.942843922712008e+00
22, 8.738499879840000e-01, -2.190469494291754e-02, 9.931037530301405e-01, 9.378693590715672e-01, 1.301610284777469e-01, 2.929536697272740e+00
23, 8.631799817090000e-01, -2.337582665638357e-02, 9.877145629743492e-01, 9.408451473956718e-01, 1.285923084993533e-01, 2.915792647816915e+00
24, 8.521599769590000e-01, -2.486923017679934e-02, 9.823897690679503e-01, 9.437052996382220e-01, 1.266113515855565e-01, 2.902193846896360e+00
25, 8.407700061800000e-01, -2.638244036493611e-02, 9.772223550206097e-01, 9.463892938291694e-01, 1.243869220836463e-01, 2.888978772588321e+00
26, 8.290500044819999e-01, -2.790664655988313e-02, 9.722084486576786e-01, 9.488898737803617e-01, 1.220385970342298e-01, 2.876137747464708e+00
27, 8.170099854470000e-01, -2.943826346504719e-02, 9.673015540278170e-01, 9.512407201058777e-01, 1.196371949776476e-01, 2.863556459596567e+00
28, 8.046399950980000e-01, -3.097668444866774e-02, 9.624456315926655e-01, 9.534557330861131e-01, 1.172055153782701e-01, 2.851088316968824e+00
29, 7.919700145720000e-01, -3.251635360559510e-02, 9.576140908350460e-01, 9.555632001486544e-01, 1.147358633087266e-01, 2.838669107175411e+00
30, 7.790099978450000e-01, -3.405411549767192e-02, 9.527917253161620e-01, 9.575921522645768e-01, 1.122143472617396e-01, 2.826265527111536e+00
31, 7.657799720760000e-01, -3.558540394868295e-02, 9.479435167093717e-01, 9.595338909364747e-01, 1.096173989034890e-01, 2.813780505698064e+00
32, 7.522799968720000e-01, -3.710775769522717e-02, 9.430390375618323e-01, 9.613969508726292e-01, 1.069303392607687e-01, 2.801134810362200e+00
33, 7.385200262070000e-01, -3.861736203566939e-02, 9.380919980527962e-01, 9.631857282101431e-01, 1.041444170923262e-01, 2.788366296451885e+00
34, 7.245299816130000e-01, -4.010822694929525e-02, 9.331486380510445e-01, 9.648886404568475e-01, 1.012541629371982e-01, 2.775594877032036e+00
35, 7.103199958800001e-01, -4.157663665642979e-02, 9.282380741721630e-01, 9.664831731067606e-01, 9.825906993581188e-02, 2.762891309294001e+00
36, 6.958900094030001e-01, -4.301995589672854e-02, 9.233974471808301e-01, 9.679956181384372e-01, 9.516846450359848e-02, 2.750362209279375e+00
37, 6.812700033190000e-01, -4.443268593399578e-02, 9.186134542596975e-01, 9.693843357106510e-01, 9.198385163683058e-02, 2.737959230191228e+00
38, 6.664699912070000e-01, -4.581159022503634e-02, 9.139124718999946e-01, 9.706762842482286e-01, 8.871840244372442e-02, 2.725760403943826e+00
39, 6.514999866490000e-01, -4.715362221578719e-02, 9.093089499800706e-01, 9.718712720281895e-01, 8.538216965018193e-02, 2.713803691185761e+00
40, 6.363800168040000e-01, -4.845509597851442e-02, 9.048144906785843e-01, 9.729551909220836e-01, 8.198420294472131e-02, 2.702115062904568e+00
41, 6.211299896240000e-01, -4.971269176262676e-02, 9.004434501877107e-01, 9.739579308417474e-01, 7.853704229935529e-02, 2.690741274251002e+00
42, 6.057599782940000e-01, -5.092420391789883e-02, 8.961493530374776e-01, 9.748550051386008e-01, 7.504790353529527e-02, 2.679550933693126e+00
43, 5.902799963950000e-01, -5.208763706599043e-02, 8.919172664446563e-01, 9.756823889130888e-01, 7.152775911861939e-02, 2.668515319415096e+00
44, 5.747100114820000e-01, -5.320049236176835e-02, 8.877759220357231e-01, 9.764104566023619e-01, 6.797995045601721e-02, 2.657700802166795e+00
45, 5.590599775310000e-01, -5.426124686426706e-02, 8.838929528427172e-01, 9.770735940498629e-01, 6.441430221991518e-02, 2.647561050847135e+00
46, 5.433599948880000e-01, -5.526726548488092e-02, 8.803784862068267e-01, 9.776556285818685e-01, 6.083045201880848e-02, 2.638380602240238e+00
47, 5.276100039480000e-01, -5.621808734378084e-02, 8.770836816965908e-01, 9.781834206069038e-01, 5.723450146703517e-02, 2.629773065365199e+00
48, 5.118399858470000e-01, -5.711153309941357e-02, 8.735246603613257e-01, 9.786053244251701e-01, 5.361870018659787e-02, 2.620443176586544e+00
49, 4.960500001910000e-01, -5.794728944098840e-02, 8.696690386346354e-01, 9.789209265315035e-01, 4.998328807702689e-02, 2.610306311285362e+00
50, 4.802699983120000e-01, -5.872348329761914e-02, 8.669177368795277e-01, 9.790967918239227e-01, 4.631884428740762e-02, 2.603047064299817e+00
51, 4.645099937920000e-01, -5.943937547111185e-02, 8.679863717641640e-01, 9.792190895329838e-01, 4.262276404130588e-02, 2.605851023553476e+00
52, 4.487800002100000e-01, -6.009415792305238e-02, 8.746734096476513e-01, 9.793154042091219e-01, 3.888656764366710e-02, 2.623480846791935e+00
53, 4.331099987030000e-01, -6.068620364086303e-02, 8.834654797198820e-01, 9.794071048348939e-01, 3.509529653545653e-02, 2.646697026204087e+00
54, 4.174999892710000e-01, -6.121502099839386e-02, 8.821143106863039e-01, 9.795428367435556e-01, 3.123715903454966e-02, 2.643126213399994e+00
55, 4.019699990750000e-01, -6.167924354093462e-02, 8.562302846727590e-01, 9.793063889440837e-01, 2.728095967975466e-02, 2.574719162026025e+00
56, 3.865399956700000e-01, -6.207748686877895e-02, 8.106262026802283e-01, 9.767526748205826e-01, 2.316665844625546e-02, 2.454206793820337e+00
57, 3.712300062180000e-01, -6.240833590332746e-02, 7.791103720889698e-01, 9.733735619280509e-01, 1.893006082908953e-02, 2.370895557359932e+00
58, 3.560400009160000e-01, -6.267064737627874e-02, 7.702438161941284e-01, 9.715477218704731e-01, 1.459701603339227e-02, 2.347206710899020e+00
59, 3.409900069240000e-01, -6.286267668824995e-02, 7.719810350248884e-01, 9.715080923985918e-01, 1.012549097352451e-02, 2.351676945084234e+00
60, 3.261100053790000e-01, -6.298259114907769e-02, 7.746922222953383e-01, 9.718491813148035e-01, 5.454916793401547e-03, 2.358820040251331e+00
61, 3.113999962810000e-01, -6.302876320566106e-02, 7.757492679178331e-01, 9.721014065393585e-01, 5.527405426359168e-04, 2.361648464999027e+00
62, 2.968699932100000e-01, -6.299921713077493e-02, 7.762141623873943e-01, 9.722931347731320e-01, -4.609417926696587e-03, 2.362927714078980e+00
63, 2.825500071050000e-01, -6.289199204834552e-02, 7.770448140944604e-01, 9.724655044098650e-01, -1.006426304675853e-02, 2.365160517341726e+00
64, 2.684499919410000e-01, -6.270509218005597e-02, 7.784688716689954e-01, 9.727236510209227e-01, -1.584676204030374e-02, 2.368977948311097e+00
65, 2.545700073240000e-01, -6.243616639020314e-02, 7.803474010192767e-01, 9.730054443289748e-01, -2.199022010212565e-02, 2.374000259220508e+00
66, 2.409400045870000e-01, -6.208335806700755e-02, 7.826001252885671e-01, 9.733358204401594e-01, -2.853796744348773e-02, 2.380031599416950e+00
67, 2.275699973110000e-01, -6.164453272118191e-02, 7.851019928434948e-01, 9.736218642895493e-01, -3.552606080287674e-02, 2.386718139315291e+00
68, 2.144699990750000e-01, -6.111750565575551e-02, 7.877890719502606e-01, 9.738583793111896e-01, -4.299662031795968e-02, 2.393896529765679e+00
69, 2.016600072380000e-01, -6.050058609682894e-02, 7.906886401734666e-01, 9.740083568002152e-01, -5.099996871886289e-02, 2.401630150866305e+00
70, 1.891400069000000e-01, -5.979120409011193e-02, 7.940677979770677e-01, 9.741361964379446e-01, -5.958698934808820e-02, 2.410643669791377e+00
71, 1.769299954180000e-01, -5.898787467486885e-02, 7.983014680309889e-01, 9.742605128453133e-01, -6.882306029484063e-02, 2.421929502392207e+00
72, 1.650400012730000e-01, -5.808874759258952e-02, 8.035798125601349e-01, 9.743496857169781e-01, -7.876648198716521e-02, 2.435985027508057e+00
73, 1.534900069240000e-01, -5.709298472051595e-02, 8.096862004173077e-01, 9.742641499588883e-01, -8.947990866518478e-02, 2.452212617023177e+00
74, 1.422899961470000e-01, -5.599930564720656e-02, 8.163166241545589e-01, 9.739250973375841e-01, -1.010370985248235e-01, 2.469808527640390e+00
75, 1.314399987460000e-01, -5.480546912527760e-02, 8.233934118469557e-01, 9.732143198385242e-01, -1.135157293349399e-01, 2.488547562449432e+00
76, 1.209499984980000e-01, -5.351020807871409e-02, 8.311858139857755e-01, 9.721597855096511e-01, -1.270135227816269e-01, 2.509166144485059e+00
77, 1.108499988910000e-01, -5.211536770919638e-02, 8.399790335954551e-01, 9.706518729723596e-01, -1.416490038308892e-01, 2.532404206323249e+00
78, 1.011300012470000e-01, -5.061783961509801e-02, 8.498245443738706e-01, 9.683912471609016e-01, -1.574886317528996e-01, 2.558332433721406e+00
79, 9.181000292300000e-02, -4.901890961710583e-02, 8.607666378632822e-01, 9.652313387833659e-01, -1.746679975627203e-01, 2.587065345336172e+00
80, 8.290000259900000e-02, -4.731894407423128e-02, 8.729006317134909e-01, 9.610129102001070e-01, -1.933277730293761e-01, 2.618857584495194e+00
81, 7.440000027400000e-02, -4.551652478455883e-02, 8.863084468732358e-01, 9.553751202120424e-01, -2.135729288665094e-01, 2.653875176664950e+00
82, 6.633000075800000e-02, -4.361474061567736e-02, 9.011752652103143e-01, 9.479853005944038e-01, -2.355656475149585e-01, 2.692587706564928e+00
83, 5.869000032500000e-02, -4.161273396826060e-02, 9.176468304443768e-01, 9.383237368924763e-01, -2.593981589538824e-01, 2.735321999882756e+00
84, 5.149000138000000e-02, -3.951224553196717e-02, 9.359183598000334e-01, 9.257450237482729e-01, -2.851552068236432e-01, 2.782529556178267e+00
85, 4.473999887700000e-02, -3.731574565501180e-02, 9.563191133510611e-01, 9.094083918171501e-01, -3.128535054074502e-01, 2.835000544256967e+00
86, 3.844000026600000e-02, -3.502280093169464e-02, 9.791453428940073e-01, 8.882332513828121e-01, -3.423499199829254e-01, 2.893415941824761e+00
87, 3.260000050100000e-02, -3.263665098461285e-02, 1.004702845142457e+00, 8.609216075499845e-01, -3.733231341138591e-01, 2.958484615237733e+00
