"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633201036323288e-05, -1.895759017521039e-01, 2.801837004980309e-01, -5.430414574017452e-02, -3.216010168375226e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.310294741064282e-01
1, 9.990000128750000e-01, -1.454459724708978e-04, -2.378024492329401e-01, 3.520094944381140e-01, -6.186697888339073e-02, -6.186329479247606e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.508614775917246e-01
2, 9.977599978450000e-01, -3.272183670174355e-04, -2.271752372270408e-01, 3.237181155685929e-01, -7.359309550827176e-02, -5.806020930157935e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.591757185809757e-02
3, 9.960200190539999e-01, -5.883670945659047e-04, -2.209012720102695e-01, 3.080123653161277e-01, -8.127652643139872e-02, -5.613229456135140e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.512628053834407e-02
4, 9.937800168990000e-01, -9.414609002452585e-04, -2.177491577252472e-01, 3.008039872212091e-01, -9.138662790145069e-02, -5.536707386502928e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.346104165541618e-02
5, 9.910500049590000e-01, -1.406536508419730e-03, -2.127953953166981e-01, 2.928185265014465e-01, -1.043336258895547e-01, -5.405350333948854e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.975845519487167e-03
6, 9.878399968150000e-01, -2.010185008756678e-03, -2.046211188376387e-01, 2.815850233340623e-01, -1.206996659119548e-01, -5.197347346951029e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.584717114637773e-03
7, 9.841300249100000e-01, -2.784487241412771e-03, -1.911196123367269e-01, 2.637396201369138e-01, -1.394764054686730e-01, -4.856231791075713e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.892174101895830e-03
8, 9.799500107769999e-01, -3.739471272397315e-03, -1.706480278462653e-01, 2.367349633586952e-01, -1.585742161803821e-01, -4.340500278428164e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.933453003428258e-03
9, 9.752799868580000e-01, -4.872591741346623e-03, -1.428053296289129e-01, 1.999062603748807e-01, -1.749403688777446e-01, -3.637544183671246e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.625197053620772e-03
10, 9.701499938960000e-01, -6.141718294713413e-03, -1.091642585992152e-01, 1.553840393184946e-01, -1.853351768735675e-01, -2.784441320402436e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.638960596378201e-04
11, 9.645400047300000e-01, -7.495298985410723e-03, -7.327790150470431e-02, 1.078791847364554e-01, -1.872698285602108e-01, -1.870509336384777e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.115703968165059e-03
12, 9.584699869160000e-01, -8.866383503739354e-03, -4.056355482801630e-02, 6.430313274586338e-02, -1.802401969621382e-01, -1.031507988407963e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.095572749665088e-03
13, 9.519400000570000e-01, -1.020610681340660e-02, -1.638175139950127e-02, 3.138242816177812e-02, -1.665600932675061e-01, -4.087818502807070e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.253647493143564e-03
14, 9.449599981310000e-01, -1.148979876285344e-02, -3.416369344195382e-03, 1.256742425699408e-02, -1.505372859096809e-01, -7.509700579742126e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.693552468379045e-03
15, 9.375399947170000e-01, -1.272149244192790e-02, -1.317416439727112e-04, 6.211178104908530e-03, -1.363833222107378e-01, 7.536977799537178e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.424714259974426e-03
16, 9.296900033950000e-01, -1.392557558182598e-02, -1.956812111883112e-03, 6.899648993013970e-03, -1.265143111339019e-01, -4.431359274934820e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.768966356551915e-04
17, 9.214000105860000e-01, -1.513650218746101e-02, -4.398332275074249e-03, 9.065535922798566e-03, -1.211010611047851e-01, -1.109713878171271e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.413409848703308e-03
18, 9.126999974250000e-01, -1.637844572395472e-02, -4.626280258188671e-03, 9.068056982360580e-03, -1.190789941179348e-01, -1.209251652739073e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.363904845847335e-03
