"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
         56,           9,      -7.059712329,      -3.734225549,      -3.880032679,        -1.5219696,      -2.941860815,      0.9329898399,      0.1101998103,     -0.2398703706,                 0,                 0,                 0,     0.01121587833,      0.1346694054,     -0.2270373188,                 0,      -2.176685876,    0.007604978735,     -0.5415425138,      -0.446589722,     -0.4510106299,     -0.5083344509,      -1.260568898,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         57,           9,      -7.073778514,       -3.71392379,      -3.888202915,      -1.526177019,      -2.952910042,      0.9329898399,       0.111309223,     -0.1632929845,                 0,                 0,                 0,     0.01788129607,      0.1277682241,     -0.1507634664,                 0,      -1.467021152,     0.00829935815,     -0.5811028411,     -0.4502589104,     -0.4783520307,      -0.538005127,      -1.291344426,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         58,           9,      -7.084997025,      -3.696898503,      -3.899676409,      -1.529268192,      -2.974445213,      0.9329898399,      0.1141267292,    -0.08151353159,                 0,                 0,                 0,     0.02439881386,      0.1220220152,    -0.06913750031,                 0,     -0.7142369904,    0.007130939227,     -0.6173203367,     -0.4565678649,     -0.5092891072,     -0.5651074577,      -1.326437697,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         59,           9,      -7.099783816,      -3.683384502,      -3.912281872,      -1.536702638,      -2.999385133,      0.9329898399,      0.1188306706,     0.00194054913,                 0,                 0,                 0,     0.02954913509,      0.1179768611,     0.01435110599,                 0,     0.01633037262,    0.005962744906,     -0.6569417706,      -0.465807652,     -0.5411908618,      -0.594958667,      -1.362783807,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         60,           9,      -7.123346538,      -3.674453437,      -3.923753225,      -1.549472277,      -3.020121269,      0.9329898399,      0.1254855047,     0.08679174366,                 0,                 0,                 0,      0.0342054597,      0.1157258744,     0.09943309637,                 0,      0.6916475642,    0.004805882275,     -0.7056763808,     -0.4783571537,     -0.5708725053,     -0.6283822331,      -1.397287376,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         61,           9,      -7.147691581,      -3.671169234,      -3.932451348,       -1.56065848,      -3.040086073,      0.9329898399,       0.133908734,      0.1708839162,                 0,                 0,                 0,      0.0377618627,      0.1153129348,      0.1839450704,                 0,        1.27612226,     0.02595228763,     -0.7564044756,     -0.4939121952,     -0.5954653241,     -0.6592483515,      -1.434689274,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         62,           9,      -7.156665282,      -3.675664983,      -3.935383072,      -1.564641983,      -3.019368445,      0.9329898399,      0.1437480254,      0.2537118651,                 0,                 0,                 0,     0.04015606595,      0.1164404473,      0.2673477652,                 0,        1.76497635,     0.05717995252,     -0.7927342595,     -0.5126057624,     -0.6106237266,     -0.6827941181,      -1.431851181,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         63,           9,      -7.145224342,      -3.690887572,      -3.932506868,      -1.567079796,      -3.014104788,      0.9329898399,      0.1546762897,      0.3347879969,                 0,                 0,                 0,     0.04161751107,       0.118834082,      0.3491220681,                 0,       2.164442899,     0.07582840341,     -0.8065369274,     -0.5353703843,     -0.6153909665,      -0.703876748,      -1.439153216,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         64,           9,      -7.130734627,      -3.719461471,      -3.926755619,      -1.588449463,      -2.941699466,      0.9329898399,      0.1662098183,      0.4124649614,                 0,                 0,                 0,     0.04229034022,       0.122184975,       0.427579092,                 0,       2.481592035,     0.09640103169,     -0.8085404362,     -0.5637439459,     -0.6127905786,     -0.7386472558,      -1.367604213,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         65,           9,      -7.128389093,      -3.755353012,      -3.924237309,      -1.628593255,      -2.937598454,      0.9329898399,      0.1783237743,      0.4867425621,                 0,                 0,                 0,     0.04241960563,       0.126468446,      0.5027160455,                 0,       2.729543854,      0.1417051115,     -0.8052712035,     -0.5920761204,     -0.6096403505,      -0.779284207,      -1.349340488,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         66,           9,      -7.128993538,       -3.78555651,      -3.928561238,      -1.650404257,      -2.931004314,      0.9329898399,      0.1906482101,      0.5572123956,                 0,                 0,                 0,     0.04187151643,      0.1313592639,      0.5740880923,                 0,       2.922725554,      0.1656874221,     -0.7810809805,     -0.6091902812,     -0.6096675483,       -0.78366459,      -1.312912649,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         67,           9,      -7.119495182,      -3.811427919,      -3.939196067,      -1.626206743,      -2.934605028,      0.9329898399,      0.2032605954,      0.6252179338,                 0,                 0,                 0,     0.04118077924,      0.1367940428,      0.6430394423,                 0,       3.075942646,      0.1917491467,     -0.7285249729,     -0.6176778888,      -0.610938585,     -0.7274721337,      -1.271048189,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         68,           9,       -7.11071163,      -3.836985865,      -3.955128251,      -1.589451215,      -3.154655813,      0.9329898399,      0.2154768646,      0.6897708817,                 0,                 0,                 0,     0.04043426251,      0.1421957695,      0.7085157102,                 0,       3.201136619,      0.2421856018,     -0.6836278883,     -0.6203579342,     -0.6109126205,      -0.657483288,      -1.431118359,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         69,           9,      -7.117999684,      -3.859363573,      -3.975694461,      -1.572055048,      -3.197173081,      0.9329898399,      0.2272456309,      0.7497975114,                 0,                 0,                 0,     0.03899536236,      0.1476255739,      0.7694436787,                 0,       3.299502431,      0.2700663906,     -0.6828352597,     -0.6131813227,     -0.6111991923,     -0.6166557414,      -1.401702012,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         70,           9,      -7.136345906,      -3.880873196,      -4.001540458,      -1.575253272,       -3.22322566,      0.9329898399,       0.237905016,      0.8045963526,                 0,                 0,                 0,     0.03776461887,      0.1524985271,      0.8250565353,                 0,       3.382006677,      0.2971046772,     -0.6996586113,     -0.6020745133,     -0.6198901133,     -0.5987527171,       -1.34936343,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         71,           9,      -7.151994583,      -3.908051081,      -4.031472733,      -1.590224226,      -3.224610606,      0.9329898399,      0.2473716664,      0.8533240414,                 0,                 0,                 0,     0.03636045864,      0.1568198878,      0.8745068231,                 0,       3.449562571,      0.3522950603,      -0.686025489,     -0.6049375943,     -0.6423778822,     -0.5805392316,      -1.288146542,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         72,           9,      -7.161503732,      -3.944774026,      -4.062626282,      -1.609291135,      -3.213490059,      0.9329898399,       0.255773636,      0.8957165229,                 0,                 0,                 0,     0.03484919215,      0.1607446096,      0.9175453192,                 0,       3.501989247,      0.3979262427,     -0.6322492786,     -0.6339998943,     -0.6758434779,     -0.5591920926,      -1.246566449,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         73,           9,      -7.173098143,      -3.989801735,      -4.092419455,      -1.631710738,      -3.201097955,      0.9329898399,      0.2630027532,      0.9321381276,                 0,                 0,                 0,     0.03336377304,      0.1641270306,      0.9545230511,                 0,       3.544214333,      0.4541827528,     -0.5862244044,      -0.679887716,     -0.7135693508,     -0.5636659654,      -1.236530289,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         74,           9,      -7.195061869,      -4.038078574,      -4.118169109,      -1.662674085,      -3.208331249,      0.9329898399,      0.2689233156,      0.9637101213,                 0,                 0,                 0,     0.03255803708,      0.1667149875,      0.9865409573,                 0,       3.583587087,      0.5615831719,     -0.6149242777,     -0.7226588661,      -0.747874559,     -0.6140032153,      -1.260943304,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         75,           9,      -7.229783402,       -4.08483151,      -4.141179042,      -1.707091381,      -3.227388932,      0.9329898399,      0.2735334113,      0.9905757481,                 0,                 0,                 0,     0.03237891505,      0.1684916059,       1.013741298,                 0,       3.621406772,      0.8384863527,     -0.6895322207,     -0.7512351255,     -0.7745880816,      -0.682906193,      -1.300477351,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         76,           9,      -7.280748647,      -4.125862104,      -4.163541471,      -1.770294817,       -3.25642514,      0.9329898399,       0.276691205,       1.012617467,                 0,                 0,                 0,     0.03271035195,      0.1693281139,       1.035992349,                 0,       3.659738543,      0.9055717019,     -0.7514678885,     -0.7669886715,     -0.7924273353,     -0.7392955885,      -1.348283608,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         77,           9,      -7.347309931,      -4.158870516,      -4.187357163,      -1.850622858,      -3.285500187,      0.9329898399,      0.2783405131,       1.029880501,                 0,                 0,                 0,     0.03393288694,      0.1691639085,       1.053333214,                 0,       3.700074018,      0.9347870748,     -0.7754523723,     -0.7836520519,     -0.8055797464,      -0.761116924,      -1.387365651,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         78,           9,      -7.420274958,       -4.18581933,      -4.215923024,       -1.93293923,      -3.314881434,      0.9329898399,      0.2783187253,        1.04077502,                 0,                 0,                 0,     0.03552501278,      0.1680034528,       1.064165774,                 0,       3.739507713,      0.9583432961,     -0.7450643862,     -0.8201146637,     -0.8240493537,     -0.7244060845,      -1.409765643,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         79,           9,      -7.481758176,      -4.209029918,      -4.248721862,      -1.984062528,      -3.349329425,      0.9329898399,      0.2769694064,        1.04567698,                 0,                 0,                 0,      0.0376364256,      0.1661491313,       1.068899838,                 0,       3.775424128,      0.9691199876,     -0.6609527002,     -0.8753059176,     -0.8506823669,     -0.6515894229,      -1.422463885,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         80,           9,      -7.499762041,       -4.23133086,      -4.284761607,      -1.977573375,      -3.377414318,      0.9329898399,      0.2746614203,       1.045545413,                 0,                 0,                 0,      0.0405439202,       0.163867541,       1.068527742,                 0,       3.806670088,      0.9691333173,     -0.6350738665,     -0.9285946812,     -0.8783377759,     -0.7048028703,      -1.426575136,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         81,           9,      -7.482048301,      -4.252999519,       -4.31608971,      -1.945203168,      -3.396235041,      0.9329898399,      0.2711371968,       1.039117983,                 0,                 0,                 0,     0.04406401013,      0.1610344729,       1.061767141,                 0,       3.832443485,      0.9788527845,     -0.7346199484,     -0.9615762584,     -0.8903811563,     -0.8110899105,      -1.430867813,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         82,           9,      -7.450561113,      -4.274702801,      -4.339670463,      -1.917077353,      -3.400663887,      0.9329898399,      0.2667991496,       1.026703803,                 0,                 0,                 0,     0.04868683504,      0.1580178252,       1.048967517,                 0,        3.84822742,      0.9788938683,     -0.8083771133,     -0.9721054804,     -0.8823581103,     -0.8696793186,      -1.433778277,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         83,           9,      -7.425454243,      -4.292210016,      -4.356050875,      -1.904953865,      -3.387255271,      0.9329898399,      0.2618785177,       1.009202381,                 0,                 0,                 0,     0.05426307991,      0.1549535458,       1.031047624,                 0,       3.853704342,       0.978949021,     -0.8390387757,     -0.9682790824,     -0.8612462813,     -0.8915126048,      -1.438070471,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         84,           9,      -7.419641509,      -4.302978084,      -4.371126602,      -1.912832744,      -3.355297041,      0.9329898399,      0.2559542591,      0.9852684684,                 0,                 0,                 0,     0.06046188838,       0.151563516,        1.00662557,                 0,       3.849392746,      0.9777298412,     -0.8568748522,     -0.9672376351,     -0.8415955862,     -0.9033952069,      -1.445934922,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         85,           9,      -7.435014828,      -4.301075703,      -4.387458889,       -1.94075834,      -3.310192864,      0.9329898399,      0.2489699054,      0.9553822843,                 0,                 0,                 0,     0.06736998566,      0.1477413802,      0.9761730418,                 0,       3.837340432,      0.9778148229,     -0.8863950142,     -0.9710772169,     -0.8306176253,     -0.9323674596,      -1.456792525,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         86,           9,      -7.452495294,      -4.289618399,       -4.40877435,      -1.968423733,      -3.253434233,      0.9329898399,      0.2409695435,       0.918070564,                 0,                 0,                 0,     0.07479030062,      0.1436849819,      0.9382294535,                 0,       3.809902907,      0.9869970577,     -0.9251792889,     -0.9714099253,     -0.8295659147,     -0.9749226277,       -1.46051127,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         87,           9,       -7.46048815,      -4.265066548,      -4.428838486,       -1.98205128,      -3.190552968,      0.9329898399,      0.2318600632,      0.8712587646,                 0,                 0,                 0,     0.08151490444,      0.1395185697,       0.890721894,                 0,       3.757692259,      0.9761354715,     -0.9628038968,      -0.952765008,     -0.8244752091,      -1.012470745,      -1.451949832,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         88,           9,      -7.450648191,      -4.231783322,      -4.443395226,       -1.97348423,       -3.12714095,      0.9329898399,       0.221442403,      0.8122590723,                 0,                 0,                 0,     0.08585883908,      0.1353251257,      0.8309564662,                 0,       3.668037654,      0.9654943871,     -0.9798588113,     -0.9219742848,     -0.8049735847,      -1.025810043,      -1.426606926,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         89,           9,      -7.426438395,      -4.192197782,      -4.447411618,      -1.948195888,      -3.063742494,      0.9329898399,      0.2094311998,      0.7380592812,                 0,                 0,                 0,     0.08554487857,      0.1311357113,      0.7559076367,                 0,       3.524113322,      0.9537692331,     -0.9742986893,     -0.8914833647,     -0.7694239569,      -1.021434189,      -1.390729284,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         90,           9,      -7.392409469,      -4.148011879,      -4.437744026,      -1.912300133,        -3.0020318,      0.9329898399,       0.195463369,      0.6455711822,                 0,                 0,                 0,     0.07792424612,      0.1269120366,      0.6624661613,                 0,       3.302773229,        0.93966585,     -0.9537915869,     -0.8624304453,     -0.7227765525,      -1.010596642,      -1.349975713,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         91,           9,      -7.353737192,      -4.103163671,      -4.414713752,      -1.870934078,      -2.942909379,      0.9329898399,       0.179285153,      0.5319522519,                 0,                 0,                 0,     0.06071261006,      0.1226988588,      0.5477785633,                 0,       2.967073641,      0.9257653506,     -0.9280101177,     -0.8280164183,     -0.6676254748,     -0.9937805833,      -1.307946432,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         92,           9,      -7.320430015,      -4.059271018,      -4.382654825,      -1.834505601,      -2.891151722,      0.9329898399,      0.1622936921,      0.4006909263,                 0,                 0,                 0,     0.03481360113,      0.1195210235,      0.4154602097,                 0,        2.46892483,      0.8841891176,     -0.9055864029,     -0.7850489908,     -0.6028414441,     -0.9717068704,      -1.267204941,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         93,           9,      -7.300667859,      -4.017261548,       -4.34342493,      -1.809587803,      -2.840899093,      0.9329898399,      0.1462810962,      0.2565981589,                 0,                 0,                 0,    0.002918798372,      0.1186579418,      0.2704830255,                 0,       1.754144353,      0.8308975635,     -0.8885938909,     -0.7379631033,     -0.5271563337,      -0.946782266,      -1.221261566,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         94,           9,      -7.285833346,      -3.974885774,      -4.296138694,      -1.790193487,       -2.92941912,      0.9329898399,      0.1335829357,      0.1078551436,                 0,                 0,                 0,    -0.03043986813,       0.121577222,      0.1212275209,                 0,      0.8074021059,      0.5748045808,     -0.8650524381,     -0.6880698554,     -0.4443202018,     -0.9159132431,      -1.307931926,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         95,           9,      -7.256325698,      -3.930528609,      -4.245447409,      -1.759794114,      -2.911747272,      0.9329898399,      0.1254894848,    -0.03827474706,                 0,                 0,                 0,    -0.06184100255,      0.1288028408,    -0.02494785098,                 0,     -0.3050036193,      0.2233854338,     -0.8178930899,     -0.6327395272,     -0.3678638172,     -0.8677393124,      -1.284458653,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         96,           9,      -7.216519501,      -3.885234235,      -4.196536294,      -1.721460458,      -2.852535661,      0.9329898399,      0.1218241875,     -0.1767844428,                 0,                 0,                 0,     -0.0893934998,       0.139635828,      -0.163081904,                 0,      -1.451144033,     0.01045063091,     -0.7577703847,     -0.5705400527,     -0.3078753512,     -0.8094431977,      -1.220337869,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         97,           9,      -7.181915383,      -3.841805502,      -4.152743427,      -1.687253411,      -2.803312725,      0.9329898399,      0.1216575431,     -0.3033938409,                 0,                 0,                 0,     -0.1113484762,      0.1527043823,     -0.2890151416,                 0,      -2.493835016,    0.009300188866,     -0.7042204077,     -0.5038889025,     -0.2652304122,     -0.7543605016,      -1.170740012,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         98,           9,      -7.149858858,      -3.804578344,      -4.115637916,      -1.651946136,      -2.764521373,      0.9329898399,       0.124056305,     -0.4127790606,                 0,                 0,                 0,      -0.125462868,      0.1665238725,     -0.3975503988,                 0,      -3.327352532,    0.006217739815,     -0.6531472368,     -0.4390957848,     -0.2377726982,     -0.6958106209,      -1.132569068,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         99,           9,      -7.084026276,       -3.77526055,      -4.083307954,      -1.603961377,       -2.76034479,      0.9329898399,      0.1262860708,     -0.5091075503,                 0,                 0,                 0,      -0.131896849,      0.1788104924,      -0.493118117,                 0,      -4.031383248,    0.008127946766,     -0.5644231584,     -0.3805535208,     -0.2234032911,      -0.620339886,       -1.12188783,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        100,           9,      -7.048783898,      -3.755400669,      -4.046299675,      -1.560398735,      -2.750814599,      0.9329898399,      0.1330200857,     -0.5810971746,                 0,                 0,                 0,     -0.1326265715,      0.1930325824,     -0.5640094784,                 0,      -4.368491959,       0.006970354,     -0.4943671496,     -0.3314231563,     -0.2090474809,     -0.5399239237,      -1.092337518,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        101,           9,      -7.001743023,      -3.745026822,      -4.007320502,      -1.509397306,      -2.746702751,      0.9329898399,      0.1379334319,     -0.6250572574,                 0,                 0,                 0,     -0.1224341118,      0.2025140927,     -0.6072151587,                 0,       -4.53158635,    0.004805978035,     -0.4185099334,     -0.2926561714,     -0.1957839292,      -0.455731825,      -1.054103067,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        102,           9,       -6.97188067,      -3.742834756,      -3.979240914,      -1.478426151,       -2.76306699,      0.9329898399,       0.141704706,     -0.6361734558,                 0,                 0,                 0,      -0.102243703,      0.2074266665,     -0.6178762559,                 0,      -4.489430688,    0.005570123281,     -0.3645183555,      -0.262102909,     -0.1951175602,     -0.3929687085,      -1.026547269,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        103,           9,      -6.960023292,      -3.748260889,      -3.959686207,      -1.468470988,      -2.787135402,      0.9329898399,      0.1438134673,     -0.6281581727,                 0,                 0,                 0,    -0.08050904035,      0.2086860506,     -0.6096844557,                 0,      -4.367867518,     0.00670053413,      -0.325667112,     -0.2407350672,     -0.2049381717,     -0.3447946759,      -1.002748787,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        104,           9,      -6.985144827,      -3.782819853,      -3.969080138,      -1.485077773,      -2.791161496,      0.9329898399,      0.1432872373,     -0.5920871628,                 0,                 0,                 0,    -0.05385931759,      0.2043922561,     -0.5738660526,                 0,      -4.132169577,    0.007897151044,     -0.3233244779,     -0.2527116722,     -0.2459911805,      -0.317250106,     -0.9578165143,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        105,           9,      -6.995181087,      -3.799580965,      -3.950598661,      -1.497163268,      -2.819306812,      0.9329898399,       0.143680076,     -0.5663046629,                 0,                 0,                 0,    -0.03490070016,      0.2020879377,     -0.5481837292,                 0,      -3.941427919,     0.01040845314,     -0.3162910898,     -0.2581423496,     -0.2677644316,     -0.2927376692,     -0.9392006385,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        106,           9,      -6.999721092,      -3.820622805,      -3.930884207,       -1.50232412,      -2.843153897,      0.9329898399,       0.144852879,     -0.5669069654,                 0,                 0,                 0,    -0.02820573628,      0.2033172737,     -0.5486601409,                 0,      -3.913674131,     0.01035631325,     -0.2927856927,     -0.2755885732,     -0.2805499279,     -0.2558955403,     -0.9143890503,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        107,           9,      -7.001325809,      -3.841156199,       -3.91500697,      -1.507042145,      -2.870772885,      0.9329898399,      0.1452648053,     -0.5836141751,                 0,                 0,                 0,    -0.02736550074,      0.2054733223,     -0.5652327687,                 0,      -4.017588252,    0.007229650985,     -0.2771713868,     -0.2986881305,      -0.288274544,     -0.2379504146,     -0.8898633386,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        108,           9,      -6.999858937,      -3.856361727,      -3.901226798,      -1.508015274,      -2.896417068,      0.9329898399,      0.1444817444,     -0.5981001045,                 0,                 0,                 0,    -0.02605405013,       0.206208743,     -0.5797211949,                 0,      -4.139624056,     0.00848831588,     -0.2788312117,        -0.3183063,     -0.2925192746,     -0.2372760966,     -0.8668205128,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        109,           9,      -6.998527502,      -3.866735797,       -3.89139053,       -1.50671607,       -2.92049047,      0.9329898399,      0.1424331264,     -0.5990224662,                 0,                 0,                 0,    -0.02317497613,      0.2042677607,     -0.5808526427,                 0,      -4.205640087,    0.009759049927,     -0.2853591741,     -0.3330370114,     -0.2973731135,     -0.2371248664,     -0.8638728189,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        110,           9,      -7.000623045,      -3.873842813,       -3.88453522,      -1.507383896,      -2.947531299,      0.9329898399,      0.1388182325,     -0.5851684697,                 0,                 0,                 0,    -0.01952571551,      0.1992245326,     -0.5674523991,                 0,      -4.215357443,     0.01411759248,     -0.2895424398,      -0.345472106,     -0.3037501274,     -0.2346058046,     -0.9058420601,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        111,           9,      -7.011258107,      -3.879466541,      -3.880202334,       -1.51579792,      -2.980661505,      0.9329898399,      0.1343548945,     -0.5630162251,                 0,                 0,                 0,    -0.01583017527,      0.1924701051,     -0.5458880527,                 0,      -4.190515182,     0.01412440193,     -0.3022605904,     -0.3598054991,     -0.3103545534,     -0.2459782027,     -0.9920382481,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        112,           9,      -7.030730264,      -3.884069091,      -3.878567548,      -1.532923656,      -2.991445506,      0.9329898399,      0.1301495331,     -0.5375098728,                 0,                 0,                 0,    -0.01257582375,      0.1856216414,     -0.5209610068,                 0,      -4.129940845,     0.08852259247,     -0.3252401363,     -0.3778135913,     -0.3180232571,     -0.2746572384,      -1.071715856,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        113,           9,      -7.051197421,      -3.885084653,      -3.880132317,      -1.550864404,      -2.989160242,      0.9329898399,      0.1262979004,     -0.5077267763,                 0,                 0,                 0,   -0.009491214888,       0.178677927,     -0.4917436705,                 0,      -4.020072976,      0.1590206964,     -0.3517591405,     -0.3963253055,      -0.327823311,     -0.3101301614,      -1.137949719,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        114,           9,       -7.03718326,      -3.834397013,      -3.844908887,       -1.56277078,      -2.981505283,      0.9329898399,      0.1219751689,     -0.4613966846,                 0,                 0,                 0,   -0.001761836099,      0.1695360625,     -0.4461192283,                 0,      -3.782709947,      0.2059887799,     -0.3461743748,     -0.3663936682,     -0.2996968687,     -0.3404729778,      -1.192688268,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        115,           9,      -7.029367257,      -3.876126731,      -3.884483942,      -1.518864313,       -2.97856119,      0.9329898399,      0.1183702176,     -0.4203898976,                 0,                 0,                 0,   0.0004479446859,      0.1616644832,     -0.4057139008,                 0,      -3.551483693,      0.2047574438,     -0.3417003646,     -0.4239705014,     -0.3371383796,      -0.301771872,      -1.239968082,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
