"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        116,           9,      -7.082752688,      -3.863022592,      -3.901754248,      -1.572196308,       -2.99233407,      0.9329898399,      0.1156768638,     -0.3724281721,                 0,                 0,                 0,     0.00378634839,      0.1539725184,     -0.3582964468,                 0,      -3.219556268,      0.2247088206,     -0.4521492838,      -0.437428894,     -0.3682100736,     -0.4269008396,      -1.297851345,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        117,           9,      -7.095714882,      -3.847665655,       -3.90626547,      -1.578865788,      -2.996693976,      0.9329898399,      0.1134951189,     -0.3149912436,                 0,                 0,                 0,    0.009132241303,      0.1457989314,     -0.3014022183,                 0,      -2.775372603,      0.2234898618,     -0.4782011106,     -0.4494785623,     -0.3847613662,     -0.4507073491,      -1.337080632,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        118,           9,      -7.104561138,      -3.827430241,       -3.91446157,      -1.577564101,      -2.967869525,      0.9329898399,      0.1121898217,     -0.2490556457,                 0,                 0,                 0,     0.01542911085,       0.137608638,     -0.2359642631,                 0,      -2.219948672,      0.1933163197,     -0.5119064557,     -0.4552621608,     -0.4048096622,     -0.4828544054,       -1.33352827,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        119,           9,      -7.112189609,      -3.804391368,      -3.926300325,      -1.575479268,       -2.97637923,      0.9329898399,       0.112230495,     -0.1746847469,                 0,                 0,                 0,     0.02211742307,      0.1298752127,     -0.1619965244,                 0,      -1.556482014,      0.1013197895,     -0.5494982129,     -0.4563804286,     -0.4298808577,     -0.5129899832,      -1.358924461,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        120,           9,      -7.117651245,      -3.781124589,      -3.939680766,      -1.572510657,      -2.995754698,      0.9329898399,      0.1140338047,    -0.09497130303,                 0,                 0,                 0,     0.02811248663,      0.1233363199,    -0.08253126193,                 0,     -0.8328346431,    0.007038370288,     -0.5850891851,     -0.4566461056,     -0.4584523222,     -0.5390330098,      -1.389942134,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        121,           9,      -7.126592965,      -3.759899642,      -3.955091502,      -1.571677622,      -3.017814107,      0.9329898399,      0.1175539151,    -0.01500217721,                 0,                 0,                 0,     0.03237031712,       0.118478097,   -0.002632263616,                 0,     -0.1276195454,    0.005863649695,     -0.6254598283,     -0.4590371355,     -0.4906362693,     -0.5669028261,      -1.423280125,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        122,           9,       -7.14664516,      -3.741236505,      -3.970135581,      -1.577692422,      -3.037665321,      0.9329898399,      0.1225598023,     0.06098036546,                 0,                 0,                 0,     0.03448164317,      0.1155142229,     0.07345729642,                 0,       0.497556004,     0.00469716627,      -0.677653683,     -0.4635125699,     -0.5231025849,     -0.6000546809,      -1.457417477,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        123,           9,      -7.173987727,      -3.727467407,      -3.981952103,      -1.585624626,       -3.06314836,      0.9329898399,      0.1290836065,      0.1365050057,                 0,                 0,                 0,     0.03635890167,      0.1141078145,      0.1492501281,                 0,       1.057492965,    0.003559010862,       -0.73719012,     -0.4706280278,     -0.5509961138,     -0.6329805824,      -1.499887546,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        124,           9,      -7.194912727,      -3.720926143,      -3.988083845,      -1.589223964,      -3.047704937,      0.9329898399,      0.1374023806,      0.2142692422,                 0,                 0,                 0,     0.03832015733,      0.1142524414,      0.2274579126,                 0,       1.559428893,     0.04123923578,     -0.7890669413,     -0.4802502293,     -0.5697083162,     -0.6602362982,      -1.499886761,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        125,           9,      -7.189462825,      -3.724161996,       -3.98679825,       -1.58952522,      -3.042727797,      0.9329898399,      0.1474163981,      0.2951420268,                 0,                 0,                 0,     0.04047439504,      0.1157580931,      0.3089344175,                 0,       2.002097668,      0.0572032759,     -0.8087472454,     -0.4927617391,     -0.5763957091,     -0.6814414828,      -1.503615202,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        126,           9,      -7.170566648,      -3.741817747,      -3.981773775,      -1.607135329,      -2.979300211,      0.9329898399,      0.1586689902,       0.376457878,                 0,                 0,                 0,     0.04255925403,      0.1184492214,       0.390981028,                 0,        2.37259894,     0.09654625115,     -0.8023920607,      -0.511819636,     -0.5751887789,     -0.7130172608,      -1.437228171,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        127,           9,      -7.165677756,      -3.774232905,      -3.979228137,        -1.6588036,      -2.984929623,      0.9329898399,      0.1700289205,      0.4531382406,                 0,                 0,                 0,     0.04407277782,      0.1217316404,      0.4684287637,                 0,       2.665065679,      0.1185864454,      -0.789959178,     -0.5375034332,     -0.5733171548,     -0.7649181242,      -1.425851298,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        128,           9,      -7.167313231,      -3.807091651,        -3.9834296,      -1.698578405,      -2.984389313,      0.9329898399,      0.1819764605,      0.5249769912,                 0,                 0,                 0,     0.04361367552,      0.1261045363,      0.5411228321,                 0,       2.884862085,      0.1416738556,     -0.7611835898,     -0.5559040156,     -0.5732963293,     -0.7863592125,      -1.392872967,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        129,           9,      -7.147997468,      -3.834859726,      -3.992563157,      -1.662298875,      -2.992367089,      0.9329898399,      0.1941567238,      0.5933566991,                 0,                 0,                 0,     0.04282821704,      0.1310704491,       0.610401133,                 0,       3.056070825,      0.1906087053,     -0.7007837395,     -0.5626382936,     -0.5687953068,      -0.718275368,      -1.351535031,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        130,           9,      -7.127226638,      -3.863609508,      -4.004546744,      -1.608507299,       -3.00874463,      0.9329898399,      0.2063895283,      0.6586760673,                 0,                 0,                 0,     0.04169137285,      0.1364085077,      0.6766413511,                 0,       3.191421933,      0.2160805273,     -0.6562213737,     -0.5637451854,     -0.5557382436,     -0.6322254699,      -1.300050011,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        131,           9,      -7.129022505,      -3.891068693,      -4.020405772,      -1.586768589,      -3.238726706,      0.9329898399,      0.2180606348,      0.7204657216,                 0,                 0,                 0,     0.04081124261,      0.1415569011,       0.739312478,                 0,       3.303969661,      0.2434429589,     -0.6592407289,     -0.5585736463,     -0.5428743881,     -0.5875276595,      -1.443756301,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        132,           9,      -7.154523974,      -3.915017107,      -4.043301111,      -1.601768924,      -3.242372436,      0.9329898399,      0.2291800621,      0.7773686348,                 0,                 0,                 0,     0.03932513655,       0.146667441,      0.7970659678,                 0,       3.391955773,      0.2959290339,     -0.6791249565,     -0.5528182467,      -0.547912479,     -0.5809868282,      -1.350942032,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        133,           9,      -7.183484159,      -3.942413534,      -4.072423327,      -1.635090618,      -3.225417394,      0.9329898399,      0.2395251614,      0.8287401831,                 0,                 0,                 0,     0.03764587884,      0.1515860797,      0.8492374547,                 0,       3.459929547,      0.3246045427,     -0.6698805294,      -0.565245802,     -0.5756499285,     -0.5828405328,      -1.252935317,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        134,           9,      -7.200625877,      -3.979945349,      -4.104179486,      -1.665177527,       -3.25051707,      0.9329898399,      0.2486985573,       0.873581069,                 0,                 0,                 0,     0.03606076623,      0.1560220739,      0.8947915785,                 0,       3.512610119,      0.3698947289,     -0.6243248384,     -0.6041121722,     -0.6151765304,     -0.5803684765,      -1.232359165,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        135,           9,      -7.215708613,      -4.026339273,      -4.134754314,      -1.687882571,       -3.27423909,      0.9329898399,      0.2569164264,       0.912424157,                 0,                 0,                 0,     0.03425541654,      0.1601347164,      0.9342808813,                 0,       3.551443439,      0.3979106227,     -0.6019757724,      -0.654587238,     -0.6569233696,      -0.596730283,      -1.250784546,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        136,           9,      -7.237946661,      -4.076255069,      -4.161894029,      -1.713144853,      -3.268412215,      0.9329898399,      0.2637670307,      0.9460511846,                 0,                 0,                 0,     0.03269487369,      0.1634328108,      0.9684397796,                 0,       3.586692325,      0.4809776839,     -0.6435716365,     -0.6981561972,      -0.694002994,     -0.6433451415,      -1.256394266,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        137,           9,      -7.274681588,      -4.122899339,       -4.18536269,       -1.75602818,      -3.299570198,      0.9329898399,      0.2693082382,      0.9757012332,                 0,                 0,                 0,     0.03207977093,       0.165844389,       0.998506616,                 0,       3.622990666,      0.6394136504,     -0.7093119544,      -0.725093248,     -0.7201666592,      -0.700818803,      -1.304663554,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        138,           9,      -7.330755036,      -4.162752802,      -4.209788509,       -1.82670704,      -3.326986817,      0.9329898399,       0.273488462,       1.001177718,                 0,                 0,                 0,     0.03233438513,      0.1673386953,        1.02428049,                 0,       3.660767663,      0.8734041827,     -0.7590150368,     -0.7385529072,     -0.7379791754,     -0.7490295496,      -1.348812626,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        139,           9,      -7.412320267,      -4.195083543,      -4.238018259,      -1.928306393,      -3.351108608,      0.9329898399,      0.2760181553,       1.021101412,                 0,                 0,                 0,     0.03297626842,      0.1677719375,       1.044359465,                 0,        3.69939945,      0.9207300538,      -0.783443742,     -0.7518825288,     -0.7554983176,     -0.7739862111,      -1.381930429,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        140,           9,      -7.495445018,      -4.222804687,      -4.272728178,       -2.01776242,      -3.373481747,      0.9329898399,      0.2770619384,        1.03520423,                 0,                 0,                 0,     0.03399697345,      0.1673358567,       1.058494132,                 0,       3.736363921,      0.9464767919,     -0.7578447712,     -0.7804163364,     -0.7822218797,     -0.7270628379,      -1.397422277,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        141,           9,      -7.542953806,      -4.249396235,      -4.310773445,      -2.037088048,      -3.394848469,      0.9329898399,      0.2769095646,       1.044019808,                 0,                 0,                 0,     0.03588392935,      0.1662628389,       1.067245489,                 0,       3.770255496,      0.9583422318,     -0.6804191467,     -0.8234091155,     -0.8137190813,     -0.6207556119,       -1.39961399,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        142,           9,      -7.539119059,      -4.276489943,      -4.347131339,      -2.004609598,      -3.414941154,      0.9329898399,      0.2759775569,       1.047909477,                 0,                 0,                 0,     0.03862880542,      0.1649293556,       1.071016429,                 0,       3.797082231,      0.9691212585,     -0.6536784399,       -0.86500577,     -0.8374255852,     -0.6451914575,      -1.397968694,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        143,           9,       -7.51478419,      -4.304430199,      -4.376181074,      -1.976304827,      -3.428775957,      0.9329898399,      0.2741354062,        1.04614606,                 0,                 0,                 0,     0.04197434817,      0.1632816238,       1.069070115,                 0,       3.816165429,      0.9704257752,     -0.7083036223,     -0.8937393426,     -0.8441889298,     -0.7284710086,      -1.399120145,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        144,           9,      -7.495502256,      -4.330947824,      -4.396372486,      -1.969372241,      -3.434170541,      0.9329898399,      0.2709655458,       1.037488711,                 0,                 0,                 0,     0.04577465331,      0.1610340676,       1.060128851,                 0,       3.828858417,       0.978858719,     -0.7598820967,      -0.910556768,     -0.8359970725,     -0.7829568165,      -1.408931608,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        145,           9,       -7.48128582,       -4.35202653,      -4.412112755,      -1.975629923,      -3.428280491,      0.9329898399,      0.2671242903,       1.023947603,                 0,                 0,                 0,     0.05085034392,      0.1586292861,       1.046260402,                 0,       3.833225356,      0.9789021498,     -0.7888518088,     -0.9267781198,     -0.8242775794,     -0.8126656427,      -1.429768982,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        146,           9,      -7.484389086,      -4.361806251,      -4.427612023,      -1.997119645,      -3.404413134,      0.9329898399,       0.262121179,       1.004447555,                 0,                 0,                 0,     0.05670203593,      0.1556918924,        1.02634421,                 0,       3.831996935,      0.9789597038,     -0.8266774797,     -0.9476966061,     -0.8166335118,     -0.8547258554,      -1.455858728,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        147,           9,      -7.499864236,      -4.356160122,      -4.445827332,      -2.025956767,      -3.360919728,      0.9329898399,      0.2560628945,      0.9799517537,                 0,                 0,                 0,     0.06340712823,      0.1522273043,       1.001349336,                 0,       3.826996315,      0.9777430342,     -0.8873220126,     -0.9630745231,     -0.8143722496,     -0.9245663515,      -1.476783793,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        148,           9,      -7.509914488,      -4.336160702,      -4.466475267,      -2.043263242,      -3.301442636,      0.9329898399,      0.2494719475,       0.951023262,                 0,                 0,                 0,     0.07132361566,       0.148696314,      0.9718903764,                 0,       3.812145099,      0.9765418322,     -0.9510734487,      -0.963314821,     -0.8118482171,     -0.9939543954,      -1.482109923,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        149,           9,       -7.50650597,      -4.304231471,      -4.482602971,      -2.040131061,       -3.23487567,      0.9329898399,      0.2410535014,      0.9111867759,                 0,                 0,                 0,     0.07872047983,      0.1444880317,      0.9313921515,                 0,       3.780018837,      0.9857274549,     -0.9954231174,     -0.9514320563,     -0.7983185898,      -1.037841548,      -1.472074599,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        150,           9,      -7.483108246,      -4.265661261,      -4.490099366,      -2.013518999,      -3.166962775,      0.9329898399,      0.2310623503,      0.8591738542,                 0,                 0,                 0,     0.08453296196,      0.1399884439,      0.8786198023,                 0,       3.718363693,      0.9761571417,      -1.007113531,      -0.939824584,     -0.7735790308,      -1.052263555,      -1.450680043,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        151,           9,      -7.447802482,      -4.222790437,      -4.486966728,      -1.975852408,      -3.103937523,      0.9329898399,      0.2203057325,      0.7950486107,                 0,                 0,                 0,     0.08764069073,      0.1359936651,      0.8137214709,                 0,       3.608842139,      0.9655189721,     -0.9979883871,     -0.9290392854,     -0.7443805845,      -1.054713708,        -1.4267446,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        152,           9,      -7.408561879,      -4.176580874,      -4.475344301,      -1.935407207,      -3.038675832,      0.9329898399,       0.208120447,      0.7156285728,                 0,                 0,                 0,     0.08541447784,      0.1321767864,      0.7334627951,                 0,       3.438530827,      0.9525076009,     -0.9828460867,     -0.9098083005,     -0.7133249435,       -1.05161888,      -1.394497968,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        153,           9,      -7.369080746,      -4.130048811,      -4.456311631,      -1.894204075,      -2.977247664,      0.9329898399,      0.1933463218,      0.6161738136,                 0,                 0,                 0,     0.07472901471,      0.1278794486,      0.6330085429,                 0,       3.186891831,      0.9396951919,     -0.9666528144,     -0.8795330773,     -0.6744263669,      -1.038227579,      -1.359771092,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        154,           9,      -7.332988853,      -4.083427897,      -4.430306674,      -1.855671736,      -2.920424678,      0.9329898399,      0.1767360521,      0.4984232074,                 0,                 0,                 0,     0.05488976245,      0.1236684615,      0.5141667408,                 0,       2.820155829,      0.9106320704,     -0.9471125952,     -0.8405161082,     -0.6241813096,      -1.013992491,      -1.322788456,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        155,           9,      -7.310390189,       -4.04021752,      -4.394583755,      -1.827784836,      -2.869247074,      0.9329898399,      0.1592163163,      0.3629958556,                 0,                 0,                 0,     0.02655553989,      0.1204007137,      0.3776499632,                 0,       2.279891056,      0.8682459661,     -0.9292675723,     -0.7997762988,     -0.5633565303,     -0.9880394108,      -1.284015606,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        156,           9,      -7.301502443,       -3.99877647,      -4.352042204,      -1.811467849,      -2.817565928,      0.9329898399,      0.1432284706,      0.2163717004,                 0,                 0,                 0,   -0.006524168611,      0.1198268487,      0.2301578455,                 0,       1.510675214,      0.7523067359,     -0.9135493154,     -0.7559136251,     -0.5018780821,     -0.9645826981,      -1.236616703,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        157,           9,      -7.288192431,      -3.956255833,      -4.303132559,      -1.794675286,      -2.921575428,      0.9329898399,      0.1311244607,     0.06702511245,                 0,                 0,                 0,    -0.03986512685,      0.1234001152,     0.08036418024,                 0,      0.5111564395,      0.4856365523,      -0.885927815,     -0.7040623593,     -0.4419489827,     -0.9343932566,      -1.336619507,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        158,           9,      -7.254636928,       -3.91037099,      -4.252994175,      -1.760158491,      -2.899345994,      0.9329898399,      0.1238246962,    -0.07833606455,                 0,                 0,                 0,     -0.0705874652,        0.13133472,    -0.06496372618,                 0,       -0.63263684,     0.05238503551,       -0.83455638,      -0.640572301,     -0.3850076469,     -0.8815429595,      -1.304866232,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        159,           9,         -7.210045,      -3.862653414,      -4.204821482,      -1.712198804,      -2.838450992,      0.9329898399,      0.1209618309,      -0.214697377,                 0,                 0,                 0,    -0.09686632111,      0.1427411762,      -0.200877288,                 0,       -1.77491838,      0.0104751341,      -0.771242673,     -0.5676046185,     -0.3323420413,     -0.8119460564,      -1.232940496,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        160,           9,      -7.172994125,      -3.818422439,      -4.160139843,      -1.669686437,      -2.788554831,      0.9329898399,      0.1215822563,      -0.337257331,                 0,                 0,                 0,     -0.1168369832,      0.1561692065,     -0.3227009936,                 0,      -2.773902552,    0.008032908366,     -0.7143741769,     -0.4924673464,     -0.2866900168,     -0.7454960858,      -1.173010885,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        161,           9,      -7.093009989,      -3.785333992,      -4.123712873,      -1.611810553,      -2.773644376,      0.9329898399,      0.1227238277,     -0.4450730483,                 0,                 0,                 0,     -0.1274670888,      0.1685743356,     -0.4298067584,                 0,      -3.626622934,    0.004953993771,     -0.6112573098,     -0.4253458064,     -0.2561596297,     -0.6608719628,      -1.145798901,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        162,           9,      -7.061500612,      -3.760183926,       -4.08431476,      -1.573599802,      -2.757942182,      0.9329898399,      0.1288049593,     -0.5409743402,                 0,                 0,                 0,     -0.1381937063,      0.1846465687,     -0.5245470417,                 0,      -4.199949623,    0.008147097944,     -0.5459556704,     -0.3662529085,     -0.2309880239,      -0.588581019,      -1.110108887,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        163,           9,       -7.01803524,      -3.744130708,      -4.041547495,      -1.525967584,      -2.749934798,      0.9329898399,      0.1335063759,     -0.6124794121,                 0,                 0,                 0,     -0.1369878965,      0.1967965457,     -0.5951689694,                 0,       -4.58764166,    0.005756774014,     -0.4723862926,     -0.3174451366,     -0.2070180596,     -0.5095989554,      -1.072653469,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        164,           9,      -6.988444056,      -3.738098679,      -4.007828359,      -1.492652774,       -2.75462706,      0.9329898399,      0.1383837195,      -0.643186794,                 0,                 0,                 0,     -0.1201168216,      0.2048569662,      -0.625198312,                 0,       -4.64785017,    0.004811744815,     -0.4140730119,     -0.2796077782,      -0.196741416,     -0.4448117628,      -1.040253232,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        165,           9,      -6.976476117,      -3.740604126,      -3.984719712,      -1.479100711,      -2.765342266,      0.9329898399,      0.1418159326,     -0.6398834839,                 0,                 0,                 0,    -0.09664616185,      0.2079250873,     -0.6215543337,                 0,      -4.512070486,    0.005560513603,     -0.3699791981,     -0.2519087743,     -0.2012243185,     -0.3934773308,      -1.010150627,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        166,           9,       -6.99691834,      -3.770620132,      -3.989537046,      -1.489808094,      -2.767187608,      0.9329898399,      0.1422200676,     -0.6001846106,                 0,                 0,                 0,    -0.06598666308,      0.2041773462,     -0.5820306914,                 0,      -4.220111976,    0.007954206227,     -0.3547880809,     -0.2545574106,     -0.2358026603,     -0.3578112494,     -0.9694881388,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        167,           9,      -7.003017859,      -3.786051726,      -3.969573132,      -1.500009183,      -2.792277525,      0.9329898399,      0.1424869516,     -0.5682478519,                 0,                 0,                 0,    -0.04353917565,      0.2011044679,     -0.5502409886,                 0,      -3.988069402,    0.009172509211,     -0.3362191987,      -0.251620866,     -0.2566481904,     -0.3258531802,     -0.9547678296,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        168,           9,      -7.000233135,      -3.805202203,      -3.946034169,      -1.497603506,      -2.813995659,      0.9329898399,        0.14379166,     -0.5646989399,                 0,                 0,                 0,    -0.03388447557,      0.2020310667,     -0.5465751388,                 0,      -3.927202314,     0.01039900081,     -0.3047618884,     -0.2603985233,     -0.2701759673,     -0.2778507119,     -0.9366241707,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        169,           9,      -6.993410926,      -3.825143237,      -3.925938228,      -1.494108535,      -2.843451925,      0.9329898399,      0.1450850654,     -0.5817554986,                 0,                 0,                 0,    -0.03120298125,      0.2051002825,     -0.5634030622,                 0,      -4.009754532,     0.01162776479,     -0.2779799631,      -0.278776855,     -0.2796000457,     -0.2429084615,      -0.922661655,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        170,           9,       -6.98804623,      -3.842709096,      -3.909946663,      -1.492587236,      -2.874675032,      0.9329898399,      0.1454060642,     -0.5995466704,                 0,                 0,                 0,    -0.02898916336,      0.2072792067,     -0.5810632186,                 0,      -4.123257678,    0.008512603053,     -0.2716472193,      -0.298764072,     -0.2867848551,     -0.2296022577,     -0.9060754538,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        171,           9,      -6.987201132,      -3.855210534,      -3.896602538,      -1.493127547,      -2.900614012,      0.9329898399,      0.1441616514,     -0.6048985379,                 0,                 0,                 0,    -0.02562607442,      0.2066010334,     -0.5865158446,                 0,      -4.195973978,     0.01284865945,     -0.2764626171,     -0.3156956202,     -0.2923867017,     -0.2242632433,     -0.8865436006,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        172,           9,       -6.99333164,       -3.86480761,      -3.887665804,       -1.49859467,      -2.927177632,      0.9329898399,      0.1409938013,     -0.5955641636,                 0,                 0,                 0,    -0.02147371301,      0.2024748293,     -0.5775637355,                 0,      -4.224045016,     0.01412146337,     -0.2809648965,     -0.3304697979,     -0.2992717371,     -0.2192152581,     -0.8881427167,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        173,           9,      -7.004308123,      -3.872521739,      -3.881498887,      -1.508204722,      -2.962840477,      0.9329898399,      0.1368651079,     -0.5774829509,                 0,                 0,                 0,    -0.01736593497,      0.1964787519,     -0.5600131395,                 0,      -4.219358462,     0.01411786287,     -0.2880304569,      -0.346116482,     -0.3057111594,     -0.2227718556,     -0.9385611173,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        174,           9,      -7.019914726,       -3.87905918,      -3.877478598,      -1.521862533,      -2.990075192,      0.9329898399,      0.1329918404,     -0.5565019825,                 0,                 0,                 0,    -0.01431717812,      0.1904335942,     -0.5395519737,                 0,      -4.184482152,     0.01541112512,     -0.3024172636,     -0.3637786338,     -0.3116543894,     -0.2414649665,      -1.017352264,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        175,           9,      -7.039864763,      -3.883619626,      -3.875609108,      -1.539406763,        -2.9982827,      0.9329898399,      0.1294291391,     -0.5327683658,                 0,                 0,                 0,    -0.01195927923,      0.1844095713,     -0.5163207759,                 0,      -4.116293824,      0.1369417813,      -0.324503176,     -0.3840132534,     -0.3183557225,     -0.2726431318,      -1.093391466,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
