"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633204908771746e-05, -1.584144781429375e-01, 2.145784102474703e-01, -5.784277758866358e-02, -1.630899792759371e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.030339853488554e-01
1, 9.990000128750000e-01, -1.454484167495742e-04, -2.264855080893143e-01, 3.288460805249041e-01, -6.345319365600706e-02, -5.798151704785362e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.996954722380484e-01
2, 9.977599978450000e-01, -3.272451590579843e-04, -2.174897346581929e-01, 3.056014990916666e-01, -7.617028180097217e-02, -5.491418492612839e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.984425461572726e-02
3, 9.960200190539999e-01, -5.885116162773984e-04, -2.128975902795147e-01, 2.933591881375183e-01, -8.334957680986582e-02, -5.361313934111534e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.881228777977287e-02
4, 9.937800168990000e-01, -9.419822675752037e-04, -2.112910087327753e-01, 2.890209001323094e-01, -9.341879565076701e-02, -5.343030643927735e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.618285614210596e-02
5, 9.910500049590000e-01, -1.407974213829872e-03, -2.072382720504801e-01, 2.826997962955005e-01, -1.064497155417312e-01, -5.241595386465082e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.162325276656926e-02
6, 9.878399968150000e-01, -2.013442599236492e-03, -1.996681270538777e-01, 2.725980247606675e-01, -1.229897252606538e-01, -5.053787954305868e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.086022399513066e-02
7, 9.841300249100000e-01, -2.790847012636092e-03, -1.865002050346385e-01, 2.554287197193774e-01, -1.420150167453201e-01, -4.724435238098092e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.912806074394143e-03
8, 9.799500107769999e-01, -3.750402975487906e-03, -1.661074838276202e-01, 2.286952643548625e-01, -1.613896257987757e-01, -4.213081680323143e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.773537675976301e-03
9, 9.752799868580000e-01, -4.889499586001285e-03, -1.381158504694972e-01, 1.917860049023815e-01, -1.780008537142366e-01, -3.508063067793631e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.317620792223694e-03
10, 9.701499938960000e-01, -6.165525462372408e-03, -1.041387987691846e-01, 1.469044151682051e-01, -1.885399323924349e-01, -2.647653534584603e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.026339639563578e-04
11, 9.645400047300000e-01, -7.526236059695979e-03, -6.780715433505409e-02, 9.887842384388250e-02, -1.904564331602464e-01, -1.723228258661776e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.672740594747326e-03
12, 9.584699869160000e-01, -8.903865260333058e-03, -3.466757057562122e-02, 5.478933452431989e-02, -1.832148036528606e-01, -8.738618346776646e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.784418188905726e-03
13, 9.519400000570000e-01, -1.024892913306789e-02, -1.022813251799784e-02, 2.154789096791796e-02, -1.691652390073789e-01, -2.449022521915775e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.028916384739192e-03
14, 9.449599981310000e-01, -1.153646829297061e-02, 2.731306086586743e-03, 2.724941570203491e-03, -1.527110107401517e-01, 8.826626104026353e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.473998177583358e-03
15, 9.375399947170000e-01, -1.277059612300416e-02, 5.775160805552578e-03, -3.350525342068303e-03, -1.381712426916525e-01, 1.642278495387930e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.176862197849969e-03
16, 9.296900033950000e-01, -1.397604288482259e-02, 3.597674053777392e-03, -2.230390833070663e-03, -1.280238308991160e-01, 1.027572996712295e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.283877272981342e-04
17, 9.214000105860000e-01, -1.518769945829991e-02, 8.133849960523900e-04, 3.713266786500637e-04, -1.224402677226786e-01, 2.681883994448554e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.641129495918068e-03
18, 9.126999974250000e-01, -1.643011644222511e-02, 3.235171181707876e-04, 7.243618308603597e-04, -1.203314817955339e-01, 9.658478209713114e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.560196199083300e-03
19, 9.035800099370001e-01, -1.772278910479446e-02, 2.943221489475309e-03, -2.397591920666007e-03, -1.201698962170595e-01, 7.429082396699704e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.191710642864220e-03
20, 8.940600156780000e-01, -1.906921077108314e-02, 8.404748052826792e-03, -8.822607011735763e-03, -1.206873185785876e-01, 2.120797387084135e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.266503520385428e-04
21, 8.841500282290000e-01, -2.046552492206586e-02, 1.589597822788495e-02, -1.764850207357275e-02, -1.210755930084336e-01, 4.019311387909521e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.184719905040601e-04
22, 8.738499879840000e-01, -2.190469494291754e-02, 2.447403461345463e-02, -2.778375323182175e-02, -1.209168558908543e-01, 6.205066414573121e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.272078817674258e-05
23, 8.631799817090000e-01, -2.337582665638357e-02, 3.349705418351610e-02, -3.843953076220368e-02, -1.201947127258290e-01, 8.489296874419639e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.846209573788510e-05
24, 8.521599769590000e-01, -2.486923017679934e-02, 4.245393511249431e-02, -4.901313143191306e-02, -1.189749865240387e-01, 1.076429104911324e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.067174388951877e-04
25, 8.407700061800000e-01, -2.638244036493611e-02, 5.121696857459469e-02, -5.932121818544914e-02, -1.174593468347566e-01, 1.297606252407753e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.267874980592325e-05
26, 8.290500044819999e-01, -2.790664655988313e-02, 5.971813834888985e-02, -6.928815767339215e-02, -1.157461530312719e-01, 1.513125856899887e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.768019342058057e-05
27, 8.170099854470000e-01, -2.943826346504719e-02, 6.806351604891282e-02, -7.902568805066018e-02, -1.139307789063850e-01, 1.724638720472849e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.532535232522176e-06
28, 8.046399950980000e-01, -3.097668444866774e-02, 7.639340644052536e-02, -8.868560108677329e-02, -1.120566375475044e-01, 1.935068700714459e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.439137384477133e-05
29, 7.919700145720000e-01, -3.251635360559510e-02, 8.476646071614211e-02, -9.835461036269068e-02, -1.100991033581015e-01, 2.147597166772253e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.446954659472539e-04
30, 7.790099978450000e-01, -3.405411549767192e-02, 9.330495150216571e-02, -1.081484891522042e-01, -1.080795853290170e-01, 2.362638021041487e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.592513981159508e-04
31, 7.657799720760000e-01, -3.558540394868295e-02, 1.019670972054185e-01, -1.180429213866026e-01, -1.059409567469961e-01, 2.581742441466409e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.656485950036212e-04
32, 7.522799968720000e-01, -3.710775769522717e-02, 1.107706038682630e-01, -1.280458836198306e-01, -1.036892730766524e-01, 2.803865748225236e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.838346256723362e-04
33, 7.385200262070000e-01, -3.861736203566939e-02, 1.196129669159947e-01, -1.380532864776743e-01, -1.012701391387618e-01, 3.028269469246542e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.541244202529949e-05
34, 7.245299816130000e-01, -4.010822694929525e-02, 1.284896226352764e-01, -1.480545002224435e-01, -9.869853552430539e-02, 3.253004254279546e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.068979664129805e-05
35, 7.103199958800001e-01, -4.157663665642979e-02, 1.373308153437759e-01, -1.579759747958106e-01, -9.594120186070108e-02, 3.477315492672538e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.775043466793528e-05
36, 6.958900094030001e-01, -4.301995589672854e-02, 1.461919658919107e-01, -1.678745592391326e-01, -9.303607127644715e-02, 3.701475431107180e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.568872510008796e-04
37, 6.812700033190000e-01, -4.443268593399578e-02, 1.550545486170387e-01, -1.777316968006595e-01, -8.995941025081240e-02, 3.925866814480296e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.721237623335122e-04
38, 6.664699912070000e-01, -4.581159022503634e-02, 1.639104888581506e-01, -1.875382730814696e-01, -8.674357309486749e-02, 4.149673017366282e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.490219880086939e-04
39, 6.514999866490000e-01, -4.715362221578719e-02, 1.726646714461418e-01, -1.971918456748450e-01, -8.337077938635529e-02, 4.371202103629619e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.789290253851152e-04
40, 6.363800168040000e-01, -4.845509597851442e-02, 1.812954173566735e-01, -2.066716551282039e-01, -7.987038969106308e-02, 4.589318674789239e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.784192883940770e-04
41, 6.211299896240000e-01, -4.971269176262676e-02, 1.897413667742944e-01, -2.159123543543516e-01, -7.623108437405660e-02, 4.803079435599391e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.830893191925259e-04
42, 6.057599782940000e-01, -5.092420391789883e-02, 1.980145898533883e-01, -2.249292963266393e-01, -7.248440556044654e-02, 5.012207715637419e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.049209245813346e-05
43, 5.902799963950000e-01, -5.208763706599043e-02, 2.060914038311139e-01, -2.336966612571997e-01, -6.862130060662201e-02, 5.216621390358385e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.091864153982969e-04
44, 5.747100114820000e-01, -5.320049236176835e-02, 2.140052226967925e-01, -2.422536807429897e-01, -6.466912405592340e-02, 5.416733431008639e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.257769798265313e-05
45, 5.590599775310000e-01, -5.426124686426706e-02, 2.217404985909242e-01, -2.505818319479691e-01, -6.062024982654799e-02, 5.612496679580943e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.876084480499022e-04
46, 5.433599948880000e-01, -5.526726548488092e-02, 2.293188680368175e-01, -2.587121666551436e-01, -5.649548861561721e-02, 5.804200460375977e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.453267734668981e-03
47, 5.276100039480000e-01, -5.621808734378084e-02, 2.367226843970744e-01, -2.666256268598863e-01, -5.227817671134390e-02, 5.991677663947215e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.041302101706032e-03
48, 5.118399858470000e-01, -5.711153309941357e-02, 2.440135399069593e-01, -2.743850556296370e-01, -4.799265456069449e-02, 6.175574993101685e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.881794990232551e-04
49, 4.960500001910000e-01, -5.794728944098840e-02, 2.511550751088450e-01, -2.819517845125277e-01, -4.362226391421965e-02, 6.355433421327721e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.475488372196348e-04
50, 4.802699983120000e-01, -5.872348329761914e-02, 2.579885176568282e-01, -2.891697790743307e-01, -3.913849842462816e-02, 6.528001897107585e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.962383511229065e-03
51, 4.645099937920000e-01, -5.943937547111185e-02, 2.640956620820011e-01, -2.956232665080395e-01, -3.450616668728303e-02, 6.681953954534112e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.481878863136208e-02
52, 4.487800002100000e-01, -6.009415792305238e-02, 2.688639694514988e-01, -3.007135041968831e-01, -2.972427318881867e-02, 6.802531953515202e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.698563827313589e-02
53, 4.331099987030000e-01, -6.068620364086303e-02, 2.721401462306854e-01, -3.042774523243342e-01, -2.483658385184618e-02, 6.885535844350528e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.052999931083712e-02
54, 4.174999892710000e-01, -6.121502099839386e-02, 2.747028998095383e-01, -3.070990171117113e-01, -1.985512771871200e-02, 6.950798824705709e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.428488088148139e-02
55, 4.019699990750000e-01, -6.167924354093462e-02, 2.778322281664859e-01, -3.104673196967682e-01, -1.479235445662983e-02, 7.030236478871062e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.296806482113262e-01
56, 3.865399956700000e-01, -6.207748686877895e-02, 2.822631333246254e-01, -3.150133480146064e-01, -9.649629898667054e-03, 7.145731671578734e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.423446424737669e-01
57, 3.712300062180000e-01, -6.240833590332746e-02, 2.879584335519171e-01, -3.206383336364754e-01, -4.193838749097756e-03, 7.295371836926913e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.653778652482153e-02
