Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
43,0.82213,0,2.36384,-0,6.05216e-08,0,0,0,0,0,0,0.816197,0.777595,-0.0217746,1.12752,0.945538,-0.14711,0.00113643,2.38061e-05,8.66022e-05,0.00113998,1.12856,0,0,0,0,8.94406
44,0.815014,0,2.34294,-0,6.0513e-08,0,0,0,0,0,0,0.796909,0.777595,-0.0231983,1.11367,0.937177,-0.16383,0.00116811,1.2019e-05,8.1866e-05,0.00117104,1.12835,0,0,0,0,9.03942
45,0.808678,0,2.32434,-0,6.05054e-08,0,0,0,0,0,0,0.777205,0.777595,-0.0245137,1.09968,0.929737,-0.17871,0.00120231,-9.68155e-07,7.50732e-05,0.00120465,1.12816,0,0,0,0,9.13945
46,0.804007,0,2.31063,-0,6.04998e-08,0,0,0,0,0,0,0.757193,0.777595,-0.0256777,1.08566,0.924253,-0.18968,0.00123642,-1.4153e-05,6.58136e-05,0.00123825,1.12802,0,0,0,0,9.23742
47,0.80189,0,2.30439,-0,6.04967e-08,0,0,0,0,0,0,0.736987,0.777595,-0.0266503,1.07169,0.921756,-0.194673,0.00126749,-2.6235e-05,5.4043e-05,0.00126892,1.12794,0,0,0,0,9.33732
48,0.802892,0,2.30726,-0,6.04965e-08,0,0,0,0,0,0,0.716706,0.777595,-0.0274002,1.05786,0.922905,-0.192375,0.00129385,-3.59538e-05,4.01714e-05,0.00129497,1.12794,0,0,0,0,9.43057
49,0.807135,0,2.31963,-0,6.04999e-08,0,0,0,0,0,0,0.696473,0.777595,-0.0279087,1.04427,0.927851,-0.182483,0.00131311,-4.23906e-05,2.49048e-05,0.00131403,1.12802,0,0,0,0,9.51283
50,0.814254,0,2.34046,-0,6.05072e-08,0,0,0,0,0,0,0.676413,0.777595,-0.0281718,1.03101,0.936185,-0.165816,0.00132345,-4.51642e-05,9.17152e-06,0.00132425,1.12821,0,0,0,0,9.57381
51,0.880913,0,2.53625,-0,6.05826e-08,0,0,0,0,0,0,0.566315,0.777595,-0.0256273,0.962301,1.0145,-0.00918154,0.00131709,-1.51568e-05,-7.01303e-05,0.00131904,1.13007,0,0,0,0,9.70704
52,0.89254,0,2.57039,-0,6.05944e-08,0,0,0,0,0,0,0.550666,0.777595,-0.0247226,0.953151,1.02816,0.0181311,0.00132599,-7.40281e-06,-8.3874e-05,0.00132866,1.13036,0,0,0,0,9.73758
53,0.904564,0,2.60572,-0,6.06067e-08,0,0,0,0,0,0,0.53602,0.777595,-0.0237187,0.94474,1.04229,0.0463917,0.00133761,1.34422e-06,-9.93797e-05,0.0013413,1.13067,0,0,0,0,9.77323
54,0.917329,0,2.64327,-0,6.062e-08,0,0,0,0,0,0,0.522439,0.777595,-0.0226241,0.937075,1.05731,0.0764298,0.00135058,1.18104e-05,-0.000116914,0.00135568,1.131,0,0,0,0,9.80006
55,0.931083,0,2.68378,-0,6.0635e-08,0,0,0,0,0,0,0.509973,0.777595,-0.0214507,0.930154,1.07351,0.108836,0.00136262,2.48419e-05,-0.000136313,0.00136964,1.13137,0,0,0,0,9.81723
56,0.94575,0,2.72705,-0,6.06516e-08,0,0,0,0,0,0,0.498651,0.777595,-0.0202158,0.923967,1.09082,0.143453,0.00137325,4.10898e-05,-0.000157183,0.00138283,1.13178,0,0,0,0,9.81994
57,0.96127,0,2.77295,-0,6.06705e-08,0,0,0,0,0,0,0.488488,0.777595,-0.0189437,0.918495,1.10918,0.180172,0.00138048,6.0696e-05,-0.000178734,0.00139332,1.13225,0,0,0,0,9.79903
58,0.974784,0,2.81308,-0,6.06892e-08,0,0,0,0,0,0,0.479477,0.777595,-0.017663,0.913709,1.12523,0.212279,0.00140035,8.0104e-05,-0.000203198,0.00141729,1.13271,0,0,0,0,9.77487
59,0.981301,0,2.83298,-0,6.07068e-08,0,0,0,0,0,0,0.471591,0.777595,-0.016402,0.909572,1.13319,0.228198,0.00146839,9.1254e-05,-0.000253328,0.00149288,1.13315,0,0,0,0,9.81953
60,0.992301,0,2.86693,-0,6.07419e-08,0,0,0,0,0,0,0.46481,0.777595,-0.0150329,0.906051,1.14677,0.255363,0.00153931,0.000106414,-0.000370223,0.00158678,1.13402,0,0,0,0,9.82233
61,1.03313,0,2.98752,-0,6.07821e-08,0,0,0,0,0,0,0.459155,0.777595,-0.0132823,0.903135,1.19501,0.35183,0.00156545,0.000189784,-0.000570993,0.00167711,1.13502,0,0,0,0,9.91826
62,1.10493,0,3.19827,-0,6.08268e-08,0,0,0,0,0,0,0.454663,0.777595,-0.0110491,0.90083,1.27931,0.520429,0.00140321,0.000394008,-0.000721161,0.00162613,1.13613,0,0,0,0,9.85832
63,1.1806,0,3.42093,-0,6.08754e-08,0,0,0,0,0,0,0.451307,0.777595,-0.00846365,0.899113,1.36837,0.698561,0.00100456,0.000641373,-0.000595969,0.00133255,1.13734,0,0,0,0,9.18112
64,1.22973,0,3.56544,-0,6.0903e-08,0,0,0,0,0,0,0.448979,0.777595,-0.00570753,0.897925,1.42618,0.81417,0.000605524,0.000832782,-0.000189136,0.00104688,1.13802,0,0,0,0,8.3947
65,1.22524,0,3.55221,-0,6.09002e-08,0,0,0,0,0,0,0.447588,0.777595,-0.00287491,0.897216,1.42088,0.803583,0.000384956,0.000908986,0.000422824,0.00107388,1.13795,0,0,0,0,8.70613
66,1.14548,0,3.31797,-0,6.08589e-08,0,0,0,0,0,0,0.447117,0.777595,0,0.896977,1.32719,0.61619,0.00050772,0.000882991,0.00119206,0.00156794,1.13693,0,0,0,0,9.19947
67,1.0012,0,2.89316,-0,6.075e-08,0,0,0,0,0,0,0.447588,0.777595,0.00287491,0.897216,1.15726,0.276341,0.000892051,0.000576499,0.00171802,0.00201983,1.13422,0,0,0,0,10.8192
68,0.831305,0,2.39487,-0,6.06102e-08,0,0,0,0,0,0,0.448979,0.777595,0.00570753,0.897925,0.95795,-0.122285,0.00153465,0.00021193,0.0021229,0.00262807,1.13076,0,0,0,0,10.9876
69,0.663921,0,1.90656,-0,6.04645e-08,0,0,0,0,0,0,0.451307,0.777595,0.00846365,0.899113,0.762625,-0.512934,0.00223921,-0.000206504,0.00221631,0.00315733,1.12715,0,0,0,0,10.6696
70,0.510356,0,1.4608,-0,6.03159e-08,0,0,0,0,0,0,0.454663,0.777595,0.0110491,0.90083,0.584321,-0.869543,0.00286844,-0.000607857,0.00197779,0.00353682,1.12348,0,0,0,0,9.96463
71,0.388543,0,1.10882,-0,6.01803e-08,0,0,0,0,0,0,0.459155,0.777595,0.0132823,0.903135,0.443529,-1.15113,0.00304583,-0.000829639,0.00138687,0.00344801,1.12013,0,0,0,0,8.80853
72,0.316342,0,0.900375,-0,6.00595e-08,0,0,0,0,0,0,0.46481,0.777595,0.0150329,0.906051,0.36015,-1.31788,0.00285075,-0.000830084,0.00083936,0.00308551,1.11715,0,0,0,0,7.8213
73,0.293507,0,0.832947,-0,5.99271e-08,0,0,0,0,0,0,0.471591,0.777595,0.016402,0.909572,0.333179,-1.37183,0.00269864,-0.000757566,0.000566647,0.00285966,1.1139,0,0,0,0,7.52924
74,0.30107,0,0.852068,-0,5.98028e-08,0,0,0,0,0,0,0.479477,0.777595,0.017663,0.913709,0.340827,-1.35653,0.00266359,-0.000689302,0.000464802,0.00279033,1.11084,0,0,0,0,7.73521
75,0.316166,0,0.893845,-0,5.97549e-08,0,0,0,0,0,0,0.488488,0.777595,0.0189437,0.918495,0.357538,-1.32311,0.00259988,-0.00062134,0.000397982,0.00270256,1.10967,0,0,0,0,7.94651
76,0.32922,0,0.930928,-0,5.97636e-08,0,0,0,0,0,0,0.498651,0.777595,0.0202158,0.923967,0.372371,-1.29344,0.00251238,-0.000562319,0.000334966,0.00259624,1.10988,0,0,0,0,8.05656
77,0.339946,0,0.961777,-0,5.9788e-08,0,0,0,0,0,0,0.509973,0.777595,0.0214507,0.930154,0.384711,-1.26876,0.00242952,-0.000515355,0.000279935,0.0024993,1.11048,0,0,0,0,8.1265
78,0.348591,0,0.9869,-0,5.98185e-08,0,0,0,0,0,0,0.522439,0.777595,0.0226241,0.937075,0.39476,-1.24866,0.00235299,-0.000476735,0.00023267,0.00241204,1.11123,0,0,0,0,8.16587
79,0.356545,0,1.01012,-0,5.98501e-08,0,0,0,0,0,0,0.53602,0.777595,0.0237187,0.94474,0.40405,-1.23009,0.00227492,-0.000441809,0.000191885,0.00232535,1.112,0,0,0,0,8.18066
80,0.363937,0,1.03183,-0,5.98836e-08,0,0,0,0,0,0,0.550666,0.777595,0.0247226,0.953151,0.412733,-1.21272,0.00219161,-0.000408917,0.000156686,0.00223493,1.11283,0,0,0,0,8.15953
81,0.370542,0,1.05149,-0,5.99235e-08,0,0,0,0,0,0,0.566315,0.777595,0.0256273,0.962301,0.420595,-1.197,0.0020988,-0.000375665,0.000125895,0.00213587,1.11381,0,0,0,0,8.09837
82,0.905148,0,2.61637,-0,6.07635e-08,0,0,0,0,0,0,0.969234,0.777595,0.00704924,1.24263,1.04655,0.0549104,0.000184928,0.000309995,-1.18991e-05,0.000361161,1.13456,0,0,0,0,5.10347
83,0.911258,0,2.63409,-0,6.07645e-08,0,0,0,0,0,0,0.979823,0.777595,0.00574774,1.2509,1.05364,0.0690875,0.000166871,0.000312913,-9.90205e-06,0.000354765,1.13458,0,0,0,0,5.06025
84,0.91683,0,2.6502,-0,6.07645e-08,0,0,0,0,0,0,0.989657,0.777595,0.00450473,1.25861,1.06008,0.0819715,0.000149505,0.000315676,-7.80387e-06,0.000349377,1.13458,0,0,0,0,5.0222
85,0.922102,0,2.66523,-0,6.07611e-08,0,0,0,0,0,0,0.998832,0.777595,0.00332297,1.26583,1.06609,0.0940025,0.000136207,0.000317025,-6.15099e-06,0.000345102,1.1345,0,0,0,0,5.00091
86,0.926744,0,2.67793,-0,6.07488e-08,0,0,0,0,0,0,1.00747,0.777595,0.00219362,1.27266,1.07117,0.104163,0.000134244,0.000316302,-6.01255e-06,0.000343663,1.13419,0,0,0,0,5.00807
87,0.931928,0,2.69128,-0,6.07211e-08,0,0,0,0,0,0,1.01573,0.777595,0.00109532,1.2792,1.07651,0.114838,0.000181373,0.000306427,-1.28442e-05,0.000356313,1.1335,0,0,0,0,5.12416
