Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.946575,0,2.73121,-0,6.06815e-08,0,0,0,0,0,0,0.953403,0.526372,0,1.08906,1.09248,0.146785,7.81103e-06,2.78804e-05,-0.000331019,0.000332282,1.13252,0,0,0,0,5.03587
1,0.940561,0,2.71205,-0,6.06511e-08,0,0,0,0,0,0,0.944321,0.526372,-0.00123603,1.08112,1.08482,0.131457,0.000769223,0.000145575,9.80129e-05,0.000788988,1.13177,0,0,0,0,7.7028
2,0.931346,0,2.68494,-0,6.06419e-08,0,0,0,0,0,0,0.935006,0.526372,-0.00247543,1.07299,1.07398,0.109766,0.000733233,0.000112691,9.25165e-05,0.000747589,1.13154,0,0,0,0,7.44714
3,0.921486,0,2.65621,-0,6.06366e-08,0,0,0,0,0,0,0.925255,0.526372,-0.00374985,1.06451,1.06248,0.086783,0.000757489,9.83266e-05,9.46944e-05,0.000769692,1.13141,0,0,0,0,7.51239
4,0.911847,0,2.62787,-0,6.0627e-08,0,0,0,0,0,0,0.914901,0.526372,-0.00508343,1.05553,1.05115,0.0641114,0.000794351,8.70802e-05,9.82225e-05,0.000805123,1.13117,0,0,0,0,7.6587
5,0.902285,0,2.59972,-0,6.06165e-08,0,0,0,0,0,0,0.903805,0.526372,-0.00648613,1.04593,1.03989,0.041589,0.000833804,7.66785e-05,0.00010122,0.000843418,1.13091,0,0,0,0,7.81888
6,0.89303,0,2.57246,-0,6.0606e-08,0,0,0,0,0,0,0.891855,0.526372,-0.00795483,1.03563,1.02898,0.0197798,0.000872229,6.64645e-05,0.000103011,0.000880802,1.13065,0,0,0,0,7.98139
7,0.884267,0,2.54665,-0,6.0596e-08,0,0,0,0,0,0,0.878971,0.526372,-0.00948257,1.02457,1.01866,-0.000860974,0.000908107,5.67339e-05,0.000103558,0.000915752,1.1304,0,0,0,0,8.12894
8,0.87635,0,2.52334,-0,6.05867e-08,0,0,0,0,0,0,0.865095,0.526372,-0.0110602,1.01271,1.00934,-0.0195089,0.000939759,4.77684e-05,0.000102929,0.000946585,1.13017,0,0,0,0,8.26733
9,0.869236,0,2.50241,-0,6.05785e-08,0,0,0,0,0,0,0.850198,0.526372,-0.0126787,1.00003,1.00096,-0.0362567,0.000966965,3.98416e-05,0.000101443,0.000973088,1.12997,0,0,0,0,8.38129
10,0.863022,0,2.48412,-0,6.05713e-08,0,0,0,0,0,0,0.834271,0.526372,-0.0143307,0.98655,0.993649,-0.0508858,0.000988916,3.2952e-05,9.93458e-05,0.000994439,1.12979,0,0,0,0,8.48502
11,0.857369,0,2.4675,-0,6.05648e-08,0,0,0,0,0,0,0.817328,0.526372,-0.0160107,0.972291,0.987002,-0.0641813,0.00100765,2.6987e-05,9.71016e-05,0.00101268,1.12963,0,0,0,0,8.56406
12,0.307545,0,0.874235,-0,6.00023e-08,0,0,0,0,0,0,0.330282,0.526372,0.0185091,0.621688,0.349694,-1.3388,0.00255709,-0.000709919,0.000536048,0.0027074,1.11574,0,0,0,0,7.545
13,0.316401,0,0.897744,-0,5.99183e-08,0,0,0,0,0,0,0.339181,0.526372,0.0199321,0.626505,0.359098,-1.31999,0.00248655,-0.000629819,0.000432635,0.00260131,1.11368,0,0,0,0,7.69087
14,0.333267,0,0.945273,-0,5.99025e-08,0,0,0,0,0,0,0.34935,0.526372,0.0213774,0.632115,0.378109,-1.28197,0.0023937,-0.000550856,0.000364652,0.00248319,1.11329,0,0,0,0,7.85243
15,0.348305,0,0.988732,-0,5.99394e-08,0,0,0,0,0,0,0.360818,0.526372,0.0228128,0.638575,0.395493,-1.2472,0.00226674,-0.00047826,0.000300053,0.00233599,1.1142,0,0,0,0,7.88954
16,0.361287,0,1.02688,-0,5.99964e-08,0,0,0,0,0,0,0.373594,0.526372,0.0242063,0.645931,0.410751,-1.21668,0.00212651,-0.00041214,0.000242454,0.00217961,1.1156,0,0,0,0,7.84634
17,0.373725,0,1.06376,-0,6.00617e-08,0,0,0,0,0,0,0.387663,0.526372,0.0255305,0.654218,0.425505,-1.18717,0.00197412,-0.000346501,0.000192091,0.00201349,1.11721,0,0,0,0,7.74601
18,0.387459,0,1.10449,-0,6.01289e-08,0,0,0,0,0,0,0.402987,0.526372,0.0267657,0.663463,0.441798,-1.15459,0.00181642,-0.000278583,0.000149393,0.00184372,1.11886,0,0,0,0,7.60066
19,0.404033,0,1.15333,-0,6.01912e-08,0,0,0,0,0,0,0.419515,0.526372,0.0278986,0.673675,0.461331,-1.11552,0.00166243,-0.000205371,0.000114082,0.00167895,1.1204,0,0,0,0,7.45774
20,0.425295,0,1.21543,-0,6.02437e-08,0,0,0,0,0,0,0.437175,0.526372,0.0289195,0.684854,0.486171,-1.06584,0.00152652,-0.000128631,8.57501e-05,0.00153433,1.12169,0,0,0,0,7.35307
