Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.825104,0,2.37403,-0,6.05527e-08,0,0,0,0,0,0,0.721402,1.14845,-0.0183354,1.35635,0.949611,-0.138963,0.00147543,0.00023212,-0.000114946,0.00149799,1.12933,0,0,0,0,9.81082
1,0.842237,0,2.42437,-0,6.05725e-08,0,0,0,0,0,0,0.711298,1.14845,-0.0173845,1.35099,0.969749,-0.0986865,0.00146926,0.0002206,-0.000134205,0.00149178,1.12982,0,0,0,0,9.84164
2,0.861484,0,2.48106,-0,6.05961e-08,0,0,0,0,0,0,0.702123,1.14845,-0.0163837,1.34617,0.992424,-0.0533367,0.00145341,0.000211047,-0.000153901,0.0014767,1.13041,0,0,0,0,9.84492
3,0.882486,0,2.54293,-0,6.06211e-08,0,0,0,0,0,0,0.693886,1.14845,-0.0153527,1.34188,1.01717,-0.00383956,0.0014303,0.000204648,-0.00017336,0.00145523,1.13103,0,0,0,0,9.82817
4,0.901735,0,2.59949,-0,6.06404e-08,0,0,0,0,0,0,0.686584,1.14845,-0.0143148,1.33811,1.0398,0.0414101,0.00141675,0.000198686,-0.000194633,0.00144379,1.1315,0,0,0,0,9.82395
5,0.913998,0,2.63527,-0,6.06479e-08,0,0,0,0,0,0,0.680192,1.14845,-0.0132928,1.33483,1.05411,0.0700345,0.0014539,0.000185175,-0.000240474,0.00148524,1.13169,0,0,0,0,9.93851
6,0.931094,0,2.6857,-0,6.06672e-08,0,0,0,0,0,0,0.674696,1.14845,-0.0121833,1.33203,1.07428,0.110379,0.00150582,0.000174108,-0.000351722,0.00155613,1.13217,0,0,0,0,10.1496
7,0.978355,0,2.82488,-0,6.07135e-08,0,0,0,0,0,0,0.670186,1.14845,-0.0107869,1.32974,1.12995,0.221723,0.00146676,0.000225746,-0.00052086,0.00157279,1.13331,0,0,0,0,10.352
8,0.372962,0,1.06046,-0,6.00137e-08,0,0,0,0,0,0,0.670186,1.14845,0.0107869,1.32974,0.424185,-1.18981,0.00283585,-0.000696293,0.00126669,0.00318299,1.11603,0,0,0,0,9.19839
9,0.301944,0,0.856684,-0,5.99163e-08,0,0,0,0,0,0,0.674696,1.14845,0.0121833,1.33203,0.342674,-1.35284,0.00278082,-0.000736335,0.000807866,0.00298795,1.11363,0,0,0,0,8.10952
