Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
12,1.28904,285289,0,-215.461,-10.1247,215.699,0.382432,116.762,-123.658,3.8968,170.117,-0.00876767,-0.0386735,0.823,0.823955,109625,0.152146,296.264,90.5739,-95.9166,3.02411,131.957
13,1.33195,297665,0,-215.461,-10.3891,215.711,0.436789,124.146,-156.803,5.66985,200.079,-0.009626,-0.0396835,0.823,0.824012,113030,0.214562,295.582,93.3428,-117.626,4.22909,150.222
14,1.36963,312389,0,-215.461,-10.5819,215.721,0.495109,119.455,-201.523,4.73457,234.315,-0.0104361,-0.0404199,0.823,0.824058,116921,0.285883,297.297,87.3651,-146.944,3.49221,170.99
15,1.07288,213515,0,-215.461,-0.116957,215.461,0.147169,30.0489,42.3783,7.90515,52.5486,-0.0171154,-0.000446744,0.823,0.823178,84891.3,-0.301247,275.635,28.0088,39.4994,7.36681,48.9792
16,1.06354,210927,0,-215.461,-1.81253,215.469,0.147476,23.0786,46.1354,7.38991,52.1124,-0.0177441,-0.00692334,0.823,0.82322,83860.1,-0.32015,274.678,21.7004,43.377,6.94805,48.9974
17,1.08438,216734,0,-215.461,1.75323,215.468,0.143738,35.9862,36.314,9.45606,51.9916,-0.0162444,0.00669683,0.823,0.823188,86194.9,-0.27735,276.902,33.1866,33.4866,8.71921,47.945
18,1.09602,220144,0,-215.461,3.78143,215.494,0.143135,41.1856,30.789,10.3801,52.4591,-0.0151267,0.014444,0.823,0.823266,87555.5,-0.252409,278.288,37.578,28.0908,9.47016,47.8632
19,1.53105,341867,0,-215.461,32.1446,217.846,0.239721,0.315805,-128.42,9.03098,128.738,0.0102159,0.122784,0.823,0.832171,134581,0.609623,306.208,0.206357,-83.8809,5.88767,84.0875
20,1.41401,282636,0,-215.461,32.4064,217.884,0.693588,12.5122,-306.319,27.0014,307.761,0.0102151,0.123784,0.823,0.832319,99634.9,-0.0309814,245.49,8.64633,-216.66,19.0674,217.669
21,1.04053,208139,0,-215.461,-8.96135,215.647,0.187307,-54.4077,35.0729,3.53466,64.829,-0.0172892,-0.0342298,0.823,0.823893,82444.1,-0.346105,276.016,-52.2883,33.7043,3.39664,62.3024
22,1.0525,212437,0,-215.461,-9.44994,215.668,0.219562,-72.5678,25.6646,3.84883,77.0686,-0.0168273,-0.0360961,0.823,0.823963,83842,-0.320481,277.498,-68.9463,24.3727,3.65846,73.2189
23,1.02623,203181,0,-215.461,-8.36834,215.623,0.182709,-39.6122,47.6764,4.39489,62.1408,-0.0176925,-0.0319647,0.823,0.823811,80519.5,-0.381385,273.318,-38.6008,46.4513,4.28391,60.5483
24,1.03259,204422,0,-215.461,-7.65661,215.597,0.158472,-25.7226,47.6188,3.82153,54.2568,-0.0180216,-0.0292461,0.823,0.823717,81198.1,-0.368946,273.9,-24.9158,46.1365,3.69682,52.5646
25,1.02859,202663,0,-215.461,-6.81097,215.569,0.158494,-13.835,51.9318,4.84946,53.9615,-0.0182569,-0.026016,0.823,0.823613,80498.6,-0.381768,272.622,-13.4509,50.4842,4.71007,52.4572
26,1.02613,201902,0,-215.461,-5.81623,215.539,0.164318,-3.14043,55.4641,4.84525,55.7638,-0.0183745,-0.0222164,0.823,0.823505,80153.7,-0.388091,272.114,-3.06047,54.0506,4.72165,54.3426
27,1.20088,250570,0,-215.461,23.0247,216.688,0.162567,59.5331,-23.8036,17.5716,66.4798,0.000545389,0.0879479,0.823,0.827686,99491.5,-0.0336094,288.613,49.5747,-19.8225,14.632,55.3596
28,1.18849,247278,0,-215.461,21.2789,216.509,0.158309,58.7366,-18.769,17.1275,63.997,-0.0011246,0.0812793,0.823,0.827005,98221.8,-0.0568856,287.9,49.4211,-15.7923,14.4111,53.8472
29,1.22724,258922,0,-215.461,27.1797,217.168,0.178816,59.6691,-41.572,18.7196,75.0937,0.00467658,0.103819,0.823,0.829536,102650,0.0242854,291.378,48.6206,-33.8746,15.2533,61.1892
30,1.21796,256035,0,-215.461,25.9727,217.021,0.172198,59.9841,-34.7491,18.1234,71.6522,0.00345333,0.0992083,0.823,0.828965,101570,0.00449753,290.513,49.2497,-28.5308,14.8802,58.83
31,1.23307,261384,0,-215.461,28.2215,217.301,0.185702,59.015,-48.4041,18.3961,78.512,0.00574838,0.107798,0.823,0.83005,103554,0.0408531,292.556,47.8622,-39.2564,14.9207,63.6748
32,1.24543,264720,0,-215.461,29.1123,217.419,0.191189,59.3302,-52.5969,19.7839,81.7185,0.00667691,0.111201,0.823,0.830505,104815,0.0639821,293.182,47.6371,-42.233,15.8865,65.6148
33,1.24517,267224,0,-215.461,29.8678,217.521,0.209091,55.758,-67.7851,18.4697,89.6934,0.00747348,0.114087,0.823,0.830903,105597,0.078306,295.428,44.7809,-54.4368,14.8325,72.0326
34,1.24946,271558,0,-215.461,30.5042,217.61,0.231807,52.2483,-83.0895,19.9537,100.159,0.00815111,0.116517,0.823,0.831247,107009,0.104196,298.35,41.8192,-66.4838,15.9756,80.1508
35,1.34223,287658,0,-215.461,31.0371,217.685,0.216878,59.5359,-78.945,15.7198,100.12,0.00872342,0.118553,0.823,0.831541,113565,0.224364,294.743,44.357,-58.8073,11.7122,74.5856
36,1.23833,276886,0,-215.461,31.4812,217.749,0.321002,38.5443,-131.693,19.9358,138.659,0.00920385,0.120249,0.823,0.831789,107643,0.115813,302.808,31.1314,-106.304,16.1202,111.936
37,1.38308,305930,0,-215.461,31.8499,217.802,0.30784,45.6593,-138.763,21.8052,147.701,0.00960505,0.121658,0.823,0.831999,119209,0.327827,300.274,33.0144,-100.352,15.7104,106.805
38,1.48784,332313,0,-215.461,32.1548,217.847,0.302801,50.0563,-146.845,25.0078,157.145,0.00993868,0.122822,0.823,0.832174,129597,0.518258,303.439,33.6424,-98.6827,16.8433,105.611
39,1.16856,241332,0,-215.461,17.2929,216.154,0.150583,57.0224,-7.47816,15.8196,59.6467,-0.00478915,0.066054,0.823,0.82566,95923.5,-0.0990143,285.959,48.7972,-6.39972,13.5377,51.043
40,1.1602,238515,0,-215.461,15.1012,215.989,0.147471,55.9376,-1.10635,14.7916,57.8708,-0.0067095,0.0576824,0.823,0.825046,94828.4,-0.119089,284.731,48.2137,-0.953796,12.7491,49.8799
41,1.18081,244658,0,-215.461,19.3618,216.329,0.154003,58.2462,-12.6619,16.0542,61.7308,-0.00291343,0.0739568,0.823,0.826321,97217.6,-0.0752928,286.81,49.3278,-10.7243,13.596,52.279
42,1.1064,229222,0,-215.461,-9.8469,215.686,0.24449,-90.874,-4.17443,4.45258,91.0788,-0.0163184,-0.0376124,0.823,0.824021,90182.6,-0.204252,283.802,-82.2164,-3.63555,4.04389,82.396
43,1.19819,254490,0,-215.461,-10.163,215.7,0.295495,-107.196,-54.1001,2.61326,120.102,-0.0157718,-0.0388198,0.823,0.824066,99369.5,-0.0358468,288.814,-89.5827,-44.9838,2.19706,100.267
44,1.1448,233180,0,-215.461,-3.98847,215.498,0.153495,58.2132,9.41305,4.30379,59.1262,-0.000144506,-0.0152348,0.823,0.823141,92660.6,-0.158826,281.965,50.85,8.22218,3.7593,51.6474
45,1.14391,232342,0,-215.461,-2.50445,215.475,0.137059,51.0894,12.1001,4.89307,52.7302,0.00106214,-0.00956629,0.823,0.823056,92450.6,-0.162677,281.546,44.6625,10.5775,4.27709,46.0968
46,1.14136,232815,0,-215.461,-5.2836,215.526,0.172325,65.7303,6.263,4.57325,66.1862,-0.00135432,-0.0201819,0.823,0.823249,92357.9,-0.164376,281.891,57.5895,5.48705,4.00665,57.9889
47,1.16519,237421,0,-215.461,7.51732,215.592,0.066555,24.0307,8.00143,6.57166,26.1665,0.00628107,0.028714,0.823,0.823525,94850.6,-0.118683,283.579,20.6241,6.86642,5.63992,22.4568
48,1.1583,235586,0,-215.461,5.23561,215.524,0.0784456,28.1938,10.4778,5.78169,30.6285,0.00540873,0.0199985,0.823,0.823261,94072.2,-0.132951,282.924,24.3409,9.04505,4.99143,26.4425
49,1.1517,233913,0,-215.461,3.06167,215.483,0.0924166,33.0385,12.8457,5.31778,35.8446,0.004436,0.0116947,0.823,0.823095,93342,-0.146337,282.337,28.6871,11.1529,4.61724,31.1232
50,1.14975,233460,0,-215.461,1.03139,215.463,0.10644,38.5545,13.7618,4.49994,41.1836,0.00337487,0.00393963,0.823,0.823016,93088.6,-0.150981,282.048,33.533,11.969,3.91384,35.8195
51,1.14317,232085,0,-215.461,-0.829196,215.463,0.121755,44.4995,13.8515,4.59808,46.8317,0.00224305,-0.0031673,0.823,0.823009,92450.3,-0.162683,281.726,38.9276,12.1166,4.02213,40.9677
52,1.23295,258471,0,-215.461,28.0613,217.281,0.0927174,3.55781,-37.8273,9.32485,39.1218,0.0101024,0.107186,0.823,0.830012,103140,0.0332689,291.415,2.88557,-30.6792,7.56235,31.729
53,1.26387,265198,0,-215.461,28.9846,217.402,0.0921157,2.93055,-38.6595,9.23687,39.8556,0.0101478,0.110713,0.823,0.830475,105828,0.0825365,291.694,2.31875,-30.5914,7.30977,31.538
54,1.23848,258043,0,-215.461,26.9825,217.144,0.0686518,4.56972,-27.1586,9.14068,29.0177,0.0100358,0.103065,0.823,0.829489,103081,0.0321824,289.947,3.68978,-21.9296,7.3806,23.4306
55,1.22505,254986,0,-215.461,25.734,216.992,0.065466,5.48098,-25.0491,9.53595,27.3575,0.0099408,0.0982966,0.823,0.828909,101872,0.0100249,289.689,4.47403,-20.4462,7.78469,22.3308
56,1.44542,338206,0,-215.461,-10.7104,215.727,0.558657,84.6269,-266.534,6.29308,279.717,-0.0111929,-0.0409106,0.823,0.824092,124410,0.423178,299.84,58.4436,-184.481,4.33886,193.566
57,1.46889,343359,0,-215.461,-10.7821,215.73,0.607489,42.0561,-304.32,5.65327,307.264,-0.0118819,-0.0411845,0.823,0.824116,124478,0.424426,295.209,28.5856,-207.17,3.85743,209.168
58,1.46034,341118,0,-215.461,-10.8079,215.732,0.63269,-21.1889,-316.116,4.2785,316.854,-0.0124825,-0.041283,0.823,0.824129,122693,0.391703,292.681,-14.5123,-216.464,2.92782,216.97
59,1.45537,340348,0,-215.461,-10.8021,215.732,0.621395,-56.8895,-305.605,-0.727665,310.856,-0.0129813,-0.0412612,0.823,0.824136,122854,0.394643,294.065,-39.0839,-209.981,-0.503934,213.588
60,1.41,327411,0,-215.461,-10.7716,215.73,0.589061,-90.2846,-270.971,4.33374,285.649,-0.0134668,-0.0411447,0.823,0.824138,119371,0.330805,294.9,-63.9311,-192.253,3.05757,202.627
61,1.13537,231359,0,-215.461,10.5077,215.717,0.143313,51.9283,11.4142,13.2754,54.8002,-0.0104756,0.0401364,0.823,0.824045,92014.5,-0.17067,282.325,45.737,10.053,11.6925,48.2665
62,1.12214,227673,0,-215.461,8.19761,215.617,0.141905,48.9884,17.5221,12.5414,53.518,-0.012209,0.0313126,0.823,0.823686,90558.7,-0.197357,281.134,43.6567,15.6143,11.1762,47.693
63,1.14573,234665,0,-215.461,12.8247,215.842,0.14495,54.0079,4.74622,14.3123,56.0734,-0.00862363,0.0489868,0.823,0.824502,93317,-0.146794,283.733,47.1385,4.14266,12.4919,48.9413
64,1.15489,237822,0,-215.461,-6.39854,215.556,0.187347,72.8859,-4.50622,3.50252,73.1091,-0.00254736,-0.0244406,0.823,0.823367,94203.1,-0.130552,284.153,63.1133,-3.90197,3.03109,63.3064
65,1.15152,237601,0,-215.461,-7.34626,215.586,0.211701,81.8383,-8.42971,3.43671,82.3431,-0.00370781,-0.0280606,0.823,0.823487,93862.2,-0.1368,283.956,71.0689,-7.31837,2.98433,71.507
66,1.10994,224102,0,-215.461,5.94134,215.543,0.141108,45.4095,23.6438,11.6937,52.5147,-0.0137729,0.0226942,0.823,0.823428,89143.7,-0.223296,279.783,40.9125,21.3014,10.5353,47.3136
67,1.26084,277139,0,-215.461,31.4441,217.743,0.257394,0.671122,-112.385,9.72449,112.806,0.010213,0.120108,0.823,0.831781,108837,0.137703,300.706,0.532361,-89.1436,7.71234,89.4782
68,1.35312,297463,0,-215.461,31.8274,217.799,0.265675,0.460923,-124.398,10.9621,124.881,0.0102155,0.121572,0.823,0.831993,116678,0.281444,300.393,0.340605,-91.9532,8.10037,92.3099
69,1.36626,289935,0,-215.461,30.9825,217.677,0.125177,1.30242,-57.8912,10.3954,58.8316,0.0102072,0.118344,0.823,0.831528,115467,0.259237,294.409,0.953332,-42.3664,7.61022,43.055
70,1.24317,266144,0,-215.461,30.4289,217.599,0.161194,1.5158,-68.3596,10.1035,69.1188,0.0101962,0.11623,0.823,0.831229,105688,0.079972,296.157,1.2193,-54.999,8.12798,55.6097
71,1.26495,267131,0,-215.461,29.7683,217.508,0.119481,2.19871,-51.1512,8.261,51.8607,0.0101775,0.113707,0.823,0.83088,106427,0.0935218,293.095,1.7382,-40.4393,6.53328,41.0005
72,1.37625,311649,0,-215.461,-10.7035,215.727,0.53295,-127.962,-216.462,1.65745,251.462,-0.014017,-0.0408845,0.823,0.824134,115466,0.259226,292.271,-93.0102,-157.167,1.12739,182.63
73,1.32472,293214,0,-215.461,-10.5849,215.721,0.456956,-137.634,-153.123,3.06253,205.91,-0.0146038,-0.0404312,0.823,0.824122,110819,0.174042,291.208,-104.355,-115.239,2.30598,155.484
74,1.24622,268973,0,-215.461,-10.4068,215.712,0.371251,-128.309,-91.7309,4.33899,157.786,-0.015196,-0.039751,0.823,0.8241,103590,0.0415139,289.589,-102.972,-73.5532,3.496,126.592
75,1.04622,206228,0,-215.461,-4.65839,215.511,0.15409,6.56763,52.6747,5.71941,53.3898,-0.0183474,-0.0177937,0.823,0.823397,81945.6,-0.355244,272.853,6.27752,50.3441,5.46583,51.0276
76,1.04486,206364,0,-215.461,-3.32613,215.487,0.156199,15.279,51.5912,5.57085,54.0937,-0.0181467,-0.0127049,0.823,0.823298,81985,-0.354522,273.341,14.6231,49.3749,5.33148,51.7701
77,1.20486,252520,0,-215.461,24.5897,216.86,0.167436,59.4248,-29.8969,17.7207,68.8415,0.00207521,0.0939256,0.823,0.828345,100221,-0.0202359,289.771,49.3202,-24.8119,14.7076,57.1352
