Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
13,1.14191,234633,0,-246.877,-6.39854,246.96,0.21302,81.4921,-8.8361,1.87017,81.9911,-0.00359458,-0.0244406,0.943,0.943324,92675.7,-0.158551,282.726,71.3642,-7.73728,1.63723,71.8011
14,1.13781,234636,0,-246.877,-7.34626,246.986,0.240316,90.9946,-14.475,2.29865,92.1674,-0.00475504,-0.0280606,0.943,0.943429,92360.9,-0.164321,282.784,79.9725,-12.7159,2.01799,81.0022
15,1.16472,244573,0,-246.877,-8.14217,247.011,0.265873,99.8741,-32.6507,3.80234,105.145,-0.00587153,-0.0311008,0.943,0.943531,95930.5,-0.0988873,286.919,85.7506,-28.035,3.26638,90.2762
16,1.18999,254122,0,-246.877,-8.80258,247.034,0.298189,108.582,-53.7448,1.39766,121.163,-0.00693726,-0.0336234,0.943,0.943625,99179.5,-0.0393284,290.34,91.2487,-45.1615,1.17577,101.82
17,1.22849,266294,0,-246.877,-9.34351,247.054,0.336735,120.252,-75.2589,1.81133,141.872,-0.00794932,-0.0356896,0.943,0.943709,103240,0.0351021,292.755,97.8875,-61.2613,1.47681,115.486
18,1.24849,275178,0,-246.877,-9.77985,247.07,0.382499,128.739,-102.162,-0.622531,164.35,-0.00890777,-0.0373563,0.943,0.943782,105738,0.0808981,295.032,103.124,-81.8031,-0.502249,131.63
19,1.32921,302535,0,-246.877,-10.1247,247.084,0.438855,132.208,-153.668,2.07408,202.724,-0.00981489,-0.0386735,0.943,0.943844,114823,0.24743,300.91,99.5045,-115.577,1.57818,152.518
20,1.36833,316070,0,-246.877,-10.3891,247.095,0.501805,133.843,-197.605,3.91776,238.699,-0.0106732,-0.0396835,0.943,0.943895,118097,0.307441,300.638,97.8349,-144.352,2.86246,174.406
21,1.44209,343596,0,-246.877,-10.5819,247.104,0.571384,120.456,-261.543,1.38419,287.952,-0.0114834,-0.0404199,0.943,0.943936,125928,0.451006,304.186,83.5664,-181.352,0.997657,199.682
22,1.51235,367149,0,-246.877,-10.7104,247.109,0.646913,77.6161,-332.28,-1.68158,341.229,-0.0122401,-0.0409106,0.943,0.943966,131455,0.552319,302.78,51.2825,-219.71,-1.13515,225.618
23,1.52439,368857,0,-246.877,-10.7821,247.112,0.691553,56.6595,-359.959,-0.191472,364.391,-0.0129291,-0.0411845,0.943,0.943987,130115,0.527744,297.348,37.1946,-236.11,-0.131201,239.022
24,1.55768,388334,0,-246.877,-10.8079,247.113,0.710646,-24.6425,-386.301,2.44369,387.094,-0.0135298,-0.041283,0.943,0.944,136087,0.637221,304.384,-15.8732,-247.976,1.55886,248.488
25,1.47646,360908,0,-246.877,-10.8021,247.113,0.708638,-81.2284,-353.116,2.1857,362.345,-0.0140285,-0.0412612,0.943,0.944007,126573,0.462823,298.653,-55.0217,-239.159,1.48081,245.411
26,1.47628,356612,0,-246.877,-10.7716,247.112,0.669441,-113.303,-323.351,-6.0694,342.681,-0.014514,-0.0411447,0.943,0.944009,126734,0.465777,299.149,-76.7165,-218.996,-4.08808,232.08
27,1.37981,323747,0,-246.877,-10.7035,247.109,0.606761,-143.364,-250.838,-3.97121,288.944,-0.0150643,-0.0408845,0.943,0.944006,117390,0.294485,296.413,-103.755,-181.82,-2.84858,209.36
28,1.36065,312390,0,-246.877,-10.5849,247.104,0.51771,-150.951,-190.795,-12.1685,243.592,-0.015651,-0.0404312,0.943,0.943996,116233,0.273287,297.584,-110.943,-140.226,-8.94415,179.03
29,1.21531,271422,0,-246.877,-10.4068,247.096,0.422556,-133.939,-115.274,-12.9616,177.189,-0.0162432,-0.039751,0.943,0.943977,103398,0.0380027,296.38,-110.154,-94.8884,-10.6941,145.781
30,1.1666,250250,0,-246.877,-10.163,247.086,0.338799,-123.225,-53.3463,-1.98085,134.291,-0.016819,-0.0388198,0.943,0.943949,96985.5,-0.079548,289.561,-105.725,-45.5788,-1.69749,115.144
31,1.08391,225709,0,-246.877,-9.8469,247.073,0.275367,-100.371,-8.82685,-0.207936,100.759,-0.0173657,-0.0376124,0.943,0.94391,88406.9,-0.236802,284.121,-92.6174,-8.11874,-0.204445,92.9727
32,1.57091,361015,0,-246.877,32.1446,248.961,0.282964,0.396412,-157.683,0.506215,157.684,0.00916863,0.122784,0.943,0.951004,141240,0.731675,313.211,0.252233,-100.376,0.334725,100.377
33,1.4544,293516,0,-246.877,32.4064,248.995,0.793948,-13.4582,-357.175,16.766,357.821,0.00916785,0.123784,0.943,0.951134,99787.6,-0.0281819,239.058,-9.3246,-245.541,11.5794,245.991
34,1.19626,251141,0,-246.877,23.0247,247.948,0.185464,66.7028,-32.1121,15.837,75.7051,-0.000501835,0.0879479,0.943,0.947092,99498,-0.0334908,289.746,55.7594,-26.8437,13.2387,63.2847
35,1.18174,247131,0,-246.877,21.2789,247.792,0.179644,65.8284,-25.8181,15.1868,72.3228,-0.00217183,0.0812793,0.943,0.946499,97967.2,-0.061552,288.795,55.7043,-21.8473,12.8513,61.1999
36,1.20251,253878,0,-246.877,24.5897,248.098,0.192202,66.5422,-39.6715,15.7858,79.0625,0.00102799,0.0939256,0.943,0.947667,100512,-0.0149098,291.177,55.3349,-32.9904,13.1277,65.747
37,1.19287,245690,0,-246.877,18.9198,247.601,0.050486,12.1893,-14.7589,7.17543,20.4424,0.00805316,0.0722684,0.943,0.945799,98205.7,-0.0571803,286.797,10.2185,-12.3727,6.01533,17.1373
38,1.20095,248139,0,-246.877,20.8917,247.759,0.0567249,10.3897,-19.2174,7.69064,23.1603,0.00835208,0.0798004,0.943,0.946407,99166.3,-0.0395702,287.653,8.65118,-16.0016,6.40375,19.2848
39,1.18314,242869,0,-246.877,16.7957,247.447,0.0470472,14.2482,-10.2151,6.95471,18.8607,0.00767784,0.0641548,0.943,0.945211,97087.5,-0.0776785,285.862,12.0427,-8.63385,5.87817,15.9412
40,1.22035,253958,0,-246.877,24.3051,248.07,0.0750998,7.4088,-29.254,8.15998,31.2614,0.00876212,0.0928386,0.943,0.9476,101423,0.00179661,289.524,6.07105,-23.9718,6.6866,25.6167
41,1.22855,256266,0,-246.877,25.734,248.214,0.0821026,6.19213,-32.9325,7.95697,34.4414,0.00889357,0.0982966,0.943,0.948151,102313,0.018109,290.112,5.04017,-26.8055,6.47662,28.0336
42,1.21274,251340,0,-246.877,22.6904,247.917,0.0638698,8.84628,-23.5374,7.94298,26.3696,0.00858495,0.0866709,0.943,0.947013,100421,-0.016566,288.463,7.29451,-19.4091,6.54977,21.7445
43,1.1185,225410,0,-246.877,-0.829196,246.878,0.13826,49.7124,14.3582,2.5706,51.8082,0.00119583,-0.0031673,0.943,0.943006,89683.9,-0.213393,279.323,44.4456,12.8366,2.29821,46.3192
44,1.11929,225552,0,-246.877,1.03139,246.879,0.121188,42.9363,14.7445,2.55807,45.4694,0.00232764,0.00393963,0.943,0.943011,89851.3,-0.210324,279.647,38.3604,13.1729,2.28576,40.6235
45,1.25566,271376,0,-246.877,30.4289,248.745,0.189278,1.72716,-81.9619,7.17054,82.293,0.00914895,0.11623,0.943,0.95018,107470,0.112644,298.156,1.37556,-65.2554,5.70534,65.5188
46,1.39392,299958,0,-246.877,30.9825,248.813,0.177679,1.46894,-85.417,3.20181,85.4896,0.00915993,0.118344,0.943,0.950441,118931,0.322733,297.226,1.0538,-61.28,2.30029,61.3322
47,1.2784,272489,0,-246.877,29.7683,248.665,0.149829,2.45164,-65.3589,8.69785,65.9807,0.00913031,0.113707,0.943,0.949875,108312,0.128073,295.146,1.91779,-51.1171,6.80181,51.6033
48,1.27406,269236,0,-246.877,28.9846,248.572,0.122039,3.2606,-52.4628,9.24322,53.3705,0.00910055,0.110713,0.943,0.949521,107247,0.10856,293.242,2.5592,-41.1767,7.25355,41.889
49,1.26504,284258,0,-246.877,31.4441,248.871,0.302572,0.787887,-134.05,2.08991,134.069,0.00916574,0.120108,0.943,0.950662,110861,0.1748,305.286,0.622818,-105.968,1.65233,105.982
50,1.40336,314303,0,-246.877,31.8274,248.92,0.317569,0.60213,-155.635,-0.683099,155.638,0.00916824,0.121572,0.943,0.950848,122267,0.383891,303.507,0.429401,-110.884,-0.527781,110.886
51,0.984096,196104,0,-246.877,-8.96135,247.039,0.21631,-59.0686,38.7274,0.656501,70.6353,-0.0183365,-0.0342298,0.943,0.943799,77427.5,-0.438065,274.077,-60.0282,39.3607,0.66677,71.7851
52,1.02639,209894,0,-246.877,-9.44994,247.058,0.224164,-76.254,12.1055,-2.73449,77.2573,-0.0178746,-0.0360961,0.943,0.94386,82792.7,-0.339716,280.992,-74.3027,11.8121,-2.66236,75.2828
53,0.928336,180872,0,-246.877,-8.36834,247.019,0.233714,-42.1572,57.2444,-0.130673,71.0927,-0.0187398,-0.0319647,0.943,0.943728,71259.2,-0.551137,267.39,-45.4162,61.675,-0.155967,76.5929
54,0.934497,181852,0,-246.877,-7.65661,246.996,0.206337,-27.3547,56.9746,0.488947,63.203,-0.0190689,-0.0292461,0.943,0.943646,71883.9,-0.539685,267.937,-29.2798,61.0166,0.503169,67.68
55,0.935052,180271,0,-246.877,-6.81097,246.971,0.219538,-14.921,65.2635,0.310198,66.9482,-0.0193041,-0.026016,0.943,0.943556,71148.5,-0.553166,265.043,-15.9611,69.8368,0.321974,71.6383
56,0.930093,178849,0,-246.877,-5.81623,246.945,0.223301,-3.33808,67.5577,2.04503,67.671,-0.0194218,-0.0222164,0.943,0.943462,70554.6,-0.564053,264.249,-3.58924,72.6436,2.19492,72.7653
57,1.00381,196775,0,-246.877,-0.116957,246.877,0.182587,32.7507,50.2324,7.54762,60.439,-0.0181626,-0.000446744,0.943,0.943175,77982,-0.4279,270.627,32.6279,50.0454,7.51977,60.2135
58,0.982491,190955,0,-246.877,-1.81253,246.883,0.199137,25.2747,58.6828,6.04836,64.1799,-0.0187913,-0.00692334,0.943,0.943213,75543,-0.472609,267.847,25.7269,59.7365,6.15586,65.3316
59,1.0303,203650,0,-246.877,1.75323,246.883,0.170145,39.4589,41.5991,9.2952,58.0852,-0.0172916,0.00669683,0.943,0.943182,80804.9,-0.376154,273.214,38.2999,40.3769,9.02139,56.3787
60,1.04893,208939,0,-246.877,3.78143,246.906,0.164669,45.1827,33.8774,10.6557,57.4691,-0.016174,0.014444,0.943,0.943249,82945.9,-0.336907,275.472,43.0754,32.2966,10.1586,54.7883
61,1.14467,231982,0,-246.877,7.51732,246.991,0.0730112,26.8817,7.02545,4.37525,28.1269,0.00523384,0.028714,0.943,0.943452,92654.5,-0.158938,281.978,23.4843,6.13719,3.82262,24.5721
62,1.15259,234195,0,-246.877,9.86298,247.074,0.0611026,22.902,3.61437,5.08557,23.7366,0.00599984,0.0376738,0.943,0.943771,93580.1,-0.141972,282.84,19.8701,3.13574,4.4124,20.5943
63,1.13446,229287,0,-246.877,5.23561,246.932,0.0875625,31.5176,10.4498,3.38107,33.3765,0.00436151,0.0199985,0.943,0.943222,91518.2,-0.179768,281.027,27.7822,9.21111,2.98091,29.4208
64,1.12737,227492,0,-246.877,3.06167,246.896,0.103153,36.8392,12.5279,3.0269,39.0287,0.00338878,0.0116947,0.943,0.943079,90726.6,-0.194279,280.349,32.6777,11.1126,2.68589,34.6199
65,0.946195,182098,0,-246.877,-4.65839,246.921,0.219069,7.14532,67.1747,2.18621,67.589,-0.0193947,-0.0177937,0.943,0.943367,71873.5,-0.539876,264.611,7.55214,70.9979,2.30642,71.4357
66,0.952315,183582,0,-246.877,-3.32613,246.899,0.221562,16.6824,66.6564,4.26459,68.8445,-0.019194,-0.0127049,0.943,0.943281,72437.3,-0.52954,264.973,17.5189,70.0007,4.47634,72.2983
67,1.24442,262729,0,-246.877,28.0613,248.466,0.119703,3.9935,-50.214,8.68859,51.1164,0.0090552,0.107186,0.943,0.949115,104671,0.0613401,293.015,3.20912,-40.3519,6.98209,41.0771
68,1.24706,261203,0,-246.877,26.9825,248.347,0.0944363,5.10991,-39.1568,7.94845,40.2808,0.00898853,0.103065,0.943,0.948658,104220,0.0530774,291.136,4.09756,-31.4005,6.3741,32.3019
69,1.16264,236973,0,-246.877,12.2239,247.179,0.0519056,19.5125,-0.891433,5.76729,20.3665,0.00665923,0.0466918,0.943,0.944179,94717.9,-0.121114,283.804,16.783,-0.76696,4.96062,17.5176
70,1.07087,214747,0,-246.877,5.94134,246.948,0.161137,50.1953,26.0602,10.9899,57.6149,-0.0148201,0.0226942,0.943,0.943389,85278.8,-0.294143,277.418,46.8737,24.3353,10.2626,53.8021
71,1.08924,220106,0,-246.877,8.19761,247.013,0.15961,54.1538,17.7097,12.2275,58.2733,-0.0132562,0.0313126,0.943,0.943613,87419,-0.254912,279.584,49.717,16.2587,11.2257,53.4991
72,1.10786,225539,0,-246.877,10.5077,247.1,0.159293,57.2891,8.95385,12.7692,59.374,-0.0115228,0.0401364,0.943,0.943924,89579,-0.215317,281.677,51.7116,8.0821,11.526,53.5935
73,1.12603,230588,0,-246.877,12.8247,247.21,0.161672,59.9288,1.1749,13.4131,61.4227,-0.00967086,0.0489868,0.943,0.944321,91565.1,-0.178909,283.275,53.2214,1.04321,11.9117,54.5481
74,1.14132,234986,0,-246.877,15.1012,247.338,0.165421,62.0962,-5.50774,13.8586,63.8618,-0.00775672,0.0576824,0.943,0.944794,93279.7,-0.147478,284.714,54.4072,-4.82575,12.1426,55.9542
75,1.15578,239228,0,-246.877,17.2929,247.482,0.169682,63.689,-12.498,14.4824,66.4998,-0.00583638,0.066054,0.943,0.945329,94925.8,-0.117303,286.113,55.1044,-10.8133,12.5302,57.5363
76,1.16713,242850,0,-246.877,19.3618,247.635,0.174446,64.8426,-19.0089,14.9381,69.2029,-0.00396066,0.0739568,0.943,0.945904,96319.2,-0.0917609,287.491,55.5573,-16.2869,12.7989,59.2933
77,1.17259,239795,0,-246.877,14.5503,247.305,0.0467895,16.6789,-5.15907,6.25988,18.5469,0.00721618,0.0555782,0.943,0.944664,95859.2,-0.100193,284.786,14.2239,-4.39966,5.33848,15.817
