Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
10,1.08057,214722,0,-288.765,-0.829196,288.766,0.167708,55.9426,15.5029,15.5877,60.1073,-0.000200471,-0.0031673,1.103,1.103,85217,-0.295275,274.728,51.7715,14.3482,14.4184,55.6241
11,1.07983,215362,0,-288.765,-3.98847,288.792,0.211175,73.2293,10.6426,15.561,75.617,-0.00258803,-0.0152348,1.103,1.10311,85081.8,-0.297754,274.48,67.8153,9.85578,14.4052,70.0254
12,1.09101,218937,0,-288.765,-5.2836,288.813,0.234807,83.2015,4.48048,17.1742,85.0736,-0.00379784,-0.0201819,1.103,1.10319,86242.6,-0.276475,275.372,76.2614,4.11088,15.7265,77.9745
13,1.1139,225819,0,-288.765,-6.39854,288.836,0.257477,93.7064,-7.23056,17.7299,95.6427,-0.00499088,-0.0244406,1.103,1.10328,88680.9,-0.231779,277.34,84.1244,-6.49085,15.9146,85.8622
14,1.15356,237840,0,-288.765,-7.34626,288.858,0.282541,104.419,-26.9908,18.2476,109.384,-0.00615134,-0.0280606,1.103,1.10337,93055.8,-0.151584,281.017,90.5222,-23.3925,15.8396,94.8282
15,1.15702,239666,0,-288.765,-8.14217,288.879,0.31746,115.742,-38.4603,17.8861,123.269,-0.00726783,-0.0311008,1.103,1.10346,93235,-0.148298,280.716,100.034,-33.2414,15.4616,106.54
16,1.21272,260366,0,-288.765,-8.80258,288.899,0.355248,124.245,-75.1791,20.8515,146.709,-0.00833356,-0.0336234,1.103,1.10354,100592,-0.0134357,288.955,102.46,-61.9802,17.2243,120.98
17,1.26689,279892,0,-288.765,-9.34351,288.916,0.405439,132.494,-114.243,23.6804,176.542,-0.00934562,-0.0356896,1.103,1.10362,107031,0.104594,294.304,104.596,-90.1549,18.7158,139.351
18,1.35766,307968,0,-288.765,-9.77985,288.93,0.463921,143.382,-162.155,25.5428,217.956,-0.0103041,-0.0373563,1.103,1.10368,116186,0.272408,298.128,105.624,-119.422,18.8322,160.539
19,1.40582,324812,0,-288.765,-10.1247,288.942,0.532876,146.616,-212.203,26.239,259.258,-0.0112112,-0.0386735,1.103,1.10373,120355,0.348843,298.25,104.326,-150.913,18.6871,184.412
20,1.19303,260118,0,-288.765,-10.163,288.943,0.396161,-134.068,-89.4661,11.244,161.57,-0.0182153,-0.0388198,1.103,1.10383,99666.2,-0.0304069,290.999,-112.386,-74.9607,9.38943,135.417
21,1.21298,266793,0,-288.765,-10.4068,288.952,0.502355,-172.623,-112.397,10.585,206.261,-0.0176395,-0.039751,1.103,1.10386,99672,-0.0303014,286.177,-142.422,-92.4877,8.64656,170.038
22,1.06764,222501,0,-288.765,-9.8469,288.933,0.312498,-108.601,-28.4395,4.85397,112.368,-0.018762,-0.0376124,1.103,1.1038,86631.2,-0.269351,282.654,-101.719,-26.6271,4.50081,105.243
23,1.08539,215877,0,-288.765,1.03139,288.767,0.146947,48.2908,14.7394,16.1137,52.9991,0.000931343,0.00393963,1.103,1.10301,85831.6,-0.28401,275.481,44.4917,13.5806,14.8423,48.8286
24,1.05521,210855,0,-288.765,3.78143,288.789,0.14578,48.9891,11.6271,-9.44496,51.2282,-0.0175703,0.014444,1.103,1.10323,83842.8,-0.320466,276.796,46.4262,11.0179,-8.95478,48.5487
25,1.03679,205026,0,-288.765,1.75323,288.77,0.139401,42.785,20.4335,-6.47467,47.854,-0.0186879,0.00669683,1.103,1.10318,81566.5,-0.362194,274.064,41.2668,19.7066,-6.25005,46.1558
26,1.07319,216529,0,-288.765,5.94134,288.826,0.15504,54.2549,2.83731,-12.0437,55.648,-0.0162164,0.0226942,1.103,1.10335,86032.4,-0.280329,279.263,50.5546,2.64433,-11.2215,51.8525
27,1.088,220950,0,-288.765,8.19761,288.881,0.16662,59.0865,-2.67631,-14.0389,60.7904,-0.0146525,0.0313126,1.103,1.10354,87698.1,-0.249796,280.797,54.3073,-2.46115,-12.9059,55.874
28,1.10856,226987,0,-288.765,10.5077,288.956,0.176666,62.8889,-11.3005,-16.3026,65.9431,-0.0129191,0.0401364,1.103,1.10381,90007.7,-0.207457,282.846,56.73,-10.1961,-14.711,59.4867
29,1.12432,231631,0,-288.765,12.8247,289.049,0.185943,65.9425,-18.7052,-16.7944,70.5716,-0.0110672,0.0489868,1.103,1.10414,91763.8,-0.175267,284.323,58.6503,-16.6439,-14.9503,62.7725
30,1.13637,235387,0,-288.765,15.1012,289.159,0.194929,68.5602,-24.3469,-18.0869,74.9694,-0.00915302,0.0576824,1.103,1.10455,93163.2,-0.149614,285.6,60.3322,-21.4321,-15.9268,65.977
31,1.14584,239153,0,-288.765,17.2929,289.282,0.204087,69.946,-32.4603,-19.0903,79.439,-0.00723267,0.066054,1.103,1.105,94558.1,-0.124044,287.48,61.0434,-28.3318,-16.6648,69.3304
32,1.16136,242997,0,-288.765,19.3618,289.413,0.209685,72.3994,-36.0082,-17.7503,82.7849,-0.00535696,0.0739568,1.103,1.10549,96016.7,-0.0973072,288.014,62.3392,-31.0161,-15.2966,71.2893
33,0.969268,187417,0,-288.765,-0.116957,288.765,0.17167,35.3841,41.122,-4.24527,54.4158,-0.0195589,-0.000446744,1.103,1.10317,74353.1,-0.494422,267.221,36.5074,42.4483,-4.36169,56.1576
34,0.879193,164701,0,-288.765,-1.81253,288.77,0.24887,26.7907,64.8409,1.31532,70.1699,-0.0201876,-0.00692334,1.103,1.10321,64756.2,-0.670343,256.558,30.4757,73.8105,1.5091,79.8689
35,1.21164,258824,0,-288.765,25.9727,289.93,0.238292,76.1433,-61.8015,-13.7922,99.0326,0.00100981,0.0992083,1.103,1.10745,101909,0.0107094,293.001,62.8409,-51.0188,-11.3842,81.7404
36,1.18837,252973,0,-288.765,24.5897,289.81,0.231171,74.643,-55.581,-14.0782,94.1224,-0.000368313,0.0939256,1.103,1.10699,99697,-0.0298428,292.255,62.8115,-46.7709,-11.8467,79.2032
37,1.21715,261612,0,-288.765,27.1797,290.041,0.246767,75.6774,-69.6283,-9.86674,103.308,0.00223306,0.103819,1.103,1.10788,102890,0.028692,294.484,62.1761,-57.2061,-8.10646,84.8771
38,1.23044,266290,0,-288.765,28.2215,290.141,0.257521,75.4985,-78.1661,-11.3618,109.266,0.00330486,0.107798,1.103,1.10826,104574,0.0595545,296.068,61.3576,-63.5342,-9.23173,88.8064
39,1.24908,271037,0,-288.765,29.1123,290.229,0.261884,76.8179,-82.1489,-10.0671,112.919,0.00423339,0.111201,1.103,1.1086,106372,0.0925111,296.666,61.5003,-65.7642,-8.06171,90.4003
40,1.25438,275280,0,-288.765,29.8678,290.305,0.277523,74.5873,-94.6334,-7.08637,120.702,0.00502995,0.114087,1.103,1.1089,107786,0.118444,299.34,59.4618,-75.4405,-5.64993,96.2231
41,1.24149,279414,0,-288.765,30.5042,290.371,0.315307,67.4063,-119.07,-7.85476,137.051,0.00570759,0.116517,1.103,1.10915,108738,0.135889,305.124,54.2956,-95.9022,-6.33762,110.388
42,1.37696,305151,0,-288.765,31.0371,290.428,0.30077,78.6773,-120.296,-9.1145,144.029,0.0062799,0.118553,1.103,1.10937,119044,0.324813,301.174,57.1371,-87.3709,-6.61399,104.604
43,1.27205,298581,0,-288.765,31.4812,290.476,0.408514,54.7043,-175.774,4.6207,184.147,0.00676033,0.120249,1.103,1.10956,114100,0.234179,312.475,43.0056,-138.177,3.63208,144.761
44,1.46831,339186,0,-288.765,31.8499,290.516,0.420058,62.3026,-206.802,14.7617,216.487,0.00716152,0.121658,1.103,1.10971,129287,0.51258,306.74,42.4241,-140.88,10.0396,147.472
45,1.5966,379962,0,-288.765,32.1548,290.549,0.404424,69.6781,-219.44,11.0096,230.5,0.00749516,0.122822,1.103,1.10984,145329,0.806641,317.095,43.6416,-137.442,6.8964,144.369
46,1.12256,225983,0,-288.765,7.51732,288.863,0.0901888,30.4063,4.44135,14.3467,33.9131,0.00383754,0.028714,1.103,1.10338,90187.8,-0.204156,279.878,27.0867,3.95695,12.779,30.2101
47,1.13284,229048,0,-288.765,9.86298,288.933,0.0767296,25.9138,-0.035181,13.4563,29.1993,0.00460354,0.0376738,1.103,1.10365,91468.4,-0.180681,281.276,22.8751,-0.0307172,11.8768,25.7745
48,1.11018,222582,0,-288.765,5.23561,288.812,0.106342,35.4698,7.39123,15.6355,39.4614,0.00296521,0.0199985,1.103,1.10319,88751.7,-0.230482,278.493,31.9496,6.65789,14.0818,35.5444
49,1.09948,219681,0,-288.765,3.06167,288.781,0.12473,41.5121,11.1201,15.5818,45.7133,0.00199248,0.0116947,1.103,1.10306,87490.9,-0.253593,277.208,37.7562,10.1146,14.1695,41.5765
50,1.18419,250142,0,-288.765,23.0247,289.681,0.223315,74.7532,-47.9996,-15.9635,90.2598,-0.00189813,0.0879479,1.103,1.1065,98678.4,-0.0485143,290.291,63.1239,-40.5477,-13.4882,76.2277
51,1.17114,246484,0,-288.765,21.2789,289.548,0.217359,73.3373,-43.0213,-17.4154,86.7899,-0.00356813,0.0812793,1.103,1.106,97306.4,-0.0736657,289.443,62.6203,-36.7384,-14.8743,74.1097
52,0.832451,153631,0,-288.765,-5.81623,288.823,0.253648,-3.47547,66.8968,5.58011,67.219,-0.0208181,-0.0222164,1.103,1.10342,60365,-0.750838,252.611,-4.17491,80.3638,6.6945,80.7502
53,0.839119,155374,0,-288.765,-6.81097,288.845,0.249324,-15.5063,64.679,5.25508,66.719,-0.0207004,-0.026016,1.103,1.1035,61085.8,-0.737625,253.599,-18.4793,77.0795,6.26224,79.5107
54,1.44518,328999,0,-288.765,31.8274,290.513,0.339142,0.414607,-169.755,29.159,172.241,0.00777194,0.121572,1.103,1.10971,127494,0.479696,307.325,0.286874,-117.465,20.1786,119.186
55,1.30446,298551,0,-288.765,31.4441,290.472,0.320629,0.730516,-145.391,25.5518,147.621,0.00776944,0.120108,1.103,1.10955,116079,0.270453,309.993,0.560004,-111.455,19.5903,113.165
56,1.40142,301100,0,-288.765,30.9825,290.422,0.157875,1.59397,-71.9615,25.8238,76.4713,0.00776363,0.118344,1.103,1.10936,119605,0.335093,297.312,1.1374,-51.349,18.427,54.5671
57,1.25668,271028,0,-288.765,30.4289,290.364,0.177783,1.97531,-73.5889,23.5809,77.2999,0.00775265,0.11623,1.103,1.10913,107459,0.112448,297.887,1.57185,-58.5585,18.7646,61.5116
58,1.29644,276509,0,-288.765,29.7683,290.295,0.154043,2.85212,-64.7468,23.0224,68.7773,0.00773401,0.113707,1.103,1.10887,109873,0.1567,295.236,2.19996,-49.9419,17.7579,53.0506
59,1.27305,270205,0,-288.765,28.9846,290.216,0.134005,3.74264,-54.525,21.3073,58.6599,0.00770425,0.110713,1.103,1.10857,107541,0.113948,294.279,2.93991,-42.83,16.7381,46.0784
60,1.24744,263661,0,-288.765,28.0613,290.125,0.128488,4.65778,-50.7213,20.7563,55.0016,0.0076589,0.107186,1.103,1.10822,104979,0.0669862,293.167,3.73389,-40.6602,16.6408,44.0921
61,1.24512,261185,0,-288.765,26.9825,290.023,0.107004,5.91897,-40.5791,19.8891,45.5772,0.00759223,0.103065,1.103,1.10783,104140,0.0516071,291.365,4.75375,-32.5899,15.9745,36.6045
62,1.22425,255607,0,-288.765,25.734,289.909,0.0939575,7.18471,-34.9377,16.4144,39.2645,0.00749727,0.0982966,1.103,1.1074,101990,0.0121993,290.214,5.86866,-28.5378,13.4089,32.0725
63,1.20568,250638,0,-288.765,24.3051,289.786,0.084296,8.57525,-29.5299,15.9134,34.6235,0.00736582,0.0928386,1.103,1.10692,100056,-0.0232626,289.095,7.11238,-24.4922,13.1989,28.717
64,1.20253,248550,0,-288.765,22.6904,289.655,0.0718654,10.3023,-23.0907,14.9356,29.3665,0.00718865,0.0866709,1.103,1.10642,99276.5,-0.0375502,287.594,8.56713,-19.2017,12.4206,24.4207
65,0.939322,184424,0,-288.765,-9.44994,288.919,0.284905,-84.4678,22.6289,5.49487,87.6189,-0.0192709,-0.0360961,1.103,1.10376,72129.8,-0.535178,267.496,-89.9232,24.0936,5.82196,93.2769
66,0.907732,174780,0,-288.765,-8.96135,288.904,0.249685,-62.9519,37.9281,4.87182,73.6561,-0.0197328,-0.0342298,1.103,1.10371,68712.6,-0.597818,263.685,-69.3508,41.7942,5.32818,81.146
67,0.877479,166576,0,-288.765,-8.36834,288.886,0.212803,-43.4646,41.7895,2.44936,60.3451,-0.0201361,-0.0319647,1.103,1.10365,65795.7,-0.651288,261.206,-49.5325,47.6236,2.77133,68.7689
68,1.1859,244412,0,-288.765,20.8917,289.52,0.0675761,12.0045,-19.8186,14.2423,27.1979,0.00695578,0.0798004,1.103,1.1059,97639.9,-0.067552,286.82,10.1227,-16.7118,12.0097,22.9344
69,1.1771,241568,0,-288.765,18.9198,289.384,0.060836,14.0956,-14.6573,13.214,24.2514,0.00665686,0.0722684,1.103,1.10539,96527.1,-0.0879503,285.671,11.9748,-12.452,11.2256,20.6025
70,1.16904,239138,0,-288.765,16.7957,289.253,0.0611383,16.4047,-11.5157,13.5098,24.1711,0.00628154,0.0641548,1.103,1.10488,95555.3,-0.105764,284.746,14.0327,-9.85068,11.557,20.6765
71,1.15469,235436,0,-288.765,14.5503,289.131,0.0626787,18.992,-8.42639,12.8409,24.4252,0.00581988,0.0555782,1.103,1.10441,94070.8,-0.132976,283.806,16.4477,-7.29761,11.1202,21.1528
72,1.14526,232361,0,-288.765,12.2239,289.023,0.0677101,22.2548,-3.21953,13.2504,26.1001,0.00526293,0.0466918,1.103,1.104,92825.1,-0.155812,282.353,19.4321,-2.81113,11.5695,22.7895
73,0.869853,163202,0,-288.765,-7.65661,288.866,0.224813,-29.1814,55.5178,3.20321,62.8016,-0.0204652,-0.0292461,1.103,1.10358,64369.4,-0.677434,257.789,-33.5478,63.8253,3.68983,72.1993
74,1.50494,371852,0,-288.765,-10.7035,288.963,0.714783,-142.765,-345.198,21.4323,374.169,-0.0164606,-0.0408845,1.103,1.10388,130126,0.527951,301.212,-94.8766,-229.372,14.2496,248.628
75,1.45826,350053,0,-288.765,-10.5849,288.959,0.606835,-171.285,-256.661,13.1688,308.847,-0.0170473,-0.0404312,1.103,1.10387,126931,0.469392,303.223,-117.466,-175.994,9.01569,211.786
76,0.833311,153312,0,-288.765,-4.65839,288.802,0.275049,7.40193,72.1102,6.22591,72.756,-0.020791,-0.0177937,1.103,1.10334,60052.8,-0.756561,251.037,8.88298,86.5553,7.45567,87.3288
77,0.840163,155119,0,-288.765,-3.32613,288.784,0.270383,17.2998,70.0677,3.4663,72.255,-0.0205903,-0.0127049,1.103,1.10327,60802.7,-0.742815,252.088,20.5927,83.4414,4.12797,86.044
