Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
27,1.22843,257364,0,-270.439,25.734,271.66,0.0920063,6.7308,-36.7875,9.75697,38.65,0.00810815,0.0982966,1.033,1.0377,102701,0.0252222,291.242,5.47921,-29.9574,7.94449,31.4735
28,1.41519,336497,0,-270.439,-10.3891,270.638,0.551225,144.022,-231.916,2.91406,273.013,-0.0114586,-0.0396835,1.033,1.03383,124029,0.416179,305.269,101.945,-163.62,2.01046,192.791
29,1.37498,321007,0,-270.439,-10.1247,270.628,0.485225,140.28,-186.678,5.42908,233.574,-0.0106003,-0.0386735,1.033,1.03378,120463,0.35082,305.186,102.04,-135.769,3.97921,169.886
30,1.43335,322707,0,-270.439,31.8274,272.305,0.298107,0.546502,-149.206,12.5411,149.734,0.00838282,0.121572,1.033,1.04016,125949,0.451377,306.104,0.381479,-104.112,8.72197,104.477
31,1.58583,367772,0,-270.439,32.1446,272.342,0.302492,0.271884,-169.972,14.6852,170.605,0.00838321,0.122784,1.033,1.04031,143434,0.771891,315.083,0.171251,-107.231,9.28296,107.633
32,1.25979,285958,0,-270.439,31.4441,272.261,0.323252,0.721639,-142.059,15.5045,142.905,0.00838032,0.120108,1.033,1.03999,111133,0.179785,307.318,0.5732,-112.902,12.2443,113.565
33,1.38725,299248,0,-270.439,30.9825,272.208,0.173987,1.52091,-82.4175,13.916,83.5979,0.00837451,0.118344,1.033,1.03979,118682,0.318168,298.021,1.09661,-59.3732,10.0287,60.2242
34,1.26872,275666,0,-270.439,30.4289,272.145,0.201152,1.84973,-87.3039,13.8076,88.4084,0.00836353,0.11623,1.033,1.03955,109030,0.141245,299.374,1.45815,-68.844,10.8577,69.7102
35,1.26651,271061,0,-270.439,29.7683,272.072,0.153875,2.6508,-66.1498,11.7531,67.238,0.00834489,0.113707,1.033,1.03927,107710,0.117051,296.26,2.09309,-52.2277,9.28385,53.0877
36,1.17862,247848,0,-270.439,21.2789,271.275,0.198158,69.5376,-38.0655,8.11521,79.6889,-0.00295725,0.0812793,1.033,1.0362,98061.1,-0.059831,289.838,58.9984,-32.2947,6.88817,67.6107
37,1.16549,243696,0,-270.439,19.3618,271.131,0.190509,68.5785,-30.8122,7.64619,75.5703,-0.00474608,0.0739568,1.033,1.03565,96497.7,-0.0884884,288.43,58.8402,-26.4353,6.56326,64.8388
38,1.18873,260847,0,-270.439,-10.163,270.63,0.368869,-123.242,-86.8519,-0.739287,150.773,-0.0176044,-0.0388198,1.033,1.03388,100510,-0.0149395,294.545,-103.674,-73.0658,-0.621301,126.836
39,1.09597,229173,0,-270.439,-9.8469,270.618,0.293426,-106.061,-22.9525,0.0355013,108.516,-0.0181511,-0.0376124,1.033,1.03384,89512.9,-0.216528,284.479,-96.7925,-20.9126,0.0114528,99.0259
40,1.564,390036,0,-270.439,-10.8079,270.655,0.79394,-40.0822,-425.723,5.58794,427.642,-0.0143152,-0.041283,1.033,1.03392,132626,0.57378,295.368,-25.6231,-272.216,3.56912,273.443
41,1.60478,408202,0,-270.439,-10.7821,270.654,0.762918,21.1471,-427.937,4.89196,428.488,-0.0137145,-0.0411845,1.033,1.03391,140379,0.715901,304.803,13.3371,-266.553,3.00761,266.903
42,1.57566,390053,0,-270.439,-10.8021,270.654,0.778558,-73.4237,-415.912,4.16157,422.363,-0.014814,-0.0412612,1.033,1.03393,133373,0.587475,294.938,-46.6484,-263.9,2.65518,268.004
43,1.5355,383417,0,-270.439,-10.7104,270.651,0.71047,81.5021,-372.077,5.07221,380.933,-0.0130255,-0.0409106,1.033,1.03389,134375,0.605831,304.891,52.9869,-242.35,3.29823,248.097
44,1.50098,374330,0,-270.439,-10.5819,270.646,0.642308,103.136,-325.05,1.77404,341.024,-0.0122688,-0.0404199,1.033,1.03386,134231,0.603194,311.57,68.7183,-216.541,1.17318,227.187
45,1.50098,304943,0,-270.439,32.4064,272.373,0.884836,-13.3827,-404.049,32.9124,405.608,0.00838244,0.123784,1.033,1.04042,100042,-0.0235139,232.192,-8.88265,-269.178,21.9035,270.213
46,1.19227,246720,0,-270.439,20.8917,271.245,0.0613801,11.2953,-20.3191,8.88673,24.8882,0.00756666,0.0798004,1.033,1.03611,98584,-0.0502459,288.047,9.47359,-17.0425,7.45234,20.8742
47,1.20352,250182,0,-270.439,22.6904,271.389,0.0711709,9.57697,-25.9006,9.46838,29.1926,0.00779953,0.0866709,1.033,1.03666,99931,-0.0255533,289.252,7.95755,-21.522,7.86864,24.2577
48,1.18133,243552,0,-270.439,18.9198,271.1,0.0549693,13.2236,-15.4241,8.56192,22.047,0.00726774,0.0722684,1.033,1.03555,97338.3,-0.0730797,287.041,11.1937,-13.0559,7.24717,18.6622
49,1.17,240232,0,-270.439,16.7957,270.96,0.0510813,15.4508,-10.3334,8.03021,20.2482,0.00689242,0.0641548,1.033,1.03501,96022.6,-0.0971977,285.904,13.2057,-8.83145,6.86267,17.3056
50,1.1572,236706,0,-270.439,14.5503,270.83,0.051819,18.0066,-5.65911,7.41281,20.2784,0.00643076,0.0555782,1.033,1.03451,94611.1,-0.123072,284.817,15.5604,-4.88981,6.40531,17.5232
51,1.14579,233369,0,-270.439,12.2239,270.715,0.0576798,21.0853,-0.370451,7.20798,22.2864,0.00587381,0.0466918,1.033,1.03407,93260.6,-0.147828,283.546,18.4023,-0.322856,6.29017,19.4503
52,1.13416,230176,0,-270.439,9.86298,270.619,0.0678465,24.6757,4.01704,6.79522,25.9075,0.00521442,0.0376738,1.033,1.0337,91951.8,-0.17182,282.435,21.7567,3.5421,5.99089,22.8428
53,1.12057,226594,0,-270.439,7.51732,270.543,0.0817067,28.888,8.42075,6.37735,30.7586,0.00444843,0.028714,1.033,1.03341,90468.4,-0.199012,281.248,25.7797,7.51483,5.69087,27.449
54,1.11099,223948,0,-270.439,5.23561,270.489,0.0978046,33.8907,12.1497,5.65486,36.4441,0.00357609,0.0199985,1.033,1.0332,89339.8,-0.2197,280.133,30.5051,10.936,5.09062,32.8036
55,1.09887,220960,0,-270.439,3.06167,270.456,0.116133,39.5409,15.1778,5.51204,42.7111,0.00260336,0.0116947,1.033,1.03307,88051.3,-0.24332,279.139,35.9834,13.8122,5.01632,38.8683
56,1.09277,219538,0,-270.439,1.03139,270.441,0.134637,46.0208,16.6056,5.13999,49.1943,0.00154222,0.00393963,1.033,1.03301,87371.8,-0.255776,278.53,42.1145,15.1962,4.70533,45.0188
57,1.09015,219086,0,-270.439,-0.829196,270.44,0.15377,53.2952,16.6856,4.29133,56.0108,0.00041041,-0.0031673,1.033,1.033,87058.1,-0.261526,278.196,48.8889,15.3067,3.93994,51.3804
58,1.6085,372358,0,-270.439,32.1548,272.344,0.371075,68.0031,-199.25,11.5526,210.852,0.00810604,0.122822,1.033,1.04031,143414,0.771533,310.6,42.2728,-123.877,7.1761,131.088
59,1.05767,212216,0,-270.439,5.94134,270.504,0.155951,52.182,15.7173,7.84508,55.0594,-0.0156055,0.0226942,1.033,1.03337,84312.1,-0.311864,277.698,49.3359,14.8654,7.42185,52.0586
60,1.03167,205003,0,-270.439,3.78143,270.465,0.157556,46.9722,25.2722,8.36716,53.9915,-0.0169594,0.014444,1.033,1.03324,81434.9,-0.364605,274.984,45.5296,24.5044,8.11648,52.3382
61,1.07996,218675,0,-270.439,8.19761,270.563,0.158161,56.3661,6.05342,8.03087,57.2563,-0.0140416,0.0313126,1.033,1.03357,86861.5,-0.265131,280.193,52.1919,5.61412,7.44519,53.0184
62,1.10092,224348,0,-270.439,10.5077,270.643,0.163877,60.1731,-1.28047,7.7168,60.6794,-0.0123082,0.0401364,1.033,1.03385,89069.5,-0.224655,281.844,54.6563,-1.15801,7.01417,55.1167
63,1.11674,229270,0,-270.439,12.8247,270.743,0.169997,62.9386,-9.04362,7.99546,64.0857,-0.0104563,0.0489868,1.033,1.03421,90971.7,-0.189786,283.784,56.3586,-8.09605,7.16249,57.3858
64,1.13553,234684,0,-270.439,15.1012,270.86,0.176528,65.1861,-17.3277,7.55475,67.8716,-0.00854214,0.0576824,1.033,1.03464,93061.7,-0.151474,285.499,57.405,-15.2576,6.6561,59.7699
65,1.1476,238728,0,-270.439,17.2929,270.991,0.183579,66.8264,-24.3128,7.85959,71.5448,-0.00662179,0.066054,1.033,1.03513,94598.4,-0.123306,287.162,58.2309,-21.1839,6.85132,62.3421
66,0.979962,196465,0,-270.439,-9.44994,270.604,0.263185,-82.3958,21.8424,-0.597108,85.2438,-0.01866,-0.0360961,1.033,1.0338,77092.3,-0.444209,273.979,-84.1056,22.3464,-0.673398,87.0262
67,0.950786,188769,0,-270.439,-8.96135,270.587,0.209946,-59.7874,27.9306,2.77095,66.0479,-0.0191219,-0.0342298,1.033,1.03374,74588.2,-0.490113,273.2,-62.9004,29.4206,2.8953,69.5012
68,0.911057,176281,0,-270.439,-8.36834,270.568,0.21435,-43.1659,46.9969,-1.71219,63.8352,-0.0195252,-0.0319647,1.033,1.03368,69616.4,-0.581249,266.184,-47.3805,51.5818,-1.87359,70.0651
69,0.867917,164707,0,-270.439,-7.65661,270.547,0.239263,-28.1209,60.9647,1.59769,67.1568,-0.0198543,-0.0292461,1.033,1.0336,64843.4,-0.668745,260.247,-32.4014,70.2374,1.83591,77.3726
70,0.851407,160332,0,-270.439,-6.81097,270.525,0.247151,-14.9367,66.0658,1.25891,67.745,-0.0200895,-0.026016,1.033,1.03352,63051.3,-0.701594,257.981,-17.5435,77.5963,1.47875,79.5685
71,0.859818,161265,0,-270.439,-5.81623,270.501,0.256788,-3.40599,70.7007,2.53289,70.828,-0.0202072,-0.0222164,1.033,1.03344,63332.7,-0.696436,256.608,-3.9617,82.3144,2.93109,82.4618
72,0.855572,160034,0,-270.439,-4.65839,270.479,0.271465,7.24799,73.9457,3.45024,74.3801,-0.0201801,-0.0177937,1.033,1.03335,62718,-0.707705,255.381,8.47178,86.4616,4.02424,86.9688
73,0.854418,159536,0,-270.439,-3.32613,270.459,0.283549,16.9442,75.4377,4.86276,77.47,-0.0199794,-0.0127049,1.033,1.03327,62409.7,-0.713357,254.457,19.8311,88.2912,5.69136,90.6697
74,0.88579,167128,0,-270.439,-1.81253,270.445,0.261953,25.9578,69.7781,5.95758,74.688,-0.0195768,-0.00692334,1.033,1.03321,65591.5,-0.655032,257.941,29.3067,78.7832,6.72249,84.326
75,0.948308,182515,0,-270.439,-0.116957,270.439,0.210048,34.1793,54.6221,8.32034,64.9694,-0.0189481,-0.000446744,1.033,1.03317,72115.2,-0.535444,264.91,36.0436,57.6025,8.77037,68.5135
76,1.00091,196481,0,-270.439,1.75323,270.444,0.168518,40.9626,36.5223,9.41318,55.6814,-0.018077,0.00669683,1.033,1.03318,77972.2,-0.428081,271.385,40.9246,36.4935,9.41014,55.6341
77,1.21368,253211,0,-270.439,24.3051,271.529,0.0813035,8.05722,-31.1653,9.90471,33.6793,0.00797671,0.0928386,1.033,1.03719,101097,-0.0041768,290.18,6.63831,-25.6815,8.15842,27.7519
