"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633192551994360e-05, 4.849290635381042e-01, -1.138976017328237e+00, -1.295085236993880e-01, 3.102255601001349e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.077780142845740e+00
1, 9.990000128750000e-01, -1.454406184923616e-04, 1.174235242029979e-02, -1.567187290897217e-01, -9.736123823709816e-02, 2.312599133808104e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.202614431270964e+00
2, 9.977599978450000e-01, -3.271597077893920e-04, -1.017958829683957e-02, -8.051723926926146e-02, -1.304561841157202e-01, 1.180620685294411e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.997725067110012e-02
3, 9.960200190539999e-01, -5.880509054741896e-04, -3.794095899897810e-02, -2.499159121433405e-02, -1.266193279607933e-01, 7.823106872524679e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.453216807863600e-02
4, 9.937800168990000e-01, -9.403215026928098e-04, -6.595148376136767e-02, 2.621382157070615e-02, -1.341909846911962e-01, -1.045550629568563e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.152233252884169e-02
5, 9.910500049590000e-01, -1.403399641146777e-03, -7.883266941603394e-02, 5.136109165447428e-02, -1.461691377626592e-01, -1.519104680869018e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.434926650615829e-02
6, 9.878399968150000e-01, -2.003093828390375e-03, -8.320121438591041e-02, 6.324287555978911e-02, -1.623987882785389e-01, -1.733800809047991e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.547386582243132e-02
7, 9.841300249100000e-01, -2.770688291058856e-03, -7.797105509154109e-02, 6.081708664569861e-02, -1.817844492534856e-01, -1.673389393890468e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.897812094205835e-02
8, 9.799500107769999e-01, -3.715859691349400e-03, -6.230784063970752e-02, 4.327796616636182e-02, -2.016382188961253e-01, -1.329819585098302e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.337141416790259e-02
9, 9.752799868580000e-01, -4.836301220365391e-03, -3.679533045411183e-02, 1.160757545535684e-02, -2.183162387768141e-01, -7.214992712491650e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.781298633692545e-02
10, 9.701499938960000e-01, -6.091060421970907e-03, -3.936901956295062e-03, -3.052618001910727e-02, -2.280567013985682e-01, 8.699280556534576e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.249747117794387e-02
11, 9.645400047300000e-01, -7.430254877700583e-03, 3.167611813229095e-02, -7.680264762613821e-02, -2.281436856479248e-01, 9.773823523377998e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.323711087489010e-03
12, 9.584699869160000e-01, -8.788871314731680e-03, 6.359750999406695e-02, -1.188110356500250e-01, -2.181484448684268e-01, 1.785797824638698e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.153843739708445e-03
13, 9.519400000570000e-01, -1.011953739359490e-02, 8.589156901325776e-02, -1.489041982317799e-01, -2.009068081038105e-01, 2.351581140619441e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.721906279395116e-03
14, 9.449599981310000e-01, -1.139831937984752e-02, 9.584918751558268e-02, -1.634633754699256e-01, -1.813677888094513e-01, 2.599683770740268e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.963181897207510e-03
15, 9.375399947170000e-01, -1.262914200968472e-02, 9.553496130322270e-02, -1.647129186538447e-01, -1.642728282068648e-01, 2.579999372336487e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.977001444749488e-03
16, 9.296900033950000e-01, -1.383568316487456e-02, 9.014810150742915e-02, -1.588191105434790e-01, -1.522878219731362e-01, 2.425435442221241e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.025111803840525e-03
17, 9.214000105860000e-01, -1.505148410677486e-02, 8.454384458264620e-02, -1.518847619057844e-01, -1.454687382745255e-01, 2.267843918709802e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.980780447955337e-03
18, 9.126999974250000e-01, -1.629990808968641e-02, 8.184284705740298e-02, -1.479411458138899e-01, -1.426299174606412e-01, 2.184155478029488e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.323539899156616e-03
19, 9.035800099370001e-01, -1.759973353187712e-02, 8.272458914627455e-02, -1.480933831870028e-01, -1.419931450899162e-01, 2.197254593330136e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.571254751692274e-03
20, 8.940600156780000e-01, -1.895420179870470e-02, 8.689809504549185e-02, -1.521519108474077e-01, -1.421775661673224e-01, 2.295299584256043e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.793433850603567e-03
21, 8.841500282290000e-01, -2.035957052879699e-02, 9.340234560599381e-02, -1.590316388271220e-01, -1.422668362397078e-01, 2.454931372498769e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.134988058219760e-03
22, 8.738499879840000e-01, -2.180910543430300e-02, 1.012023587692026e-01, -1.675288480331515e-01, -1.417885097973379e-01, 2.649436068845766e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.670377842859928e-03
23, 8.631799817090000e-01, -2.329221322589389e-02, 1.096294017694606e-01, -1.768036314089774e-01, -1.407458441874431e-01, 2.858650089966845e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.309292817624860e-03
24, 8.521599769590000e-01, -2.479941512380759e-02, 1.180965955754800e-01, -1.861638652486244e-01, -1.391725068102801e-01, 3.070760103881755e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.115183449298628e-03
25, 8.407700061800000e-01, -2.632837949520534e-02, 1.265195680215332e-01, -1.954616077723574e-01, -1.373122964477737e-01, 3.279863313557925e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.963917330261737e-03
26, 8.290500044819999e-01, -2.787021598333102e-02, 1.347855490148619e-01, -2.045696583873863e-01, -1.352443845742121e-01, 3.486875851725362e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.868575874461865e-03
27, 8.170099854470000e-01, -2.942117828972242e-02, 1.430335251832764e-01, -2.136277600493226e-01, -1.330783226129315e-01, 3.692996678263433e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.758696754539416e-03
28, 8.046399950980000e-01, -3.098043989985257e-02, 1.513794310995906e-01, -2.227591516750208e-01, -1.308449932317331e-01, 3.901533433570183e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.584204695615065e-03
29, 7.919700145720000e-01, -3.254208650530539e-02, 1.598887301081158e-01, -2.320609576226927e-01, -1.285092467898947e-01, 4.115184733158479e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.365852880132524e-03
30, 7.790099978450000e-01, -3.410258136868621e-02, 1.686845080093351e-01, -2.416468260103796e-01, -1.260974337653037e-01, 4.334603696875548e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.138825728367367e-03
31, 7.657799720760000e-01, -3.565691965670497e-02, 1.776983214940791e-01, -2.514595344021875e-01, -1.235328400396911e-01, 4.560715165925067e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.045302817635732e-03
32, 7.522799968720000e-01, -3.720220959049202e-02, 1.869485424209811e-01, -2.615077604346223e-01, -1.208225106960237e-01, 4.792287720456191e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.050994027282531e-03
33, 7.385200262070000e-01, -3.873417344112527e-02, 1.963072915477357e-01, -2.716581714328343e-01, -1.179049198734171e-01, 5.028296928162442e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.084749951780600e-03
34, 7.245299816130000e-01, -4.024632677589922e-02, 2.057619501917897e-01, -2.818846626021070e-01, -1.147931614104642e-01, 5.266120108161299e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.047771057698627e-03
35, 7.103199958800001e-01, -4.173450856991877e-02, 2.152131384994973e-01, -2.920805859420874e-01, -1.114537149218823e-01, 5.504576710242568e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.653668001857763e-04
36, 6.958900094030001e-01, -4.319567900979453e-02, 2.246893141345725e-01, -3.022708182615892e-01, -1.079222139230550e-01, 5.743017632503315e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.075550367970926e-04
37, 6.812700033190000e-01, -4.462394088188092e-02, 2.341532516517112e-01, -3.124207706898855e-01, -1.041797729321031e-01, 5.981538447401157e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.448443019402842e-04
38, 6.664699912070000e-01, -4.601574503663058e-02, 2.435848431237770e-01, -3.225034627246799e-01, -1.002639934704189e-01, 6.218768393908679e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.331321487644953e-04
39, 6.514999866490000e-01, -4.736780016636943e-02, 2.528646132968382e-01, -3.323912583420106e-01, -9.616176192711914e-02, 6.452663527807657e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.918869311675476e-04
40, 6.363800168040000e-01, -4.867624918413012e-02, 2.619578137736662e-01, -3.420486207860075e-01, -9.191108054051494e-02, 6.681462321988967e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.635638816298255e-04
41, 6.211299896240000e-01, -4.993769384749128e-02, 2.707796070849489e-01, -3.513874208940438e-01, -8.750575195836052e-02, 6.903957742110875e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.429012254604602e-04
42, 6.057599782940000e-01, -5.114994616543568e-02, 2.793323799693151e-01, -3.604080598541913e-01, -8.298953934336578e-02, 7.119185386456782e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.456755836944559e-04
43, 5.902799963950000e-01, -5.231111831905059e-02, 2.875598323768869e-01, -3.690551709869174e-01, -7.835577604086512e-02, 7.326755984542296e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.143165951027090e-04
44, 5.747100114820000e-01, -5.341891196250523e-02, 2.954990567320370e-01, -3.773708522202852e-01, -7.364900711410365e-02, 7.526618080510887e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.757359059862243e-04
45, 5.590599775310000e-01, -5.447209061876831e-02, 3.031171555650407e-01, -3.853163194306319e-01, -6.886341764810414e-02, 7.718845649984951e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.489283979319402e-04
46, 5.433599948880000e-01, -5.546839806185518e-02, 3.104633513164280e-01, -3.929571598213615e-01, -6.403515689335439e-02, 7.904031817302273e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.246378428598976e-05
47, 5.276100039480000e-01, -5.640780773651622e-02, 3.175388817832807e-01, -4.002893269626686e-01, -5.915118411975740e-02, 8.082759766250439e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.445053904122431e-04
