"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633214858529130e-05, 1.321346776151699e+00, 6.929558672151440e-01, 1.007949857873176e-01, 3.779235806434938e+00
1, 9.990000128750000e-01, -1.454547003937476e-04, 1.189694070630430e+00, 6.982460200260158e-01, 1.020979506090195e-01, 3.414754823931117e+00
2, 9.977599978450000e-01, -3.273141032555298e-04, 1.181466852018124e+00, 7.500529314308414e-01, 1.116094700004955e-01, 3.401288578233471e+00
3, 9.960200190539999e-01, -5.888841132114306e-04, 1.168850035580760e+00, 7.691366050350823e-01, 1.190457638573486e-01, 3.370212462805501e+00
4, 9.937800168990000e-01, -9.433293452198236e-04, 1.161215052906068e+00, 7.768053149441340e-01, 1.286051427778871e-01, 3.350918185827882e+00
5, 9.910500049590000e-01, -1.411702083170284e-03, 1.155975813340448e+00, 7.839176710962473e-01, 1.423455722932266e-01, 3.338321013176585e+00
6, 9.878399968150000e-01, -2.021931843244685e-03, 1.148585964033826e+00, 7.905249693270970e-01, 1.594574924887811e-01, 3.319922428086703e+00
7, 9.841300249100000e-01, -2.807537394514302e-03, 1.137803749752033e+00, 8.005293519434076e-01, 1.783121575392353e-01, 3.293081048430067e+00
8, 9.799500107769999e-01, -3.779369506179586e-03, 1.122338348221622e+00, 8.153006892736023e-01, 1.959806141728630e-01, 3.254511876149446e+00
9, 9.752799868580000e-01, -4.934894718877017e-03, 1.102268993421855e+00, 8.348636945272335e-01, 2.088192384295781e-01, 3.204402850020977e+00
10, 9.701499938960000e-01, -6.230586483396788e-03, 1.078755789355093e+00, 8.576617585297557e-01, 2.138503307124780e-01, 3.145578816286369e+00
11, 9.645400047300000e-01, -7.612813731910912e-03, 1.054326233609579e+00, 8.806669071615414e-01, 2.097247926826915e-01, 3.084266237515180e+00
12, 9.584699869160000e-01, -9.012100155016526e-03, 1.033075805364458e+00, 9.005694655587824e-01, 1.976184180843272e-01, 3.030844253417752e+00
13, 9.519400000570000e-01, -1.037772314374445e-02, 1.018307241987948e+00, 9.150868479426226e-01, 1.809951463247666e-01, 2.993716358245208e+00
14, 9.449599981310000e-01, -1.168424258880262e-02, 1.010819629249798e+00, 9.236989583342792e-01, 1.641120986781506e-01, 2.974919997238925e+00
