"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          74,      -4.120507025,      -3.355971057,      -3.385018694,      -2.071485005,      -10.28174346
          0,           0,          75,      -4.116167211,       -3.34979135,      -3.378640526,      -2.067177417,      -10.27441356
          0,           0,          76,      -4.111944104,      -3.343604828,      -3.372121098,      -2.062994453,      -10.26727181
          0,           0,          77,      -4.107831955,      -3.337428095,      -3.365476889,      -2.058930468,      -10.26032888
          0,           0,          78,      -4.103822788,      -3.331278017,      -3.358725418,      -2.054977507,      -10.25355632
          0,           0,          79,       -4.09990674,      -3.325171213,      -3.351885252,      -2.051125668,      -10.24695274
          0,           0,          80,      -4.096072297,      -3.319123614,         -3.344976,      -2.047363314,      -10.24053125
          0,           0,          81,       -4.09230667,      -3.313150081,      -3.338018306,      -2.043677475,      -10.23425741
          0,           0,          82,      -4.088596084,      -3.307264068,       -3.33103373,      -2.040054118,      -10.22816798
          0,           0,          83,      -4.084926195,      -3.301477337,       -3.32404457,      -2.036478584,      -10.22221211
          0,           0,          84,       -4.08128246,      -3.295799681,      -3.317073535,      -2.032935953,      -10.21634522
          0,           0,          85,      -4.077650601,      -3.290238734,      -3.310143382,      -2.029411508,      -10.21060828
          0,           0,          86,      -4.074017001,      -3.284799812,      -3.303276455,      -2.025891134,         -10.20499
          0,           0,          87,      -4.070369122,      -3.279485859,      -3.296494234,      -2.022361739,      -10.19948732
          0,           0,          88,      -4.066695844,      -3.274297502,      -3.289816892,      -2.018811595,      -10.19407686
          0,           0,          89,      -4.062987738,      -3.269233209,      -3.283262918,      -2.015230611,       -10.1887659
          0,           0,          90,      -4.059237241,      -3.264289544,      -3.276848827,      -2.011610522,      -10.18345159
          0,           0,          91,      -4.055438729,      -3.259461543,      -3.270588983,      -2.007944959,       -10.1781598
          0,           0,          92,      -4.051588529,      -3.254743148,      -3.264495529,      -2.004229489,      -10.17289175
          0,           0,          93,      -4.047684789,      -3.250127658,       -3.25857842,      -2.000461485,      -10.16763753
          0,           0,          94,      -4.043727371,      -3.245608213,      -3.252845549,      -1.996640044,      -10.16240927
          0,           0,          95,      -4.039717612,      -3.241178212,      -3.247302941,       -1.99276575,       -10.1571833
          0,           0,          96,      -4.035658166,      -3.236831689,      -3.241954985,      -1.988840551,      -10.15193221
          0,           0,          97,      -4.031552766,      -3.232563561,      -3.236804656,      -1.984867516,      -10.14663581
          0,           0,          98,      -4.027406096,      -3.228369802,      -3.231853723,      -1.980850738,      -10.14124653
          0,           0,          99,      -4.023223625,      -3.224247449,      -3.227102919,      -1.976795171,      -10.13576838
          0,           0,         100,      -4.019011511,      -3.220194529,      -3.222552057,      -1.972706548,      -10.13025765
          0,           0,         101,      -4.014776518,      -3.216209841,      -3.218200085,      -1.968591311,      -10.12468197
          0,           0,         102,      -4.010525942,      -3.212292682,      -3.214045087,      -1.964456534,      -10.11906947
          0,           0,         103,      -4.006267555,      -3.208442506,      -3.210084241,      -1.960309882,      -10.11346087
          0,           0,         104,      -4.002009526,      -3.204658554,      -3.206313724,      -1.956159521,      -10.10783027
          0,           0,         105,       -3.99776033,      -3.200939504,      -3.202728614,      -1.952014033,      -10.10209454
          0,           0,         106,      -3.993528637,       -3.19728316,      -3.199322776,      -1.947882299,      -10.09625136
          0,           0,         107,      -3.989323175,      -3.193686219,      -3.196088797,      -1.943773341,      -10.09032886
          0,           0,         108,      -3.985152559,      -3.190144142,      -3.193017924,      -1.939696153,      -10.08438195
          0,           0,         109,      -3.981025122,      -3.186651153,      -3.190100078,      -1.935659505,      -10.07844113
          0,           0,         110,       -3.97694871,      -3.183200364,      -3.187323904,      -1.931671723,      -10.07250065
          0,           0,         111,       -3.97293052,       -3.17978404,      -3.184676914,      -1.927740498,      -10.06658142
          0,           0,         112,      -3.968976915,      -3.176393979,      -3.182145691,      -1.923872685,      -10.06074798
          0,           0,         113,      -3.965093273,      -3.173021985,      -3.179716133,      -1.920074114,      -10.05488429
          0,           0,         114,      -3.961283918,      -3.169660414,      -3.177373817,      -1.916349505,       -10.0489359
          0,           0,         115,       -3.95755201,      -3.166302727,      -3.175104333,      -1.912702322,      -10.04294816
          0,           0,         116,      -3.953899555,      -3.162944034,      -3.172893689,       -1.90913477,      -10.03693352
          0,           0,         117,      -3.950327438,       -3.15958155,      -3.170728718,      -1.905647805,      -10.03098824
          0,           0,         118,      -3.946835468,      -3.156214937,      -3.168597411,      -1.902241156,      -10.02516502
          0,           0,         119,      -3.943422529,      -3.152846496,      -3.166489293,      -1.898913493,      -10.01947948
          0,           0,         120,      -3.940086694,      -3.149481162,      -3.164395636,      -1.895662525,      -10.01393604
          0,           0,         121,      -3.936825393,      -3.146126304,      -3.162309636,      -1.892485191,       -10.0084588
          0,           0,         122,      -3.933635606,      -3.142791328,      -3.160226482,      -1.889377875,      -10.00277569
          0,           0,         123,      -3.930514009,      -3.139487095,      -3.158143287,      -1.886336584,      -9.997157315
          0,           0,         124,      -3.927457157,      -3.136225172,      -3.156058931,      -1.883357174,      -9.991675816
          0,           0,         125,      -3.924461625,      -3.133016986,      -3.153973786,      -1.880435541,      -9.986318058
          0,           0,         126,      -3.921524127,      -3.129872887,      -3.151889333,      -1.877567785,      -9.981115285
          0,           0,         127,      -3.918641608,      -3.126801223,      -3.149807716,      -1.874750357,      -9.976109394
          0,           0,         128,      -3.915811309,       -3.12380746,      -3.147731249,       -1.87198017,      -9.971298913
          0,           0,         129,      -3.913030794,      -3.120893399,      -3.145661882,      -1.869254666,      -9.966492699
          0,           0,         130,      -3.910297951,      -3.118056573,      -3.143600687,      -1.866571837,      -9.961614621
          0,           0,         131,      -3.907610974,      -3.115289855,        -3.1415474,       -1.86393023,      -9.956825294
          0,           0,         132,      -3.904968325,      -3.112581341,      -3.139500023,      -1.861328897,      -9.952163318
          0,           0,         133,      -3.902368672,      -3.109914519,      -3.137454547,      -1.858767318,      -9.947694084
          0,           0,         134,      -3.899810839,       -3.10726877,      -3.135404815,      -1.856245309,      -9.943363463
          0,           0,         135,      -3.897293743,      -3.104620189,      -3.133342539,      -1.853762911,       -9.93919737
          0,           0,         136,      -3.894816332,      -3.101942703,      -3.131257501,      -1.851320263,      -9.935123952
          0,           0,         137,      -3.892377532,      -3.099209441,      -3.129137921,      -1.848917474,       -9.93111377
          0,           0,         138,      -3.889976216,      -3.096394301,      -3.126971018,      -1.846554526,      -9.927134552
          0,           0,         139,      -3.887611154,      -3.093473573,      -3.124743694,      -1.844231144,      -9.923167497
          0,           0,         140,      -3.885280986,      -3.090427544,      -3.122443348,       -1.84194671,      -9.919271852
          0,           0,         141,      -3.882984223,      -3.087241935,      -3.120058761,      -1.839700215,      -9.915478735
          0,           0,         142,       -3.88071921,      -3.083909023,      -3.117580971,      -1.837490186,      -9.911802336
          0,           0,         143,      -3.878484117,      -3.080428383,      -3.115004098,       -1.83531466,      -9.908255302
          0,           0,         144,      -3.876276926,      -3.076807146,      -3.112326049,      -1.833171187,       -9.90477809
          0,           0,         145,      -3.874095414,      -3.073059743,      -3.109549025,      -1.831056837,      -9.901327214
          0,           0,         146,       -3.87193712,      -3.069207148,      -3.106679784,      -1.828968216,      -9.897912596
          0,           0,         147,      -3.869799326,      -3.065275698,      -3.103729646,      -1.826901507,      -9.894519703
          0,           0,         148,      -3.867679021,      -3.061295559,      -3.100714226,      -1.824852525,      -9.891214097
          0,           0,         149,      -3.865572855,       -3.05729899,      -3.097652868,      -1.822816735,       -9.88793226
          0,           0,         150,       -3.86347709,      -3.053318522,      -3.094567866,      -1.820789296,      -9.884740493
          0,           0,         151,      -3.861387571,       -3.04938518,      -3.091483492,        -1.8187651,      -9.881605889
          0,           0,         152,      -3.859299675,      -3.045526882,      -3.088424899,      -1.816738792,      -9.878542172
          0,           0,         153,      -3.857208284,      -3.041767083,      -3.085416982,      -1.814704779,      -9.875545507
          0,           0,         154,      -3.855107763,      -3.038123758,      -3.082483249,       -1.81265723,      -9.872568189
          0,           0,         155,      -3.852991974,      -3.034608761,      -3.079644784,      -1.810590098,      -9.869574714
          0,           0,         156,      -3.850854305,      -3.031227572,      -3.076919349,      -1.808497112,       -9.86660456
          0,           0,         157,      -3.848687718,      -3.027979456,      -3.074320666,      -1.806371784,      -9.863692983
          0,           0,         158,      -3.846484853,      -3.024857979,       -3.07185792,      -1.804207438,      -9.860894064
          0,           0,         159,      -3.844238164,      -3.021851883,      -3.069535507,      -1.801997281,      -9.858070334
          0,           0,         160,      -3.841940073,      -3.018946225,      -3.067353004,      -1.799734449,      -9.855255281
          0,           0,         161,      -3.839583175,      -3.016123742,      -3.065305407,      -1.797412133,       -9.85244291
          0,           0,         162,      -3.837160481,      -3.013366328,       -3.06338358,      -1.795023746,      -9.849666122
          0,           0,         163,      -3.834665664,       -3.01065654,        -3.0615749,      -1.792563096,      -9.846914124
          0,           0,         164,      -3.832093333,      -3.007979017,      -3.059864075,      -1.790024616,      -9.844128017
          0,           0,         165,      -3.829439307,      -3.005321724,      -3.058234067,      -1.787403621,       -9.84134363
          0,           0,         166,      -3.826700877,      -3.002676899,      -3.056667082,      -1.784696588,       -9.83856746
          0,           0,         167,      -3.823877046,       -3.00004165,      -3.055145549,      -1.781901418,      -9.835767377
          0,           0,         168,      -3.820968703,      -2.997418149,      -3.053653031,      -1.779017691,      -9.832989628
          0,           0,         169,      -3.817978772,        -2.9948134,      -3.052175004,      -1.776046895,      -9.830223656
          0,           0,         170,      -3.814912275,      -2.992238604,      -3.050699453,      -1.772992601,      -9.827394896
          0,           0,         171,      -3.811776305,      -2.989708169,      -3.049217223,      -1.769860536,      -9.824520536
          0,           0,         172,      -3.808579919,      -2.987238461,      -3.047722109,      -1.766658597,      -9.821608783
          0,           0,         173,      -3.805333978,      -2.984846368,      -3.046210693,      -1.763396788,      -9.818727402
          0,           0,         174,      -3.802050866,      -2.982547801,      -3.044681921,       -1.76008703,      -9.815892588
          0,           0,         175,      -3.798744149,      -2.980356227,      -3.043136442,      -1.756742864,      -9.813031597
          0,           0,         176,      -3.795428207,      -2.978281362,      -3.041575803,      -1.753379128,      -9.810131906
          0,           0,         177,      -3.792117838,      -2.976328066,      -3.040001554,      -1.750011566,      -9.807216627
          0,           0,         178,      -3.788827807,      -2.974495558,      -3.038414301,      -1.746656331,      -9.804311384
          0,           0,         179,      -3.785572418,       -2.97277698,      -3.036812815,      -1.743329502,      -9.801390616
          0,           0,         180,      -3.782365203,      -2.971159367,      -3.035193319,      -1.740046708,      -9.798457342
          0,           0,         181,      -3.779218551,      -2.969624015,      -3.033548914,       -1.73682264,       -9.79552303
          0,           0,         182,      -3.776143443,      -2.968147277,      -3.031869272,      -1.733670661,      -9.792682306
          0,           0,         183,      -3.773149313,      -2.966701727,      -3.030140649,      -1.730602562,      -9.789884587
          0,           0,         184,      -3.770243984,      -2.965257665,      -3.028346219,      -1.727628373,      -9.786990412
          0,           0,         185,      -3.767433631,      -2.963784848,      -3.026466675,      -1.724756195,      -9.783964362
          0,           0,         186,      -3.764722888,      -2.962254374,      -3.024481177,      -1.721992202,      -9.780967662
          0,           0,         187,      -3.762115081,      -2.960640549,      -3.022368575,      -1.719340807,      -9.777970373
          0,           0,         188,      -3.759612401,      -2.958922618,      -3.020108748,      -1.716804749,      -9.775100574
          0,           0,         189,      -3.757216191,      -2.957086205,      -3.017684077,      -1.714385346,      -9.772308138
          0,           0,         190,      -3.754927264,      -2.955124324,      -3.015080923,      -1.712082802,       -9.76949415
          0,           0,         191,      -3.752746189,      -2.953037885,      -3.012290933,       -1.70989652,      -9.766498076
          0,           0,         192,       -3.75067352,      -2.950835633,      -3.009312129,      -1.707825373,      -9.763368697
          0,           0,         193,      -3.748710002,      -2.948533518,      -3.006149667,      -1.705867991,      -9.760207309
          0,           0,         194,      -3.746856696,      -2.946153563,      -3.002816195,      -1.704022993,       -9.75712258
          0,           0,         195,      -3.745115001,      -2.943722326,      -2.999331765,       -1.70228912,      -9.754158129
          0,           0,         196,      -3.743486567,      -2.941269079,      -2.995723338,      -1.700665291,      -9.751335099
          0,           0,         197,      -3.741973125,      -2.938823864,      -2.992023886,      -1.699150563,      -9.748534464
          0,           0,         198,       -3.74057623,      -2.936415573,      -2.988271194,      -1.697744012,      -9.745601655
          0,           0,         199,      -3.739296907,      -2.934070173,       -2.98450644,        -1.6964445,      -9.742472718
          0,           0,         200,      -3.738135262,      -2.931809204,       -2.98077266,      -1.695250391,      -9.739446682
          0,           0,         201,       -3.73709007,      -2.929648622,      -2.977113198,      -1.694159223,      -9.736578748
          0,           0,         202,      -3.736158376,      -2.927598055,      -2.973570227,      -1.693167368,      -9.733850533
          0,           0,         203,      -3.735335129,      -2.925660488,      -2.970183409,      -1.692269687,      -9.731260047
          0,           0,         204,      -3.734612905,      -2.923832393,       -2.96698876,      -1.691459262,       -9.72882617
          0,           0,         205,      -3.733981742,      -2.922104273,      -2.964017726,      -1.690727198,      -9.726301585
          0,           0,         206,      -3.733429093,       -2.92046159,      -2.961296496,      -1.690062521,      -9.723670241
          0,           0,         207,      -3.732939934,      -2.918886005,      -2.958845548,      -1.689452215,      -9.721151433
          0,           0,         208,      -3.732497038,      -2.917356861,      -2.956679411,      -1.688881398,      -9.718833579
          0,           0,         209,        -3.7320814,      -2.915852794,      -2.954806628,      -1.688333648,      -9.716726058
          0,           0,         210,      -3.731672788,      -2.914353376,      -2.953229878,      -1.687791437,       -9.71478987
          0,           0,         211,      -3.731250426,      -2.912840667,       -2.95194625,      -1.687236696,      -9.712931707
          0,           0,         212,      -3.730793768,       -2.91130056,      -2.950947638,      -1.686651486,      -9.710818421
          0,           0,         213,      -3.730283293,      -2.909723822,      -2.950221211,      -1.686018694,      -9.708677523
          0,           0,         214,      -3.729701289,      -2.908106747,      -2.949749964,      -1.685322733,      -9.706714698
          0,           0,         215,      -3.729032592,       -2.90645139,      -2.949513294,      -1.684550215,      -9.704904602
          0,           0,         216,      -3.728265225,      -2.904765359,      -2.949487607,      -1.683690561,       -9.70327359
          0,           0,         217,      -3.727390887,      -2.903061212,      -2.949646927,      -1.682736475,      -9.701703612
          0,           0,         218,      -3.726405265,      -2.901355514,      -2.949963482,      -1.681684262,      -9.699995855
          0,           0,         219,      -3.725308187,      -2.899667655,       -2.95040827,      -1.680534013,      -9.697995487
          0,           0,         220,      -3.724103592,      -2.898018537,      -2.950951594,      -1.679289627,      -9.696131236
          0,           0,         221,      -3.722799342,      -2.896429222,      -2.951563561,      -1.677958684,      -9.694451632
          0,           0,         222,      -3.721406903,      -2.894919659,      -2.952214554,      -1.676552179,      -9.692986839
          0,           0,         223,      -3.719940913,      -2.893507579,      -2.952875657,      -1.675084156,      -9.691625228
          0,           0,         224,      -3.718418728,      -2.892207617,      -2.953519079,      -1.673571305,      -9.690226937
          0,           0,         225,      -3.716859931,        -2.8910307,      -2.954118569,      -1.672032524,      -9.688482626
          0,           0,         226,      -3.715285838,      -2.889983731,      -2.954649811,      -1.670488446,      -9.686780864
          0,           0,         227,      -3.713719042,      -2.889069577,      -2.955090837,      -1.668961002,      -9.685192504
          0,           0,         228,      -3.712183011,      -2.888287331,      -2.955422428,      -1.667473026,      -9.683802594
          0,           0,         229,       -3.71070174,      -2.887632815,       -2.95562854,      -1.666047912,      -9.682603818
          0,           0,         230,      -3.709299417,      -2.887099293,      -2.955696692,      -1.664709263,      -9.681531726
          0,           0,         231,      -3.708000124,      -2.886678323,      -2.955618322,      -1.663480579,      -9.680196847
          0,           0,         232,      -3.706827573,      -2.886360695,      -2.955389095,      -1.662384975,      -9.678810728
          0,           0,         233,      -3.705804833,      -2.886137388,      -2.955009129,      -1.661444907,      -9.677472507
          0,           0,         234,      -3.704954027,      -2.886000457,      -2.954483112,      -1.660681851,      -9.676247067
          0,           0,         235,      -3.704295996,      -2.885943828,      -2.953820267,      -1.660115958,      -9.675115847
          0,           0,         236,      -3.703849938,      -2.885963913,      -2.953034193,      -1.659765695,      -9.674100154
          0,           0,         237,      -3.703633018,      -2.886060007,      -2.952142539,      -1.659647457,      -9.673291663
          0,           0,         238,      -3.703659927,      -2.886234445,      -2.951166549,      -1.659775135,      -9.672389351
          0,           0,         239,      -3.703942406,      -2.886492507,      -2.950130431,      -1.660159636,      -9.671505652
          0,           0,         240,      -3.704488777,       -2.88684208,      -2.949060657,      -1.660808426,      -9.670677028
          0,           0,         241,      -3.705303485,      -2.887293088,      -2.947985161,       -1.66172508,       -9.66982974
          0,           0,         242,      -3.706386655,       -2.88785673,      -2.946932521,      -1.662908849,      -9.669041598
          0,           0,         243,      -3.707733696,      -2.888544588,      -2.945931102,      -1.664354254,      -9.668378575
          0,           0,         244,      -3.709334986,      -2.889367629,      -2.945008243,      -1.666050784,      -9.667842674
          0,           0,         245,      -3.711175665,      -2.890335182,      -2.944189508,      -1.667982689,       -9.66750517
          0,           0,         246,      -3.713235553,      -2.891453926,      -2.943498027,      -1.670128899,      -9.667435453
          0,           0,         247,      -3.715489194,      -2.892726941,      -2.942953926,      -1.672463066,      -9.667296774
          0,           0,         248,      -3.717906087,      -2.894152876,      -2.942573874,      -1.674953802,      -9.667001627
          0,           0,         249,      -3.720451094,      -2.895725272,      -2.942370755,      -1.677565098,      -9.666691261
          0,           0,         250,      -3.723085058,      -2.897432081,      -2.942353481,      -1.680256954,      -9.666407492
          0,           0,         251,      -3.725765574,      -2.899255402,      -2.942526894,      -1.682986173,      -9.666171403
          0,           0,         252,      -3.728447975,      -2.901171473,      -2.942891791,      -1.685707366,      -9.666137485
          0,           0,         253,      -3.731086468,      -2.903150944,      -2.943445054,      -1.688374129,      -9.666241976
          0,           0,         254,      -3.733635397,      -2.905159439,      -2.944179869,      -1.690940343,      -9.666487314
          0,           0,         255,      -3.736050588,      -2.907158399,      -2.945086025,      -1.693361565,      -9.666679899
          0,           0,         256,      -3.738290701,      -2.909106232,       -2.94615025,       -1.69559641,      -9.666723307
          0,           0,         257,      -3.740318547,      -2.910959709,      -2.947356617,      -1.697607917,      -9.666676936
          0,           0,         258,        -3.7421023,      -2.912675571,      -2.948686971,      -1.699364785,      -9.666689077
          0,           0,         259,      -3.743616522,      -2.914212272,      -2.950121368,      -1.700842413,      -9.666676814
          0,           0,         260,      -3.744842977,      -2.915531764,      -2.951638517,       -1.70202371,      -9.666707074
          0,           0,         261,      -3.745771183,      -2.916601214,      -2.953216214,       -1.70289963,      -9.666760422
          0,           0,         262,      -3.746398695,      -2.917394558,      -2.954831755,      -1.703469422,      -9.666862822
          0,           0,         263,      -3.746731114,      -2.917893753,      -2.956462325,      -1.703740581,      -9.666939452
          0,           0,         264,      -3.746781855,      -2.918089648,      -2.958085353,       -1.70372855,      -9.666851054
          0,           0,         265,      -3.746571696,      -2.917982421,      -2.959678849,      -1.703456198,       -9.66662167
          0,           0,         266,      -3.746128171,      -2.917581543,      -2.961221716,      -1.702953126,      -9.666310253
          0,           0,         267,      -3.745484831,      -2.916905293,      -2.962694045,      -1.702254859,      -9.665982409
          0,           0,         268,      -3.744680438,      -2.915979878,      -2.964077413,      -1.701401965,      -9.665639806
          0,           0,         269,      -3.743758119,      -2.914838247,      -2.965355192,      -1.700439146,      -9.665311406
          0,           0,         270,      -3.742764503,      -2.913518704,      -2.966512865,      -1.699414332,       -9.66503757
          0,           0,         271,      -3.741748886,      -2.912063431,      -2.967538386,      -1.698377807,       -9.66464478
          0,           0,         272,      -3.740762397,      -2.910517023,      -2.968422544,      -1.697381361,         -9.664143
          0,           0,         273,      -3.739857209,      -2.908925123,      -2.969159363,      -1.696477493,      -9.663541926
          0,           0,         274,      -3.739085753,      -2.907333218,       -2.96974652,      -1.695718631,      -9.663012618
          0,           0,         275,       -3.73849996,      -2.905785657,      -2.970185723,      -1.695156392,       -9.66256357
          0,           0,         276,      -3.738150512,      -2.904324887,      -2.970483083,      -1.694840856,      -9.662265967
          0,           0,         277,      -3.738086097,      -2.902990897,      -2.970649407,      -1.694819845,      -9.662009929
          0,           0,         278,       -3.73835265,      -2.901820877,      -2.970700393,      -1.695138202,      -9.661761856
          0,           0,         279,       -3.73899258,      -2.900849033,      -2.970656707,      -1.695837045,      -9.661567236
          0,           0,         280,      -3.740043973,      -2.900106556,      -2.970543904,      -1.696952993,        -9.6615004
          0,           0,         281,      -3.741539758,      -2.899621664,      -2.970392187,      -1.698517358,      -9.661527876
