"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.458180169,      -3.577674172,      -3.990721435,      -2.861803025,             0.448,      0.3629220241,      0.1729590256,                 0,                 0,                 0,     0.07677552114,      0.3590625772,      0.1808349683,                 0,      0.4765735175
          0,           0,           1,      -3.719237351,       -3.60064528,      -3.613135131,      -3.108730225,             0.448,       0.147140407,      0.1067748917,                 0,                 0,                 0,      0.0200738381,      0.1447761095,      0.1099593332,                 0,      0.7256666874
          0,           0,           2,      -3.648507996,      -3.567451192,      -3.584331989,      -3.050841307,             0.448,      0.1179500756,      0.1274276354,                 0,                 0,                 0,     0.02697030718,      0.1151421875,      0.1299703784,                 0,       1.080352299
          0,           0,           3,      -3.601752632,      -3.612550003,      -3.584211563,      -3.009769921,             0.448,      0.1360155952,       0.168164857,                 0,                 0,                 0,     0.03696793138,      0.1323147301,      0.1710920029,                 0,       1.236364527
          0,           0,           4,      -3.541402054,      -3.549389074,      -3.557420471,      -2.952514329,             0.448,      0.1093777704,      0.1725380859,                 0,                 0,                 0,     0.03018865713,       0.105587843,        0.17488309,                 0,       1.577451115
          0,           0,           5,      -3.533703895,      -3.525425451,      -3.538576268,      -2.949947133,             0.448,      0.1001687226,      0.1785558692,                 0,                 0,                 0,     0.03195229378,     0.09624970938,      0.1806985469,                 0,       1.782551126
          0,           0,           6,      -3.530306482,       -3.63177317,      -3.567345265,      -2.953150196,             0.448,      0.1003172926,      0.1934327349,                 0,                 0,                 0,     0.03401159073,     0.09607370697,      0.1955751134,                 0,       1.928209283
          0,           0,           7,      -3.525633343,      -3.598451163,      -3.560368022,      -2.949053867,             0.448,     0.09828876883,      0.2064267799,                 0,                 0,                 0,     0.03683914061,     0.09376220229,      0.2085218141,                 0,       2.100207199
          0,           0,           8,      -3.509577626,      -3.534201511,      -3.577506979,      -2.932482515,             0.448,     0.09681880979,      0.2150350474,                 0,                 0,                 0,     0.04275676516,      0.0921048047,      0.2170959661,                 0,       2.221004863
          0,           0,           9,        -3.5269434,      -3.566760629,      -3.589789681,      -2.953992696,             0.448,     0.09669639367,      0.2209018453,                 0,                 0,                 0,     0.04924453979,     0.09185443418,      0.2229586974,                 0,       2.284488976
          0,           0,          10,      -3.540407816,       -3.61327316,      -3.617256523,      -2.971132828,             0.448,     0.09652110664,      0.2253712908,                 0,                 0,                 0,     0.05497970487,     0.09158168844,      0.2274232554,                 0,       2.334943088
          0,           0,          11,      -3.550079059,       -3.62970154,      -3.640841313,      -2.982543746,             0.448,     0.09557302733,       0.228302493,                 0,                 0,                 0,     0.06003134635,      0.0905698909,      0.2303330778,                 0,       2.388775362
          0,           0,          12,      -3.555822099,      -3.635518257,      -3.657011706,      -2.988677598,             0.448,     0.09427536852,       0.230285316,                 0,                 0,                 0,     0.06472747758,     0.08922928584,      0.2322871207,                 0,       2.442688049
          0,           0,          13,      -3.561328887,      -3.643346414,      -3.674096211,       -2.99286964,             0.448,     0.09313176468,        0.23228808,                 0,                 0,                 0,     0.06888682554,     0.08804226409,      0.2342644605,                 0,       2.494187464
          0,           0,          14,       -3.57418466,       -3.66041728,      -3.691786447,       -3.00357941,             0.448,     0.09200125113,      0.2337913588,                 0,                 0,                 0,      0.0717224346,     0.08687922571,      0.2357427195,                 0,       2.541175864
          0,           0,          15,      -3.592934521,      -3.688431271,      -3.713636992,       -3.02024923,             0.448,      0.0906495594,      0.2345797753,                 0,                 0,                 0,     0.07314423882,     0.08551065643,      0.2365014614,                 0,       2.587765201
          0,           0,          16,      -3.612436211,      -3.725437443,      -3.738878139,       -3.04000623,             0.448,     0.08890419293,       0.234533122,                 0,                 0,                 0,     0.07359315049,     0.08376672305,      0.2364167442,                 0,       2.638043429
          0,           0,          17,       -3.63545546,      -3.758178006,      -3.764738255,      -3.064064811,             0.448,     0.08696227123,      0.2348598305,                 0,                 0,                 0,     0.07392470466,     0.08181813637,      0.2367010122,                 0,       2.700709482
          0,           0,          18,       -3.66322938,       -3.78475621,      -3.791868602,      -3.092793017,             0.448,     0.08486156557,      0.2352765355,                 0,                 0,                 0,     0.07411921154,     0.07970884024,      0.2370717914,                 0,       2.772474605
          0,           0,          19,      -3.692027448,      -3.808690328,       -3.82186499,      -3.122743506,             0.448,     0.08265549308,      0.2355598033,                 0,                 0,                 0,     0.07414477651,     0.07749711329,      0.2373068665,                 0,       2.849898954
          0,           0,          20,      -3.718188759,      -3.832705682,      -3.854954609,      -3.150196393,             0.448,     0.08043750767,         0.2359381,                 0,                 0,                 0,     0.07411100959,     0.07527140319,      0.2376366881,                 0,       2.933185113
          0,           0,          21,       -3.73880073,      -3.862179717,      -3.889830071,      -3.172504222,             0.448,      0.0782621777,      0.2364779896,                 0,                 0,                 0,     0.07396780231,     0.07308481326,      0.2381289947,                 0,       3.021612694
          0,           0,          22,      -3.752093351,      -3.899418911,      -3.924345782,      -3.187840321,             0.448,     0.07621772601,      0.2373153251,                 0,                 0,                 0,      0.0736509075,     0.07102258172,      0.2389215314,                 0,       3.113650033
          0,           0,          23,      -3.758632019,      -3.942110406,      -3.956603546,      -3.196264827,             0.448,     0.07440756102,      0.2385210826,                 0,                 0,                 0,     0.07310218309,     0.06918654404,      0.2400875135,                 0,       3.205602755
          0,           0,          24,       -3.76032781,      -3.984756533,      -3.985731941,      -3.199227356,             0.448,     0.07300838112,      0.2404467262,                 0,                 0,                 0,     0.07244292589,     0.06774568942,      0.2419821759,                 0,       3.293412654
          0,           0,          25,      -3.762385558,      -4.021743872,      -4.011552716,      -3.201683125,             0.448,     0.07208289156,       0.242852775,                 0,                 0,                 0,     0.07160231845,     0.06676793242,      0.2443674626,                 0,       3.369076486
          0,           0,          26,      -3.772031462,      -4.049787029,      -4.034614655,      -3.210806827,             0.448,     0.07157924947,      0.2452159633,                 0,                 0,                 0,     0.07051492096,      0.0662128575,      0.2467191016,                 0,       3.425796793
          0,           0,          27,      -3.795094502,      -4.068799788,      -4.056863092,      -3.232765692,             0.448,     0.07154327984,      0.2477105438,                 0,                 0,                 0,     0.06934581433,     0.06612247744,      0.2492123038,                 0,       3.462387303
          0,           0,          28,      -3.825965384,      -4.085387054,      -4.081742416,      -3.261947496,             0.448,     0.07178908955,      0.2494814858,                 0,                 0,                 0,      0.0679018929,     0.06632959576,      0.2509881867,                 0,       3.475200582
          0,           0,          29,       -3.85462669,      -4.107643259,       -4.11289635,      -3.289152394,             0.448,     0.07226166595,      0.2505835358,                 0,                 0,                 0,      0.0663105738,     0.06677801861,      0.2521002836,                 0,       3.467724311
          0,           0,          30,      -3.880448644,       -4.13786041,      -4.151343225,      -3.315116106,             0.448,     0.07293547421,      0.2512939662,                 0,                 0,                 0,      0.0647595665,     0.06743616856,       0.252825244,                 0,       3.445428564
          0,           0,          31,      -3.906624719,      -4.174778411,      -4.193824999,      -3.343074654,             0.448,     0.07376650379,       0.251603931,                 0,                 0,                 0,     0.06318803513,     0.06826023853,      0.2531532639,                 0,       3.410815453
          0,           0,          32,      -3.936319974,      -4.216997392,      -4.236141201,      -3.374839841,             0.448,     0.07469021206,      0.2515086783,                 0,                 0,                 0,     0.06163609148,     0.06918580491,      0.2530781844,                 0,       3.367357935
          0,           0,          33,      -3.970891078,      -4.261291719,      -4.274459019,      -3.410598187,             0.448,     0.07570624731,       0.251482375,                 0,                 0,                 0,     0.06042422339,     0.07020217218,      0.2530740521,                 0,       3.321817999
          0,           0,          34,      -4.011928184,      -4.301807805,       -4.30758053,      -3.451204586,             0.448,     0.07677431718,      0.2516241832,                 0,                 0,                 0,     0.05959175359,     0.07126689434,      0.2532391264,                 0,       3.277452571
