"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        712,              7.12,      -4.867109167,       -5.71014148,      -6.542575998,                 0,      -2.670642136,       0.177560326,     0.07330740256
        713,              7.13,      -4.841378738,      -5.680256522,      -6.522066932,                 0,       -2.24603573,     -0.2065948385,     0.06773711907
        714,              7.14,      -4.841982439,      -5.679544871,      -6.507067731,                 0,       4.644525568,    -0.03237377887,     0.06139003655
        715,              7.15,       -4.86023336,      -5.697180211,      -6.524315982,                 0,       6.032824179,       0.310213724,     0.06499472009
        716,              7.16,      -4.875727028,      -5.714231009,      -6.550911043,                 0,       -1.21670598,       0.227744531,     0.07318528302
        717,              7.17,      -4.847534998,      -5.689251042,      -6.526649562,                 0,      -3.185408503,     -0.2140718034,     0.07000687671
        718,              7.18,      -4.841965733,      -5.679366568,      -6.517536054,                 0,       3.158427667,     -0.1608182035,     0.06220817407
        719,              7.19,      -4.862308798,       -5.70022293,      -6.519376886,                 0,       6.583712891,      0.1937230777,     0.06310914119
        720,               7.2,      -4.877820582,      -5.711635843,      -6.552035358,                 0,      0.5847068862,      0.2506756156,     0.07157998298
        721,              7.21,      -4.847302083,      -5.692362488,      -6.527636026,                 0,      -3.654714475,     -0.2007552277,     0.07139556832
        722,              7.22,      -4.839894674,      -5.677109661,      -6.522845816,                 0,        1.44766642,     -0.2840489135,      0.0627107193
        723,              7.23,      -4.857274248,      -5.695188877,      -6.507638392,                 0,       6.611040893,     0.05242913785,     0.06077868728
        724,              7.24,      -4.871498422,      -5.703099121,      -6.542181218,                 0,       2.578049094,      0.2431999823,     0.06863656891
        725,              7.25,      -4.860834463,       -5.70691506,      -6.539933492,                 0,      -3.632108403,     -0.1738885448,     0.07145046254
        726,              7.26,      -4.844180458,      -5.681595885,      -6.526539162,                 0,     -0.2053396352,      -0.381912877,     0.06296225965
        727,              7.27,      -4.853888656,      -5.691984955,      -6.506829057,                 0,       6.059876551,    -0.09347577457,     0.05854522405
        728,              7.28,      -4.872337622,      -5.705340122,      -6.535903848,                 0,       4.298766915,      0.1946352833,     0.06495559093
        729,              7.29,      -4.879503036,      -5.723508641,      -6.554390037,                 0,      -2.995926821,     -0.1374722266,     0.07036876173
        730,               7.3,       -4.85592705,      -5.694349463,      -6.533712533,                 0,      -1.547347214,      -0.444538609,     0.06326973848
        731,              7.31,      -4.858476304,      -5.696778476,      -6.520236941,                 0,       5.092011564,     -0.2279937566,     0.05700642195
        732,              7.32,      -4.882581409,      -5.718254559,      -6.538220379,                 0,       5.475242524,      0.1183572781,     0.06153232216
        733,              7.33,      -4.898942976,      -5.739103714,       -6.57296298,                 0,      -1.847306356,     -0.1017308308,      0.0687961289
        734,              7.34,       -4.86497866,      -5.705628008,      -6.538726717,                 0,      -2.508332471,     -0.4669279017,       0.064058895
        735,              7.35,      -4.862456344,      -5.700579175,      -6.536102616,                 0,       3.823736678,     -0.3471512321,     0.05655857095
        736,              7.36,      -4.892105991,        -5.7295337,      -6.541133286,                 0,       6.199210422,     0.03365943875,     0.05898298112
        737,              7.37,      -4.912055799,      -5.747390392,      -6.586087727,                 0,     -0.3549248191,    -0.06265420453,     0.06736468406
        738,              7.38,      -4.876264995,       -5.71962804,      -6.546901926,                 0,      -3.070460091,     -0.4506727564,     0.06559418525
        739,              7.39,      -4.868228807,      -5.705856852,      -6.551645403,                 0,       2.379029034,     -0.4381992479,     0.05756217195
        740,               7.4,      -4.897913806,      -5.735757855,      -6.541914411,                 0,        6.42922675,    -0.05144317767,     0.05781465025
        741,              7.41,      -4.920270209,       -5.75178153,      -6.592616175,                 0,       1.316340418,    -0.02178076993,     0.06640395423
        742,              7.42,      -4.901549848,       -5.74611209,      -6.566536638,                 0,      -3.220047954,     -0.3989108535,     0.06756207975
        743,              7.43,      -4.883313404,      -5.720912797,      -6.570377863,                 0,      0.9952499736,     -0.4833100461,      0.0599647173
        744,              7.44,      -4.905788519,      -5.744169991,      -6.552255376,                 0,       6.135035785,      -0.123924369,      0.0583639361
        745,              7.45,      -4.931000338,       -5.76182127,      -6.599190738,                 0,       2.860276743,     0.01234981172,     0.06618651531
        746,              7.46,       -4.92851621,       -5.77289314,      -6.590024145,                 0,      -2.923838182,     -0.3106105969,     0.06980899985
        747,              7.47,      -4.901482812,      -5.739692176,      -6.586958679,                 0,     -0.2162467547,     -0.4815646598,     0.06333786605
        748,              7.48,      -4.914073749,        -5.7531005,      -6.570585483,                 0,       5.472852847,     -0.1742916704,     0.06019038847
        749,              7.49,      -4.939251325,      -5.772122137,      -6.600665056,                 0,       4.145828564,     0.04586376136,     0.06655131422
        750,               7.5,      -4.949028518,      -5.791818861,      -6.612812133,                 0,      -2.232705078,     -0.1887304702,     0.07205104683
        751,              7.51,      -4.914093439,      -5.754072844,      -6.595242536,                 0,      -1.267636671,     -0.4349174415,     0.06713429084
        752,              7.52,      -4.916364234,      -5.755592578,       -6.58766435,                 0,       4.530087362,      -0.202344424,     0.06258533681
        753,              7.53,      -4.940583872,       -5.77661239,      -6.594142271,                 0,       5.154971235,     0.08175900797,     0.06700384938
        754,              7.54,      -4.957779665,      -5.797166379,      -6.627907524,                 0,      -1.152160928,     -0.0368385646,     0.07381299439
        755,              7.55,       -4.91915086,      -5.761273788,      -6.593723389,                 0,      -2.134230789,     -0.3428238916,     0.07085231813
        756,              7.56,       -4.91498388,      -5.753696782,      -6.600325865,                 0,       3.338952349,     -0.2069214588,     0.06505113844
        757,              7.57,       -4.93966473,      -5.777886571,      -6.587685649,                 0,        5.78120809,      0.1163960566,     0.06720782517
        758,              7.58,      -4.957343925,      -5.792590795,       -6.63368381,                 0,         0.2854707,      0.1268120284,     0.07456108374
        759,              7.59,      -4.930154684,      -5.774397275,      -6.599201133,                 0,      -2.667137846,     -0.2065863058,     0.07377891028
        760,               7.6,      -4.915558875,      -5.753927973,      -6.609258906,                 0,       1.972881756,     -0.1800768118,     0.06714871109
        761,              7.61,      -4.937483246,      -5.776013254,      -6.580710825,                 0,       5.931164815,      0.1448651736,     0.06696129437
        762,              7.62,      -4.955359455,      -5.788264662,      -6.634031222,                 0,       1.879681944,      0.2784881525,     0.07398937332
        763,              7.63,      -4.942602211,      -5.787801754,      -6.606960674,                 0,      -2.778103058,    -0.03664233125,      0.0754263171
        764,              7.64,      -4.918595385,      -5.757332056,      -6.613871712,                 0,      0.5938388842,     -0.1223888247,     0.06862015395
        765,              7.65,      -4.934040635,      -5.772889195,      -6.580244228,                 0,       5.626394402,      0.1663184543,     0.06616654428
        766,              7.66,      -4.953708488,      -5.787077993,      -6.627807084,                 0,       3.398660279,      0.4019780151,     0.07212978133
        767,              7.67,      -4.952052357,       -5.79666206,      -6.615631108,                 0,      -2.410936698,      0.1497133391,     0.07568050777
        768,              7.68,      -4.921281948,       -5.76079844,      -6.611027973,                 0,     -0.6737541195,    -0.04004725045,     0.06948899053
        769,              7.69,      -4.928651973,      -5.767648831,      -6.584638522,                 0,       4.916325444,      0.1763034629,     0.06493565906
        770,               7.7,      -4.956434128,      -5.791441125,      -6.618144801,                 0,       4.648232667,      0.4858297564,     0.06930473035
        771,              7.71,      -4.966217839,      -5.807555354,      -6.629036452,                 0,      -1.601140441,       0.325345427,     0.07454234079
        772,              7.72,      -4.928238904,      -5.769129998,      -6.610039171,                 0,      -1.627451216,     0.06061780955,     0.06986063978
        773,              7.73,      -4.930032314,      -5.768858674,      -6.600623234,                 0,       3.908322035,      0.1770112106,     0.06372892439
        774,              7.74,      -4.961663829,       -5.79836364,      -6.613252788,                 0,        5.45688488,      0.5185355539,     0.06619157053
        775,              7.75,      -4.979788294,      -5.816706177,      -6.643541852,                 0,     -0.4359524602,      0.4656211221,     0.07254271452
        776,              7.76,      -4.948859112,      -5.791531638,      -6.623808578,                 0,       -2.19736021,      0.1592447003,     0.06993657336
        777,              7.77,      -4.938799745,      -5.777293841,      -6.619724542,                 0,       2.738144849,      0.1681408139,     0.06297582514
        778,              7.78,      -4.968934213,      -5.806839363,      -6.615047602,                 0,       5.760255281,      0.5000294568,     0.06351467993
        779,              7.79,      -4.995094842,      -5.828145893,      -6.659652356,                 0,      0.8968518475,       0.549379585,      0.0703123628
        780,               7.8,       -4.97950269,      -5.822612366,      -6.642720172,                 0,      -2.390255184,      0.2366913762,     0.06997353394
        781,              7.81,      -4.956253654,      -5.794828317,      -6.643327302,                 0,       1.608626008,      0.1464955494,     0.06309209709
        782,              7.82,      -4.980549879,      -5.819638292,      -6.626461362,                 0,       5.618914829,      0.4359746619,     0.06197284486
        783,              7.83,      -5.013035547,      -5.844429415,      -6.676807435,                 0,       2.169637337,      0.5654854405,     0.06853188184
        784,              7.84,       -5.01008117,       -5.85330814,      -6.664504561,                 0,      -2.236207137,      0.2804794235,     0.07036148501
        785,              7.85,       -4.97834361,      -5.817389548,      -6.666858684,                 0,      0.6086691802,      0.1046077036,      0.0643150916
        786,              7.86,      -4.994921146,      -5.834935441,      -6.645610756,                 0,       5.170002147,      0.3320573072,     0.06188232623
        787,              7.87,      -5.029640182,      -5.861708647,      -6.691626208,                 0,       3.258603446,      0.5164082319,     0.06763265829
        788,              7.88,      -5.036115983,      -5.878716393,      -6.686142332,                 0,      -1.789544032,      0.2836848193,      0.0713068932
        789,              7.89,      -4.998075561,      -5.838025791,      -6.686263437,                 0,     -0.2549262039,      0.0382005063,     0.06661128172
        790,               7.9,      -5.005293824,      -5.845525949,      -6.663774835,                 0,       4.495278012,      0.1921498913,     0.06313825415
        791,              7.91,      -5.039727433,      -5.874067703,      -6.698911355,                 0,       4.148599985,      0.4105485889,     0.06762248233
        792,              7.92,      -5.052149966,      -5.892884402,      -6.702636904,                 0,      -1.080154153,      0.2496376265,     0.07269975837
        793,              7.93,      -5.016144226,      -5.857339864,      -6.700056453,                 0,     -0.9730141984,    -0.05131442416,     0.06961663575
        794,              7.94,      -5.012787386,       -5.85285387,      -6.679798683,                 0,       3.637888811,     0.02573761415,      0.0653204853
        795,              7.95,      -5.046367762,      -5.883414412,      -6.702288846,                 0,       4.761276233,      0.2578249044,     0.06819614011
        796,              7.96,      -5.060205159,      -5.898108911,      -6.714947574,                 0,     -0.1149731757,      0.1813865299,     0.07404097304
        797,              7.97,      -5.033822551,      -5.876133123,       -6.70933548,                 0,      -1.490339331,     -0.1546930767,     0.07265269274
        798,              7.98,      -5.021771905,      -5.861148383,      -6.695841377,                 0,       2.666359299,     -0.1523892755,     0.06782021196
        799,              7.99,      -5.055099562,      -5.893415992,       -6.70471559,                 0,       5.043895623,      0.0758210035,     0.06897486612
        800,                 8,      -5.066190349,      -5.901662102,      -6.726407147,                 0,       0.989432364,     0.08213602194,     0.07484167684
        801,              8.01,      -5.048863483,      -5.892642696,      -6.717536292,                 0,      -1.725638092,     -0.2579742956,     0.07507941133
        802,              8.02,      -5.032280814,      -5.870966601,      -6.711243895,                 0,       1.658528636,     -0.3261844807,     0.07003887735
        803,              8.03,      -5.060987713,      -5.899864039,      -6.704633718,                 0,       5.024521267,     -0.1154470568,     0.06947018487
        804,              8.04,      -5.075742246,      -5.909518142,      -6.736832033,                 0,       2.083374728,     -0.0335739828,     0.07475368925
        805,              8.05,       -5.07365908,      -5.917483721,      -6.731284402,                 0,      -1.656374806,     -0.3516363475,     0.07633225895
        806,              8.06,      -5.050593507,      -5.889050747,      -6.730341908,                 0,      0.7791107452,     -0.4721359981,     0.07152796247
        807,              8.07,      -5.071067184,       -5.91037525,       -6.71376004,                 0,       4.702851049,      -0.290405301,     0.06947748597
        808,              8.08,      -5.096515383,      -5.929575211,      -6.752321184,                 0,       2.989076508,     -0.1496755288,      0.0737798515
        809,              8.09,      -5.105719503,      -5.947947323,       -6.74273818,                 0,      -1.282517972,     -0.4216262827,     0.07633442492
        810,               8.1,      -5.077954457,      -5.916619814,      -6.753778776,                 0,       0.123450395,      -0.573353043,     0.07214828605
        811,              8.11,      -5.089912752,      -5.929351417,      -6.735350093,                 0,       4.171496627,     -0.4264280925,     0.06898397733
        812,              8.12,      -5.123755118,      -5.957160497,      -6.769693463,                 0,       3.645756771,     -0.2447044528,      0.0721584573
        813,              8.13,      -5.141768247,      -5.981493399,       -6.76272912,                 0,     -0.7045707191,     -0.4539160864,     0.07536353294
        814,              8.14,      -5.117961512,      -5.956914147,      -6.782873916,                 0,     -0.2941484185,     -0.6222930441,     0.07203605443
        815,              8.15,      -5.118850761,      -5.958330947,      -6.771005094,                 0,       3.533152513,     -0.5060173801,     0.06819253819
        816,              8.16,      -5.156990799,      -5.991251661,      -6.791488401,                 0,       4.011227171,     -0.3018459936,      0.0702887757
        817,              8.17,      -5.181867272,      -6.018769235,      -6.801144476,                 0,    -0.02908672521,     -0.4389283278,     0.07387697956
        818,              8.18,      -5.169735092,      -6.008147701,      -6.812798197,                 0,     -0.4909565967,     -0.6108175355,     0.07154123057
        819,              8.19,      -5.158981077,      -5.998279389,      -6.819084329,                 0,       2.901666662,      -0.518956552,     0.06750852454
        820,               8.2,       -5.19660585,      -6.032003755,       -6.82123648,                 0,       4.100825589,     -0.3095547731,      0.0687216935
        821,              8.21,      -5.226019712,      -6.060470989,      -6.851595374,                 0,      0.6367238904,     -0.3746582479,     0.07247247184
        822,              8.22,      -5.222935696,      -6.061523236,      -6.847520931,                 0,     -0.5254387628,     -0.5356231342,      0.0711950256
        823,              8.23,      -5.204482126,       -6.04292076,      -6.870941983,                 0,       2.330525249,     -0.4692015474,     0.06737079521
        824,              8.24,      -5.237833249,      -6.074688505,      -6.859752335,                 0,       4.012008044,     -0.2621687813,     0.06790349919
        825,              8.25,      -5.268669217,      -6.101492586,      -6.904962387,                 0,       1.238833357,     -0.2625073374,     0.07166164232
        826,              8.26,      -5.271729544,      -6.111239359,      -6.886500472,                 0,      -0.453806575,     -0.4026842134,     0.07142922146
        827,              8.27,      -5.250748354,        -6.0886027,      -6.922364147,                 0,       1.825825885,     -0.3646027243,     0.06805894517
        828,              8.28,      -5.276501321,      -6.115076095,      -6.902476001,                 0,         3.8139188,     -0.1655721067,      0.0680521922
        829,              8.29,      -5.305720978,      -6.138066796,      -6.952495211,                 0,       1.764778038,     -0.1108184254,     0.07167303772
        830,               8.3,      -5.312113539,      -6.152900846,      -6.925365614,                 0,      -0.303993282,     -0.2233166254,     0.07240648326
        831,              8.31,      -5.293655658,      -6.131041709,      -6.966266538,                 0,       1.380466534,     -0.2162616594,     0.06959688149
        832,              8.32,      -5.313086503,      -6.152977786,      -6.945602223,                 0,       3.555786906,    -0.03245079261,     0.06912312901
        833,              8.33,      -5.336522343,      -6.169588124,      -6.989589657,                 0,        2.20859609,     0.06518523832,     0.07241003233
        834,              8.34,      -5.343453856,      -6.185304797,      -6.964052509,                 0,    -0.07581978339,    -0.01460520208,     0.07391391885
        835,              8.35,       -5.33061095,      -6.167676855,      -6.999083923,                 0,      0.9911947565,    -0.03952125898,     0.07164857212
        836,              8.36,      -5.345355713,      -6.185365654,      -6.982556133,                 0,       3.263844341,      0.1189687708,     0.07070058624
        837,              8.37,      -5.362233831,       -6.19707681,      -7.016394335,                 0,       2.572339215,      0.2462227636,     0.07344553204
        838,              8.38,      -5.366035772,      -6.208322262,      -7.003321984,                 0,       0.232078373,      0.2007974535,     0.07547931453
        839,              8.39,      -5.359219834,      -6.196885975,      -7.021536834,                 0,      0.6609733479,      0.1445082819,     0.07371027927
        840,               8.4,      -5.367233224,      -6.207245371,      -7.016608565,                 0,       2.929954907,      0.2654891868,     0.07223271941
        841,              8.41,      -5.386487195,      -6.222752797,      -7.031863819,                 0,       2.869656196,      0.4089490987,     0.07427639821
        842,              8.42,      -5.393217489,      -6.233641988,      -7.038063492,                 0,      0.5915904179,      0.3947026508,     0.07656073786
        843,              8.43,      -5.388161165,      -6.227084075,      -7.039734338,                 0,      0.4512039694,      0.3121477424,     0.07527194628
        844,              8.44,      -5.388697765,      -6.228428202,      -7.051050122,                 0,       2.568111577,      0.3869939083,     0.07334435843
        845,              8.45,      -5.413543779,      -6.250595877,      -7.044670786,                 0,       3.062517507,      0.5284060266,     0.07460465535
        846,              8.46,      -5.427230809,      -6.264744364,      -7.073076933,                 0,      0.9797334208,      0.5399100822,     0.07689050509
        847,              8.47,      -5.430946638,      -6.270003841,      -7.059929679,                 0,       0.380003123,      0.4367109728,     0.07602424464
        848,              8.48,      -5.421948397,      -6.260909531,      -7.091730391,                 0,       2.228530423,       0.466057982,     0.07384399126
        849,              8.49,      -5.452043253,      -6.289570327,      -7.070200866,                 0,       3.108703404,      0.5874397072,     0.07438236788
        850,               8.5,       -5.47155459,      -6.306582452,      -7.117818503,                 0,       1.345823488,      0.6132908743,      0.0764794283
        851,              8.51,      -5.481998839,      -6.321121013,       -7.09246843,                 0,      0.4245485357,      0.4983760961,     0.07598126854
        852,              8.52,      -5.475188097,      -6.312460688,      -7.142655645,                 0,       1.962234556,      0.4863291896,      0.0737848266
        853,              8.53,      -5.504602989,      -6.342503415,      -7.114205116,                 0,       3.027598063,      0.5780823069,     0.07377736061
        854,              8.54,      -5.527177367,      -6.360545518,      -7.172165768,                 0,       1.630607567,      0.6046254095,     0.07559708288
        855,              8.55,       -5.54277219,      -6.382055287,      -7.143056075,                 0,      0.5514197991,      0.4856052986,     0.07542367829
        856,              8.56,      -5.538955034,      -6.374975546,      -7.203190392,                 0,       1.755874614,      0.4400796721,     0.07341762248
        857,              8.57,      -5.565361106,      -6.403795978,      -7.172367405,                 0,       2.875659177,      0.4989043286,     0.07309360895
        858,              8.58,      -5.588902716,      -6.421539505,      -7.234177061,                 0,       1.832592045,      0.5180227829,       0.074681419
        859,              8.59,      -5.606497064,      -6.446194461,      -7.203977458,                 0,      0.7072856482,      0.3991688318,     0.07484075014
        860,               8.6,      -5.604673688,      -6.440087323,      -7.267369304,                 0,       1.591075959,      0.3288361567,     0.07317592191
        861,              8.61,       -5.62607979,      -6.465335624,      -7.236778714,                 0,       2.696370361,      0.3565139833,     0.07272360983
        862,              8.62,      -5.648663063,      -6.481447559,      -7.296683199,                 0,       1.974459379,      0.3661878894,     0.07416008626
        863,              8.63,      -5.664962107,      -6.505341051,      -7.267248713,                 0,      0.8604543089,      0.2508512945,     0.07467184547
        864,              8.64,      -5.663806888,       -6.49935892,      -7.326694581,                 0,       1.448861468,      0.1631199613,     0.07342307386
        865,              8.65,      -5.678022568,      -6.518332465,      -7.299680919,                 0,       2.514501626,      0.1646910925,     0.07294129558
        866,              8.66,      -5.698191048,      -6.532014157,      -7.350173462,                 0,       2.086420951,      0.1675837434,     0.07427248305
        867,              8.67,      -5.710056397,      -6.551178129,      -7.326550989,                 0,       1.006713087,     0.06008798413,     0.07513760198
        868,              8.68,      -5.709946578,      -6.546198362,      -7.371383648,                 0,       1.319456025,    -0.03867486657,     0.07431301493
        869,              8.69,      -5.722061378,       -6.56254977,      -7.353535302,                 0,         2.3466291,    -0.05574362109,     0.07382727998
        870,               8.7,      -5.738221595,      -6.573610706,      -7.390348663,                 0,       2.178263121,    -0.05465541255,     0.07501810777
        871,              8.71,      -5.742388173,       -6.58359447,      -7.378393994,                 0,       1.160851204,     -0.1488883804,     0.07614604796
        872,              8.72,      -5.749809489,      -6.586696467,        -7.4035117,                 0,       1.221468342,     -0.2510137084,     0.07567508335
        873,              8.73,      -5.758119487,      -6.597872863,      -7.399936426,                 0,       2.187920244,     -0.2780087225,       0.075133493
        874,              8.74,      -5.776460297,       -6.61282004,       -7.41929253,                 0,       2.250491712,     -0.2733181961,     0.07608773116
        875,              8.75,      -5.779718855,       -6.61958027,      -7.425111935,                 0,       1.322097293,     -0.3492041875,     0.07729713121
        876,              8.76,      -5.789095617,      -6.627058641,      -7.433951679,                 0,       1.181072611,     -0.4438341036,     0.07707340921
        877,              8.77,      -5.793337763,      -6.632097033,      -7.446179336,                 0,        2.04460042,     -0.4718235441,     0.07644004503
        878,              8.78,      -5.814510178,      -6.651823203,      -7.448570137,                 0,       2.298552468,      -0.458734318,      0.0770712013
        879,              8.79,      -5.825848176,      -6.662838203,      -7.470163208,                 0,       1.484749311,     -0.5113583964,     0.07819064319
        880,               8.8,      -5.842293158,      -6.680076266,      -7.470259835,                 0,       1.200818223,     -0.5892586414,      0.0780858015
        881,              8.81,      -5.844690411,      -6.681462097,      -7.498232325,                 0,       1.939888141,     -0.6082184234,     0.07736982359
        882,              8.82,       -5.87333247,      -6.710258926,      -7.493152784,                 0,       2.299076866,      -0.583189644,     0.07767386385
        883,              8.83,      -5.889802124,      -6.724197378,      -7.531102576,                 0,       1.623367554,     -0.6103015131,     0.07857158004
        884,              8.84,      -5.912386548,      -6.749497569,      -7.524951892,                 0,        1.27207718,     -0.6634655629,     0.07848051965
        885,              8.85,      -5.920010693,      -6.754602004,      -7.569515144,                 0,       1.875714772,     -0.6660250178,     0.07772551021
        886,              8.86,        -5.9514676,      -6.787992776,      -7.559539098,                 0,       2.255981919,      -0.627531083,     0.07776919638
        887,              8.87,      -5.971408227,      -6.804275288,      -7.612248546,                 0,       1.718967115,     -0.6285638698,     0.07841490935
        888,              8.88,      -5.998470745,      -6.835274283,      -7.602444941,                 0,       1.361264429,      -0.653896111,     0.07830026551
        889,              8.89,      -6.009810454,      -6.843328891,      -7.660937667,                 0,       1.831305922,     -0.6369751171,     0.07757040178
        890,               8.9,      -6.042247038,      -6.878809245,      -7.648188525,                 0,       2.186340569,     -0.5854925241,     0.07746652141
        891,              8.91,      -6.063442141,      -6.895503143,      -7.711821883,                 0,        1.77243746,     -0.5618870279,     0.07793030546
        892,              8.92,      -6.092192886,      -6.928873538,      -7.697938788,                 0,       1.438987965,       -0.56077537,     0.07783514727
        893,              8.93,      -6.105033635,      -6.937504367,      -7.762977862,                 0,       1.790905059,     -0.5261701255,     0.07721362202
        894,              8.94,      -6.136033126,      -6.972736269,      -7.747245723,                 0,       2.105220582,     -0.4631000067,     0.07708594709
        895,              8.95,      -6.156052686,      -6.987429437,      -7.813742885,                 0,       1.795061491,      -0.418578548,     0.07748185747
        896,              8.96,      -6.183632449,      -7.020738369,      -7.797328907,                 0,       1.493524793,     -0.3951480509,     0.07748476119
        897,              8.97,      -6.195652935,      -7.028018721,      -7.861267995,                 0,       1.747068722,     -0.3472513713,     0.07704331707
        898,              8.98,      -6.222653105,      -7.060669677,       -7.84648434,                 0,       2.025420011,     -0.2753626272,     0.07698391609
        899,              8.99,      -6.239724919,      -7.071982718,      -7.907152072,                 0,       1.802140306,     -0.2151830864,     0.07740580555
        900,                 9,      -6.263237675,      -7.102174249,      -7.893498639,                 0,       1.528210607,     -0.1753788921,      0.0775649709
        901,              9.01,      -6.272491433,      -7.106028684,      -7.945384001,                 0,       1.702786239,     -0.1202874332,     0.07733363949
        902,              9.02,       -6.29277252,      -7.132269275,      -7.934701834,                 0,       1.957435399,    -0.04460237276,     0.07737858724
        903,              9.03,      -6.305602282,      -7.138634441,      -7.978554303,                 0,       1.811179342,     0.02441325184,     0.07786803396
        904,              9.04,      -6.322329381,      -7.161905575,      -7.969563405,                 0,       1.557384822,     0.07291940698,      0.0781968432
        905,              9.05,      -6.333223758,      -7.166703837,      -8.006609554,                 0,       1.666626589,      0.1278354717,     0.07814963103
        906,              9.06,      -6.351173406,      -7.190273898,      -8.002924847,                 0,       1.910763627,      0.2003313412,     0.07826396617
        907,              9.07,      -6.364619209,      -7.197738566,      -8.039899706,                 0,       1.830486798,       0.269699087,     0.07877473184
        908,              9.08,      -6.379578042,       -7.21866669,      -8.035907007,                 0,       1.597056415,      0.3182783674,      0.0791944569
        909,              9.09,      -6.393534928,      -7.227393418,      -8.066293518,                 0,       1.654700284,      0.3653159324,     0.07924698423
        910,               9.1,      -6.408021203,      -7.246908883,      -8.066397718,                 0,       1.883160212,       0.426199302,     0.07935328322
        911,              9.11,      -6.423620359,      -7.257435837,      -8.096965963,                 0,       1.857925319,      0.4861443469,      0.0797944136
        912,              9.12,      -6.439552892,      -7.277765995,      -8.101194271,                 0,       1.650361345,      0.5258631573,     0.08019497432
        913,              9.13,      -6.458876505,      -7.292746005,      -8.125541388,                 0,       1.667471243,      0.5574692563,       0.080247652
        914,              9.14,       -6.47479412,      -7.312203303,      -8.133491686,                 0,        1.87457002,      0.5989561503,       0.080272715
        915,              9.15,      -6.501455675,      -7.334309697,      -8.162558036,                 0,       1.886250825,      0.6408527488,     0.08056889701
        916,              9.16,      -6.522250117,      -7.358276621,      -8.178827755,                 0,       1.707953334,      0.6633767476,     0.08085324212
        917,              9.17,      -6.549362206,      -7.382093236,       -8.20485335,                 0,       1.703371332,       0.674352763,     0.08083304216
        918,              9.18,      -6.570290738,      -7.405776239,      -8.223030883,                 0,       1.877414334,      0.6917041799,     0.08075107229
        919,              9.19,      -6.603305036,      -7.435234381,      -8.254273752,                 0,       1.900301943,       0.709318152,     0.08087941477
        920,               9.2,       -6.62847691,      -7.463137992,      -8.278513206,                 0,       1.754832287,      0.7097225387,      0.0810111121
        921,              9.21,      -6.661092158,       -7.49308127,      -8.307436875,                 0,       1.741011991,      0.6980919866,     0.08090104683
        922,              9.22,      -6.685734888,      -7.520356256,      -8.332224473,                 0,       1.876512454,      0.6901470112,      0.0807325817
        923,              9.23,      -6.722472784,      -7.554159141,      -8.365847757,                 0,       1.897394534,      0.6819421641,     0.08073162959
        924,              9.24,      -6.750312825,      -7.585097966,      -8.395576768,                 0,       1.781816834,      0.6592991192,     0.08075000586
        925,              9.25,      -6.785720759,      -7.617790693,      -8.425092086,                 0,       1.763450373,      0.6260518004,     0.08059701174
        926,              9.26,      -6.812123612,      -7.646879985,      -8.456230449,                 0,       1.862303157,      0.5947724191,     0.08040917323
        927,              9.27,      -6.850279425,      -7.682058599,      -8.489140077,                 0,       1.877927396,      0.5630770908,     0.08036520409
        928,              9.28,       -6.87868229,      -7.713460928,      -8.523592721,                 0,       1.787327672,        0.52007287,     0.08036109575
        929,              9.29,      -6.914530998,      -7.746740078,       -8.55175127,                 0,       1.765272327,      0.4686579372,     0.08025025164
        930,               9.3,      -6.940264462,      -7.774747399,      -8.586554112,                 0,       1.834430911,      0.4185161621,     0.08012912104
        931,              9.31,      -6.977700536,      -7.809887028,      -8.616288343,                 0,        1.84694273,      0.3682858176,     0.08013552524
        932,              9.32,      -7.004233522,      -7.838884983,      -8.651925067,                 0,       1.777190996,       0.310072017,     0.08019788558
        933,              9.33,      -7.038447431,      -7.871519532,      -8.673679707,                 0,        1.75272081,      0.2457905646,     0.08020056437
        934,              9.34,      -7.061019145,      -7.895345267,      -8.711088652,                 0,       1.800971759,        0.18296769,     0.08020577903
        935,              9.35,      -7.096259716,      -7.929848588,       -8.73279121,                 0,       1.814748267,       0.121069816,     0.08031974913
        936,              9.36,      -7.118820733,      -7.953414869,      -8.770272656,                 0,       1.763646078,     0.05456507144,     0.08049699491
        937,              9.37,      -7.149921351,      -7.985105812,      -8.781888948,                 0,       1.739060062,    -0.01552383162,     0.08064145258
        938,              9.38,      -7.168069752,      -8.002121054,      -8.824011375,                 0,       1.774631417,    -0.08321489685,     0.08078417094
        939,              9.39,      -7.202763286,      -8.038409188,      -8.837149231,                 0,       1.794055526,     -0.1482374233,     0.08100624725
        940,               9.4,      -7.225034901,      -8.058540749,      -8.881142234,                 0,       1.760926318,     -0.2144571091,     0.08127899179
        941,              9.41,       -7.25895414,      -8.095801137,      -8.886571361,                 0,       1.739780881,     -0.2815682892,     0.08152002415
        942,              9.42,      -7.278780429,      -8.110987649,      -8.937245961,                 0,       1.768567936,     -0.3447169462,     0.08173887792
        943,              9.43,      -7.316875693,      -8.153663669,      -8.946716387,                 0,       1.792886015,     -0.4031667483,     0.08199782803
        944,              9.44,      -7.340872835,      -8.172516691,      -8.997301369,                 0,       1.775052497,      -0.459621105,     0.08228239608
