"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633116828231889e-05, 1.316228745484334e+00, 7.195191886534437e-01, 1.046142717866461e-01, 3.769182368357244e+00
1, 9.990000128750000e-01, -1.453928213834987e-04, 1.180507520065846e+00, 7.141139818249145e-01, 1.041751134598170e-01, 3.392092144182420e+00
2, 9.977599978450000e-01, -3.266357880093585e-04, 1.171690541239990e+00, 7.656276510741875e-01, 1.130027311018718e-01, 3.377229896050893e+00
3, 9.960200190539999e-01, -5.852246900042821e-04, 1.158075895874259e+00, 7.861549576116619e-01, 1.192056752550320e-01, 3.343801802343244e+00
4, 9.937800168990000e-01, -9.301253565435895e-04, 1.149037190704511e+00, 7.951294226688315e-01, 1.263974623408781e-01, 3.320909855021005e+00
5, 9.910500049590000e-01, -1.375281190866579e-03, 1.142882828517654e+00, 8.037188705666204e-01, 1.365574490792258e-01, 3.306038899374938e+00
6, 9.878399968150000e-01, -1.939376252417859e-03, 1.135269315197138e+00, 8.110347696967944e-01, 1.489630517556369e-01, 3.287057945738728e+00
7, 9.841300249100000e-01, -2.646276448656227e-03, 1.125371927843614e+00, 8.205177888774851e-01, 1.625018637663757e-01, 3.262398881410458e+00
8, 9.799500107769999e-01, -3.501971791046835e-03, 1.112170358398852e+00, 8.330997279970229e-01, 1.750093291065054e-01, 3.229439016389205e+00
9, 9.752799868580000e-01, -4.505404677843566e-03, 1.095816456048761e+00, 8.487853306872902e-01, 1.838758325203097e-01, 3.188563773502276e+00
10, 9.701499938960000e-01, -5.624989470025602e-03, 1.077332225144625e+00, 8.664177466030810e-01, 1.870738791906973e-01, 3.142292371277587e+00
11, 9.645400047300000e-01, -6.824343927415702e-03, 1.058739184020228e+00, 8.838549175002495e-01, 1.838375562373082e-01, 3.095645145434319e+00
12, 9.584699869160000e-01, -8.054374539365684e-03, 1.042787682823761e+00, 8.988876045245752e-01, 1.751725123837867e-01, 3.055588839810479e+00
13, 9.519400000570000e-01, -9.279794935424898e-03, 1.031368074003205e+00, 9.100348590904206e-01, 1.635478378785482e-01, 3.026904996965496e+00
14, 9.449599981310000e-01, -1.048233587895506e-02, 1.024793126580312e+00, 9.170216986293623e-01, 1.518555006685363e-01, 3.010388605405331e+00
15, 9.375399947170000e-01, -1.166438411559774e-02, 1.021887046965748e+00, 9.206000072571247e-01, 1.423181517803195e-01, 3.003062914730161e+00
16, 9.296900033950000e-01, -1.284296743597367e-02, 1.020823572850221e+00, 9.221340512401723e-01, 1.359062727763787e-01, 3.000336209999078e+00
17, 9.214000105860000e-01, -1.404313271832425e-02, 1.019955260104340e+00, 9.229615509813857e-01, 1.324385247146487e-01, 2.998074562093454e+00
18, 9.126999974250000e-01, -1.528091441563639e-02, 1.018253286187817e+00, 9.240142980516938e-01, 1.310432572644637e-01, 2.993699692875054e+00
19, 9.035800099370001e-01, -1.657035652257015e-02, 1.015349746327907e+00, 9.256994872157385e-01, 1.307086135188315e-01, 2.986287301647160e+00
20, 8.940600156780000e-01, -1.791287673582170e-02, 1.011353960035292e+00, 9.280558571498343e-01, 1.306193287756157e-01, 2.976118627032468e+00
21, 8.841500282290000e-01, -1.930503154161021e-02, 1.006580473097753e+00, 9.308839924351752e-01, 1.302857441245318e-01, 2.963979408096851e+00
22, 8.738499879840000e-01, -2.074145528942007e-02, 1.001362995815509e+00, 9.339373217129169e-01, 1.295173683150569e-01, 2.950703132556782e+00
23, 8.631799817090000e-01, -2.221313380454727e-02, 9.959783733588228e-01, 9.370427316819321e-01, 1.283232859156618e-01, 2.936993231580147e+00
24, 8.521599769590000e-01, -2.371179313226213e-02, 9.905671472884235e-01, 9.400622146213973e-01, 1.267922560939498e-01, 2.923195381775518e+00
25, 8.407700061800000e-01, -2.523571179155475e-02, 9.851893360859414e-01, 9.429600611512208e-01, 1.250336068202751e-01, 2.909465168945963e+00
26, 8.290500044819999e-01, -2.677610447625364e-02, 9.798364249137439e-01, 9.457249328557988e-01, 1.231186301912159e-01, 2.895778622416912e+00
27, 8.170099854470000e-01, -2.832889576538564e-02, 9.744777810207177e-01, 9.483825427576832e-01, 1.210860281626264e-01, 2.882061486823183e+00
28, 8.046399950980000e-01, -2.989268555030676e-02, 9.690787076400206e-01, 9.509341125844630e-01, 1.189407196541866e-01, 2.868221023383527e+00
29, 7.919700145720000e-01, -3.146083952108708e-02, 9.636327968614511e-01, 9.533938068984265e-01, 1.166674619520649e-01, 2.854243539922508e+00
30, 7.790099978450000e-01, -3.302904610531556e-02, 9.581440508170069e-01, 9.557799788594873e-01, 1.142506402087758e-01, 2.840144620498330e+00
31, 7.657799720760000e-01, -3.459150681737592e-02, 9.525947112190273e-01, 9.580744600178721e-01, 1.116682371087570e-01, 2.825871158265827e+00
