"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633181114024860e-05, 1.320480559617007e+00, 6.969713373073371e-01, 1.013642147415836e-01, 3.777443861247134e+00
1, 9.990000128750000e-01, -1.454333976902335e-04, 1.187938707457221e+00, 7.014590201448645e-01, 1.024855464999834e-01, 3.410443175672483e+00
2, 9.977599978450000e-01, -3.270805356876791e-04, 1.179197059007697e+00, 7.538356727231663e-01, 1.118588788140479e-01, 3.395717290677084e+00
3, 9.960200190539999e-01, -5.876236252841220e-04, 1.165989259652754e+00, 7.737703550570473e-01, 1.189237045153730e-01, 3.363198853801982e+00
4, 9.937800168990000e-01, -9.387789225611957e-04, 1.157727155318511e+00, 7.822446587207588e-01, 1.277270658074062e-01, 3.342330466370488e+00
5, 9.910500049590000e-01, -1.399141237195883e-03, 1.152025419148271e+00, 7.901131244585172e-01, 1.402846665250152e-01, 3.328586681035327e+00
6, 9.878399968150000e-01, -1.993430099513760e-03, 1.144423035689103e+00, 7.971942945210323e-01, 1.558265445570466e-01, 3.309655847876726e+00
7, 9.841300249100000e-01, -2.751780846950266e-03, 1.133793649903132e+00, 8.072390995556503e-01, 1.728898920559315e-01, 3.283190300891488e+00
8, 9.799500107769999e-01, -3.683262560780190e-03, 1.118928863285086e+00, 8.214756327185490e-01, 1.887895957605756e-01, 3.246106711861503e+00
9, 9.752799868580000e-01, -4.785675754792572e-03, 1.099934054738165e+00, 8.399171781165637e-01, 2.002182251186825e-01, 3.198664132934859e+00
10, 9.701499938960000e-01, -6.019376212422453e-03, 1.077931991287705e+00, 8.611281586907191e-01, 2.045153557114800e-01, 3.143606601832622e+00
11, 9.645400047300000e-01, -7.336389307793182e-03, 1.055312458096858e+00, 8.823661603360491e-01, 2.005417467503368e-01, 3.086838987229064e+00
12, 9.584699869160000e-01, -8.673975977369528e-03, 1.035734916328747e+00, 9.006960963135727e-01, 1.894377121689118e-01, 3.037635740495110e+00
13, 9.519400000570000e-01, -9.986468583522291e-03, 1.022005842503020e+00, 9.141164278324230e-01, 1.743466910152972e-01, 3.003126173657607e+00
14, 9.449599981310000e-01, -1.125069571306422e-02, 1.014749368709757e+00, 9.222009928076955e-01, 1.590678767507195e-01, 2.984901268253536e+00
15, 9.375399947170000e-01, -1.247028533550715e-02, 1.012445357127961e+00, 9.258729834486626e-01, 1.465616290635054e-01, 2.979102683134298e+00
16, 9.296900033950000e-01, -1.366786885053205e-02, 1.012630168544141e+00, 9.268815102956589e-01, 1.381349933776462e-01, 2.979526388048618e+00
17, 9.214000105860000e-01, -1.487565924391517e-02, 1.013081692490799e+00, 9.269655447312415e-01, 1.335629148215390e-01, 2.980591275128761e+00
18, 9.126999974250000e-01, -1.611589373461388e-02, 1.012416477249465e+00, 9.273389271109076e-01, 1.317072525106855e-01, 2.978824859603912e+00
19, 9.035800099370001e-01, -1.740658214233212e-02, 1.010165969531861e+00, 9.285314606193662e-01, 1.312478330001584e-01, 2.973050082086577e+00
20, 8.940600156780000e-01, -1.875065336874019e-02, 1.006494839257074e+00, 9.305887140441523e-01, 1.311247189205755e-01, 2.963689310625318e+00
21, 8.841500282290000e-01, -2.014436614040085e-02, 1.001836264311227e+00, 9.332565137120877e-01, 1.307062840389405e-01, 2.951828367087489e+00
22, 8.738499879840000e-01, -2.158114807345942e-02, 9.966476092752702e-01, 9.362189176370439e-01, 1.297522339549078e-01, 2.938613732431113e+00
23, 8.631799817090000e-01, -2.305064193856111e-02, 9.913014007203361e-01, 9.392387968577692e-01, 1.282818766648887e-01, 2.924989431697131e+00
24, 8.521599769590000e-01, -2.454358460022748e-02, 9.860030346633787e-01, 9.421471502124464e-01, 1.264237332456067e-01, 2.911468032647512e+00
