"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,         428,     -0.5276663045,       2.648999238,       2.740857764
          0,           0,         429,     -0.5276663046,       2.648995679,       2.740854205
          0,           0,         430,     -0.5276663047,       2.648995867,       2.740854393
          0,           0,         431,     -0.5276663004,       2.649070735,       2.740929246
          0,           0,         432,      -0.527666299,         2.6490901,       2.740948608
          0,           0,         433,     -0.5276663002,       2.649073048,        2.74093156
          0,           0,         434,     -0.5276662977,        2.64911056,       2.740969065
          0,           0,         435,     -0.5276662981,        2.64910554,       2.740964046
          0,           0,         436,     -0.5276662979,       2.649112876,        2.74097138
          0,           0,         437,     -0.5276663033,        2.64903462,       2.740893139
          0,           0,         438,     -0.5276663006,       2.649066318,       2.740924831
          0,           0,         439,     -0.5276662998,       2.649078445,       2.740936956
          0,           0,         440,     -0.5276663004,       2.649064598,       2.740923111
          0,           0,         441,     -0.5276662967,       2.649117239,       2.740975743
          0,           0,         442,     -0.5276663008,       2.649060843,       2.740919357
          0,           0,         443,     -0.5276662978,       2.649109571,       2.740968076
          0,           0,         444,     -0.5276662947,        2.64915085,       2.741009348
          0,           0,         445,     -0.5276662977,       2.649111206,       2.740969711
          0,           0,         446,     -0.5276663004,       2.649072048,       2.740930561
          0,           0,         447,     -0.5276663006,        2.64906974,       2.740928253
          0,           0,         448,     -0.5276663007,       2.649064384,       2.740922898
          0,           0,         449,     -0.5276663018,       2.649044934,       2.740903451
          0,           0,         450,     -0.5276663016,       2.649047658,       2.740906175
          0,           0,         451,     -0.5276663033,        2.64902246,       2.740880982
          0,           0,         452,     -0.5276663033,       2.649022023,       2.740880545
          0,           0,         453,     -0.5276663048,       2.648999737,       2.740858263
          0,           0,         454,     -0.5276663038,       2.649016413,       2.740874936
          0,           0,         455,     -0.5276663012,       2.649052107,       2.740910623
          0,           0,         456,     -0.5276663024,       2.649032639,       2.740891159
          0,           0,         457,     -0.5276662983,       2.649093441,       2.740951949
          0,           0,         458,     -0.5276662982,       2.649099351,       2.740957858
          0,           0,         459,     -0.5276662988,       2.649091336,       2.740949844
          0,           0,         460,     -0.5276663029,       2.649033225,       2.740891744
          0,           0,         461,     -0.5276662991,       2.649084359,       2.740942868
          0,           0,         462,     -0.5276662993,       2.649085163,       2.740943672
          0,           0,         463,     -0.5276663018,       2.649042524,       2.740901041
          0,           0,         464,     -0.5276663051,       2.648997573,       2.740856098
          0,           0,         465,     -0.5276663039,       2.649011084,       2.740869607
          0,           0,         466,      -0.527666304,       2.649013674,       2.740872196
          0,           0,         467,     -0.5276663014,       2.649050837,       2.740909352
          0,           0,         468,     -0.5276663046,       2.649008079,       2.740866603
          0,           0,         469,     -0.5276663021,       2.649043369,       2.740901886
          0,           0,         470,     -0.5276663023,       2.649039433,       2.740897951
          0,           0,         471,     -0.5276663026,       2.649034249,       2.740892768
          0,           0,         472,     -0.5276663023,       2.649039787,       2.740898304
          0,           0,         473,     -0.5276663004,       2.649064796,       2.740923309
          0,           0,         474,     -0.5276662985,       2.649095676,       2.740954183
          0,           0,         475,     -0.5276663055,       2.648996515,       2.740855041
          0,           0,         476,     -0.5276662992,       2.649088258,       2.740946767
          0,           0,         477,     -0.5276663022,       2.649043458,       2.740901976
          0,           0,         478,     -0.5276663026,        2.64903589,       2.740894409
          0,           0,         479,     -0.5276663002,        2.64907122,       2.740929732
          0,           0,         480,     -0.5276662998,       2.649081285,       2.740939795
          0,           0,         481,     -0.5276662997,       2.649085018,       2.740943527
          0,           0,         482,     -0.5276663009,       2.649061684,       2.740920197
          0,           0,         483,     -0.5276663036,       2.649021508,        2.74088003
          0,           0,         484,     -0.5276663041,       2.649012283,       2.740870807
          0,           0,         485,     -0.5276663077,       2.648962388,       2.740820921
          0,           0,         486,     -0.5276663024,       2.649033683,       2.740892203
          0,           0,         487,     -0.5276663057,       2.648983611,       2.740842139
          0,           0,         488,     -0.5276662981,       2.649089686,       2.740948195
          0,           0,         489,     -0.5276663062,       2.648978415,       2.740836945
          0,           0,         490,     -0.5276663059,        2.64898146,       2.740839989
          0,           0,         491,     -0.5276663032,       2.649021421,       2.740879943
          0,           0,         492,     -0.5276663057,        2.64898506,       2.740843589
          0,           0,         493,     -0.5276663034,       2.649018234,       2.740876756
          0,           0,         494,     -0.5276663049,        2.64899613,       2.740854656
          0,           0,         495,     -0.5276663041,       2.649007454,       2.740865978
          0,           0,         496,     -0.5276663085,       2.648941742,       2.740800279
          0,           0,         497,     -0.5276663071,       2.648962584,       2.740821117
          0,           0,         498,     -0.5276663083,       2.648944761,       2.740803298
          0,           0,         499,     -0.5276663071,        2.64896298,       2.740821512
          0,           0,         500,     -0.5276663053,       2.648990093,       2.740848621
          0,           0,         501,      -0.527666306,       2.648979466,       2.740837995
          0,           0,         502,     -0.5276663023,       2.649034618,       2.740893137
          0,           0,         503,     -0.5276663048,        2.64900155,       2.740860075
          0,           0,         504,     -0.5276663046,        2.64899731,       2.740855836
          0,           0,         505,     -0.5276663051,       2.648990123,       2.740848651
          0,           0,         506,     -0.5276663052,       2.648991325,       2.740849852
          0,           0,         507,      -0.527666304,       2.649006319,       2.740864843
          0,           0,         508,     -0.5276663058,       2.648976664,       2.740835194
          0,           0,         509,     -0.5276663041,        2.64900034,       2.740858865
          0,           0,         510,     -0.5276663039,       2.649001089,       2.740859614
          0,           0,         511,     -0.5276663063,       2.648970668,       2.740829198
          0,           0,         512,     -0.5276663052,        2.64898567,       2.740844197
          0,           0,         513,      -0.527666307,       2.648961581,       2.740820113
          0,           0,         514,     -0.5276663064,        2.64897236,        2.74083089
          0,           0,         515,     -0.5276663059,        2.64897936,        2.74083789
          0,           0,         516,     -0.5276663071,       2.648961865,       2.740820398
          0,           0,         517,     -0.5276663022,       2.649030852,       2.740889372
          0,           0,         518,     -0.5276663028,        2.64902277,       2.740881291
          0,           0,         519,     -0.5276663016,       2.649042988,       2.740901505
          0,           0,         520,     -0.5276663037,       2.649018274,       2.740876796
          0,           0,         521,      -0.527666305,       2.649000664,       2.740859189
          0,           0,         522,     -0.5276663019,       2.649045117,       2.740903634
          0,           0,         523,     -0.5276663039,       2.649017722,       2.740876244
          0,           0,         524,      -0.527666304,       2.649016085,       2.740874607
          0,           0,         525,     -0.5276663047,       2.649006736,        2.74086526
          0,           0,         526,      -0.527666302,       2.649047147,       2.740905663
          0,           0,         527,     -0.5276663002,       2.649072206,       2.740930718
          0,           0,         528,     -0.5276663017,       2.649051238,       2.740909754
          0,           0,         529,        -0.5276663,       2.649077579,       2.740936091
          0,           0,         530,     -0.5276663003,       2.649071377,       2.740929889
          0,           0,         531,     -0.5276662988,       2.649091243,       2.740949751
          0,           0,         532,     -0.5276663029,       2.649034503,       2.740893022
          0,           0,         533,     -0.5276663032,       2.649019186,       2.740877707
          0,           0,         534,     -0.5276663026,       2.649030352,       2.740888872
          0,           0,         535,     -0.5276663032,       2.649023781,       2.740882302
          0,           0,         536,     -0.5276663028,       2.649031812,       2.740890332
          0,           0,         537,     -0.5276663009,       2.649061249,       2.740919764
          0,           0,         538,     -0.5276663025,       2.649041619,       2.740900137
          0,           0,         539,      -0.527666303,       2.649029847,       2.740888367
          0,           0,         540,     -0.5276662992,       2.649084783,       2.740943292
          0,           0,         541,     -0.5276663036,       2.649023659,        2.74088218
          0,           0,         542,     -0.5276663058,       2.648988575,       2.740847102
          0,           0,         543,      -0.527666301,       2.649056723,       2.740915238
          0,           0,         544,     -0.5276663031,       2.649027603,       2.740886123
          0,           0,         545,     -0.5276663018,       2.649045325,       2.740903842
          0,           0,         546,     -0.5276663044,        2.64900463,       2.740863155
          0,           0,         547,     -0.5276663038,       2.649010374,       2.740868898
          0,           0,         548,     -0.5276663041,       2.649005738,       2.740864263
          0,           0,         549,      -0.527666302,       2.649039077,       2.740897595
          0,           0,         550,     -0.5276663018,       2.649047513,        2.74090603
          0,           0,         551,     -0.5276663011,       2.649054304,       2.740912819
          0,           0,         552,     -0.5276663021,        2.64904015,       2.740898668
          0,           0,         553,     -0.5276663024,         2.6490317,       2.740890219
          0,           0,         554,     -0.5276663037,       2.649013542,       2.740872064
          0,           0,         555,     -0.5276663061,       2.648977351,        2.74083588
          0,           0,         556,     -0.5276663071,         2.6489617,       2.740820233
          0,           0,         557,     -0.5276663068,       2.648963269,       2.740821801
          0,           0,         558,     -0.5276663084,       2.648944106,       2.740802642
          0,           0,         559,     -0.5276663031,       2.649017755,       2.740876277
          0,           0,         560,     -0.5276663021,       2.649035121,        2.74089364
          0,           0,         561,      -0.527666302,       2.649037976,       2.740896494
          0,           0,         562,     -0.5276663056,       2.648988705,       2.740847233
          0,           0,         563,     -0.5276663006,       2.649058968,       2.740917482
          0,           0,         564,     -0.5276662995,       2.649075784,       2.740934295
          0,           0,         565,     -0.5276663016,       2.649047501,       2.740906018
          0,           0,         566,     -0.5276663086,       2.648950711,       2.740809246
          0,           0,         567,     -0.5276663013,       2.649049139,       2.740907655
          0,           0,         568,     -0.5276663044,       2.649007131,       2.740865655
          0,           0,         569,     -0.5276663026,        2.64903014,        2.74088866
          0,           0,         570,     -0.5276662982,       2.649096541,       2.740955048
          0,           0,         571,     -0.5276663024,       2.649032263,       2.740890782
          0,           0,         572,     -0.5276663024,       2.649030192,       2.740888712
          0,           0,         573,     -0.5276663042,       2.649003357,       2.740861882
          0,           0,         574,     -0.5276663053,       2.648987621,       2.740846148
          0,           0,         575,     -0.5276663007,       2.649053499,       2.740912014
          0,           0,         576,     -0.5276663013,       2.649043799,       2.740902316
          0,           0,         577,     -0.5276663081,       2.648948708,       2.740807244
          0,           0,         578,     -0.5276663046,       2.648992104,        2.74085063
          0,           0,         579,     -0.5276663088,       2.648923896,       2.740782436
          0,           0,         580,     -0.5276663107,       2.648898246,        2.74075679
          0,           0,         581,     -0.5276663075,       2.648943515,       2.740802051
          0,           0,         582,     -0.5276663069,       2.648949571,       2.740808106
          0,           0,         583,     -0.5276663058,       2.648965555,       2.740824087
          0,           0,         584,     -0.5276663095,        2.64891305,       2.740771592
          0,           0,         585,     -0.5276663066,       2.648951868,       2.740810403
          0,           0,         586,     -0.5276663085,        2.64892516,       2.740783699
          0,           0,         587,     -0.5276663095,        2.64891016,       2.740768703
          0,           0,         588,     -0.5276663089,       2.648921742,       2.740780282
          0,           0,         589,     -0.5276663076,        2.64893774,       2.740796277
          0,           0,         590,     -0.5276663109,       2.648886737,       2.740745283
          0,           0,         591,     -0.5276663047,       2.648972989,       2.740831519
          0,           0,         592,     -0.5276663079,        2.64893046,       2.740788998
          0,           0,         593,     -0.5276663061,       2.648955468,       2.740814001
          0,           0,         594,     -0.5276663099,       2.648904756,       2.740763299
          0,           0,         595,     -0.5276663096,       2.648908602,       2.740767144
          0,           0,         596,     -0.5276663047,       2.648981736,       2.740840265
          0,           0,         597,     -0.5276663071,       2.648944508,       2.740803044
          0,           0,         598,     -0.5276663071,       2.648944722,       2.740803258
          0,           0,         599,      -0.527666309,       2.648918929,        2.74077747
          0,           0,         600,     -0.5276663074,       2.648942291,       2.740800827
          0,           0,         601,     -0.5276663093,       2.648918218,       2.740776759
          0,           0,         602,     -0.5276663079,       2.648937131,       2.740795669
          0,           0,         603,     -0.5276663097,       2.648908699,       2.740767242
          0,           0,         604,     -0.5276663067,       2.648949182,       2.740807717
          0,           0,         605,     -0.5276663116,       2.648878775,       2.740737324
          0,           0,         606,     -0.5276663114,       2.648886609,       2.740745156
          0,           0,         607,      -0.527666309,       2.648916944,       2.740775486
          0,           0,         608,     -0.5276663065,       2.648955486,        2.74081402
          0,           0,         609,     -0.5276663073,       2.648945493,       2.740804029
          0,           0,         610,     -0.5276663137,        2.64886105,       2.740719602
          0,           0,         611,     -0.5276663101,       2.648913035,       2.740771577
          0,           0,         612,     -0.5276663087,        2.64893146,       2.740789999
          0,           0,         613,     -0.5276663062,        2.64896554,       2.740824072
          0,           0,         614,     -0.5276663045,       2.648989829,       2.740848357
          0,           0,         615,     -0.5276663071,       2.648955139,       2.740813674
          0,           0,         616,      -0.527666307,       2.648952663,       2.740811198
          0,           0,         617,     -0.5276663078,       2.648946229,       2.740804765
          0,           0,         618,      -0.527666306,       2.648971837,       2.740830368
          0,           0,         619,      -0.527666307,        2.64895758,       2.740816114
          0,           0,         620,     -0.5276663072,       2.648950664,       2.740809199
          0,           0,         621,     -0.5276663056,       2.648975081,       2.740833612
          0,           0,         622,     -0.5276663044,       2.648997431,       2.740855958
          0,           0,         623,     -0.5276663039,       2.649008016,       2.740866541
          0,           0,         624,     -0.5276663024,       2.649030427,       2.740888948
          0,           0,         625,     -0.5276663037,       2.649009738,       2.740868263
          0,           0,         626,     -0.5276663051,       2.648990546,       2.740849074
          0,           0,         627,     -0.5276663037,       2.649010979,       2.740869503
          0,           0,         628,     -0.5276663029,        2.64902125,       2.740879772
          0,           0,         629,     -0.5276663059,       2.648977824,       2.740836355
          0,           0,         630,     -0.5276663028,        2.64902665,       2.740885172
          0,           0,         631,     -0.5276663025,       2.649029181,       2.740887701
          0,           0,         632,     -0.5276663008,       2.649049175,       2.740907692
          0,           0,         633,     -0.5276663057,       2.648974262,       2.740832793
          0,           0,         634,     -0.5276663049,        2.64898462,       2.740843149
          0,           0,         635,     -0.5276663052,       2.648982343,       2.740840873
          0,           0,         636,     -0.5276663052,       2.648982271,       2.740840801
          0,           0,         637,     -0.5276663065,       2.648967745,       2.740826278
          0,           0,         638,     -0.5276663069,       2.648968019,       2.740826552
          0,           0,         639,     -0.5276663021,       2.649038365,       2.740896884
          0,           0,         640,     -0.5276663018,       2.649043201,       2.740901719
          0,           0,         641,      -0.527666306,       2.648982701,       2.740841231
          0,           0,         642,      -0.527666301,       2.649056736,       2.740915252
          0,           0,         643,     -0.5276663005,       2.649063517,       2.740922032
          0,           0,         644,     -0.5276663042,       2.649011335,        2.74086986
          0,           0,         645,     -0.5276663042,       2.649015012,       2.740873535
          0,           0,         646,     -0.5276663002,       2.649073116,       2.740931629
          0,           0,         647,     -0.5276663014,       2.649057076,       2.740915591
          0,           0,         648,     -0.5276662891,        2.64928076,       2.741139233
          0,           0,         649,     -0.5276662903,       2.649266323,       2.741124799
          0,           0,         650,     -0.5276662907,       2.649262454,       2.741120931
          0,           0,         651,     -0.5276662929,       2.649233048,       2.741091531
          0,           0,         652,     -0.5276662888,       2.649289906,       2.741148378
          0,           0,         653,     -0.5276662867,       2.649331646,        2.74119011
          0,           0,         654,     -0.5276662856,       2.649347084,       2.741205544
          0,           0,         655,     -0.5276662879,       2.649315159,       2.741173626
          0,           0,         656,      -0.527666284,       2.649365654,       2.741224111
          0,           0,         657,     -0.5276662883,       2.649308443,       2.741166911
          0,           0,         658,     -0.5276662868,       2.649331357,       2.741189821
          0,           0,         659,     -0.5276662857,       2.649347853,       2.741206314
          0,           0,         660,     -0.5276662867,       2.649332913,       2.741191377
          0,           0,         661,     -0.5276662862,       2.649338686,       2.741197149
          0,           0,         662,     -0.5276662866,       2.649330908,       2.741189372
          0,           0,         663,     -0.5276662888,       2.649299086,       2.741157556
          0,           0,         664,     -0.5276662863,       2.649329026,       2.741187491
          0,           0,         665,      -0.527666291,       2.649259406,       2.741117884
          0,           0,         666,     -0.5276662915,       2.649253052,       2.741111531
          0,           0,         667,     -0.5276662927,       2.649237002,       2.741095484
          0,           0,         668,     -0.5276662876,       2.649308855,       2.741167323
          0,           0,         669,     -0.5276662875,       2.649309434,       2.741167902
          0,           0,         670,     -0.5276662906,        2.64926499,       2.741123467
          0,           0,         671,     -0.5276662887,       2.649290839,       2.741149311
          0,           0,         672,     -0.5276662922,       2.649240904,       2.741099386
          0,           0,         673,      -0.527666289,       2.649289272,       2.741147743
          0,           0,         674,     -0.5276662895,       2.649283741,       2.741142214
          0,           0,         675,     -0.5276662883,       2.649299937,       2.741158407
          0,           0,         676,      -0.527666288,       2.649306714,       2.741165183
          0,           0,         677,      -0.527666287,       2.649320845,       2.741179311
          0,           0,         678,     -0.5276662882,       2.649304595,       2.741163064
          0,           0,         679,     -0.5276662883,       2.649302039,       2.741160508
          0,           0,         680,     -0.5276662882,       2.649305016,       2.741163485
          0,           0,         681,     -0.5276662836,       2.649367544,       2.741226001
          0,           0,         682,     -0.5276662888,       2.649298952,       2.741157422
          0,           0,         683,     -0.5276662883,       2.649305891,        2.74116436
          0,           0,         684,     -0.5276662874,       2.649323358,       2.741181824
          0,           0,         685,     -0.5276662893,       2.649295508,       2.741153979
          0,           0,         686,     -0.5276662853,       2.649349866,       2.741208327
          0,           0,         687,     -0.5276662869,       2.649332304,       2.741190769
          0,           0,         688,     -0.5276662845,       2.649365377,       2.741223835
          0,           0,         689,     -0.5276662808,       2.649423279,       2.741281726
          0,           0,         690,     -0.5276662855,       2.649359946,       2.741218405
          0,           0,         691,     -0.5276662862,       2.649345464,       2.741203926
          0,           0,         692,     -0.5276662865,       2.649341061,       2.741199524
          0,           0,         693,     -0.5276662842,       2.649373878,       2.741232335
          0,           0,         694,     -0.5276662849,       2.649360231,        2.74121869
          0,           0,         695,     -0.5276662805,       2.649425232,       2.741283679
          0,           0,         696,     -0.5276662826,       2.649395194,       2.741253646
          0,           0,         697,     -0.5276662826,        2.64939042,       2.741248873
          0,           0,         698,     -0.5276662869,       2.649328588,       2.741187053
          0,           0,         699,     -0.5276662911,       2.649266489,       2.741124966
          0,           0,         700,     -0.5276662873,       2.649322627,       2.741181093
          0,           0,         701,     -0.5276662847,       2.649358939,       2.741217399
          0,           0,         702,     -0.5276662905,       2.649268323,       2.741126799
          0,           0,         703,      -0.527666291,       2.649259905,       2.741118382
          0,           0,         704,     -0.5276662918,        2.64924602,         2.7411045
          0,           0,         705,      -0.527666293,       2.649230672,       2.741089155
          0,           0,         706,     -0.5276662903,       2.649270327,       2.741128802
          0,           0,         707,     -0.5276662907,       2.649266295,       2.741124771
          0,           0,         708,     -0.5276662892,       2.649290935,       2.741149407
          0,           0,         709,     -0.5276662872,        2.64932098,       2.741179446
          0,           0,         710,     -0.5276662861,        2.64933804,       2.741196503
          0,           0,         711,     -0.5276662868,       2.649331675,        2.74119014
          0,           0,         712,     -0.5276662871,       2.649328596,       2.741187061
          0,           0,         713,     -0.5276662867,       2.649333973,       2.741192437
          0,           0,         714,     -0.5276662868,       2.649333859,       2.741192322
          0,           0,         715,     -0.5276662907,       2.649276815,       2.741135289
          0,           0,         716,      -0.527666289,       2.649303528,       2.741161998
          0,           0,         717,     -0.5276662849,       2.649362576,       2.741221034
          0,           0,         718,     -0.5276662872,       2.649331833,       2.741190298
          0,           0,         719,     -0.5276662844,       2.649373658,       2.741232114
          0,           0,         720,      -0.527666286,       2.649352724,       2.741211184
          0,           0,         721,     -0.5276662795,       2.649447354,       2.741305796
          0,           0,         722,     -0.5276662827,       2.649403684,       2.741262135
          0,           0,         723,     -0.5276662821,        2.64941093,        2.74126938
          0,           0,         724,     -0.5276662903,       2.649292395,       2.741150867
          0,           0,         725,     -0.5276662852,       2.649363647,       2.741222105
          0,           0,         726,     -0.5276662856,       2.649357823,       2.741216282
          0,           0,         727,     -0.5276662878,       2.649325006,       2.741183471
          0,           0,         728,     -0.5276662842,       2.649373882,       2.741232339
          0,           0,         729,     -0.5276662875,        2.64932812,       2.741186585
          0,           0,         730,     -0.5276662805,       2.649428177,       2.741286623
          0,           0,         731,     -0.5276662841,       2.649377643,       2.741236099
          0,           0,         732,     -0.5276662875,       2.649330262,       2.741188727
          0,           0,         733,     -0.5276662841,       2.649380761,       2.741239216
          0,           0,         734,     -0.5276662827,       2.649403525,       2.741261976
          0,           0,         735,     -0.5276662853,       2.649366509,       2.741224967
          0,           0,         736,     -0.5276662841,       2.649385021,       2.741243475
          0,           0,         737,     -0.5276662838,        2.64938494,       2.741243394
          0,           0,         738,     -0.5276662844,       2.649377279,       2.741235735
          0,           0,         739,     -0.5276662844,       2.649372226,       2.741230682
          0,           0,         740,     -0.5276662873,       2.649332729,       2.741191193
          0,           0,         741,     -0.5276662842,       2.649373148,       2.741231605
          0,           0,         742,     -0.5276662866,       2.649339027,        2.74119749
          0,           0,         743,     -0.5276662876,       2.649324925,       2.741183391
          0,           0,         744,     -0.5276662868,       2.649337961,       2.741196425
          0,           0,         745,     -0.5276662866,       2.649334917,       2.741193381
          0,           0,         746,     -0.5276662869,        2.64933547,       2.741193933
          0,           0,         747,     -0.5276662862,       2.649342284,       2.741200746
          0,           0,         748,     -0.5276662846,         2.6493647,       2.741223157
          0,           0,         749,     -0.5276662876,       2.649323674,        2.74118214
          0,           0,         750,     -0.5276662821,       2.649401319,        2.74125977
          0,           0,         751,     -0.5276662871,       2.649329468,       2.741187932
          0,           0,         752,     -0.5276662861,       2.649344119,        2.74120258
          0,           0,         753,     -0.5276662853,       2.649353026,       2.741211486
          0,           0,         754,     -0.5276662898,       2.649282587,       2.741141061
          0,           0,         755,     -0.5276662923,       2.649252564,       2.741111043
          0,           0,         756,     -0.5276662881,       2.649310996,       2.741169464
          0,           0,         757,      -0.527666289,       2.649295636,       2.741154107
          0,           0,         758,     -0.5276662898,       2.649286488,       2.741144961
          0,           0,         759,       -0.52766629,       2.649282207,       2.741140681
          0,           0,         760,      -0.527666288,       2.649310355,       2.741168824
          0,           0,         761,     -0.5276662871,       2.649319995,       2.741178461
          0,           0,         762,     -0.5276662847,       2.649354582,       2.741213042
          0,           0,         763,     -0.5276662901,       2.649274913,       2.741133388
          0,           0,         764,     -0.5276662881,       2.649303614,       2.741162084
          0,           0,         765,     -0.5276662917,       2.649253743,       2.741112222
          0,           0,         766,      -0.527666291,       2.649266676,       2.741125153
          0,           0,         767,     -0.5276662888,       2.649296944,       2.741155415
          0,           0,         768,     -0.5276662921,       2.649247308,       2.741105788
          0,           0,         769,     -0.5276662911,        2.64926009,       2.741118568
          0,           0,         770,       -0.52766629,        2.64927856,       2.741137034
          0,           0,         771,     -0.5276662909,       2.649267359,       2.741125836
          0,           0,         772,     -0.5276662905,       2.649269561,       2.741128037
          0,           0,         773,     -0.5276662893,       2.649287429,       2.741145901
          0,           0,         774,      -0.527666289,       2.649291527,       2.741149999
          0,           0,         775,     -0.5276662929,       2.649235981,       2.741094463
          0,           0,         776,     -0.5276662913,       2.649252005,       2.741110484
          0,           0,         777,     -0.5276662944,        2.64921549,       2.741073976
          0,           0,         778,     -0.5276662893,       2.649285806,       2.741144279
          0,           0,         779,     -0.5276662901,       2.649274952,       2.741133427
          0,           0,         780,     -0.5276662932,       2.649228983,       2.741087467
          0,           0,         781,      -0.527666291,        2.64926093,       2.741119408
          0,           0,         782,     -0.5276662943,       2.649215142,       2.741073628
          0,           0,         783,     -0.5276662949,       2.649206937,       2.741065424
          0,           0,         784,     -0.5276662906,       2.649267706,       2.741126182
          0,           0,         785,     -0.5276662901,       2.649277898,       2.741136372
          0,           0,         786,     -0.5276662912,       2.649262139,       2.741120616
          0,           0,         787,     -0.5276662907,       2.649264235,       2.741122712
          0,           0,         788,     -0.5276662958,       2.649196716,       2.741055206
          0,           0,         789,      -0.527666291,       2.649260169,       2.741118647
          0,           0,         790,      -0.527666292,       2.649246973,       2.741105453
          0,           0,         791,     -0.5276662891,       2.649291729,       2.741150201
          0,           0,         792,     -0.5276662889,       2.649297624,       2.741156094
          0,           0,         793,     -0.5276662876,       2.649318751,       2.741177217
          0,           0,         794,      -0.527666284,       2.649365728,       2.741224186
          0,           0,         795,     -0.5276662882,       2.649306314,       2.741164782
          0,           0,         796,     -0.5276662913,        2.64925953,       2.741118008
          0,           0,         797,     -0.5276662949,       2.649208391,       2.741066878
          0,           0,         798,     -0.5276662937,       2.649224746,        2.74108323
          0,           0,         799,     -0.5276662923,        2.64924703,        2.74110551
          0,           0,         800,     -0.5276662894,       2.649283541,       2.741142014
          0,           0,         801,     -0.5276662872,       2.649317552,       2.741176018
          0,           0,         802,     -0.5276662915,       2.649251836,       2.741110314
          0,           0,         803,     -0.5276662964,       2.649179872,       2.741038364
          0,           0,         804,     -0.5276662914,       2.649256869,       2.741115347
          0,           0,         805,     -0.5276662912,       2.649256121,       2.741114599
          0,           0,         806,     -0.5276662902,       2.649264477,       2.741122953
          0,           0,         807,     -0.5276662911,       2.649252564,       2.741111042
          0,           0,         808,     -0.5276662969,       2.649172221,       2.741030715
          0,           0,         809,      -0.527666292,       2.649240049,       2.741098529
          0,           0,         810,     -0.5276662917,       2.649243884,       2.741102364
          0,           0,         811,     -0.5276662914,        2.64924885,       2.741107329
          0,           0,         812,     -0.5276662928,       2.649232634,       2.741091116
          0,           0,         813,     -0.5276662921,       2.649241416,       2.741099897
          0,           0,         814,     -0.5276662909,        2.64925672,       2.741115198
          0,           0,         815,      -0.527666292,       2.649245182,       2.741103662
          0,           0,         816,     -0.5276662925,       2.649239861,       2.741098342
          0,           0,         817,     -0.5276662901,       2.649273604,       2.741132079
          0,           0,         818,     -0.5276662934,       2.649231821,       2.741090303
          0,           0,         819,     -0.5276662916,       2.649259145,       2.741117623
          0,           0,         820,      -0.527666291,       2.649262062,       2.741120539
          0,           0,         821,     -0.5276662897,       2.649283431,       2.741141904
          0,           0,         822,     -0.5276662868,       2.649326104,        2.74118457
          0,           0,         823,     -0.5276662908,       2.649265741,       2.741124218
          0,           0,         824,     -0.5276662893,       2.649288216,       2.741146688
          0,           0,         825,     -0.5276662907,       2.649263138,       2.741121616
          0,           0,         826,     -0.5276662895,       2.649277875,        2.74113635
          0,           0,         827,     -0.5276662923,       2.649239056,       2.741097538
          0,           0,         828,     -0.5276662958,       2.649189636,       2.741048128
          0,           0,         829,     -0.5276662951,       2.649200211,         2.7410587
          0,           0,         830,     -0.5276662915,       2.649252906,       2.741111386
          0,           0,         831,     -0.5276662932,         2.6492294,       2.741087884
          0,           0,         832,     -0.5276662886,       2.649292521,       2.741150993
          0,           0,         833,     -0.5276662906,       2.649263282,       2.741121759
          0,           0,         834,     -0.5276662928,        2.64922853,       2.741087014
          0,           0,         835,     -0.5276662942,       2.649210137,       2.741068625
          0,           0,         836,     -0.5276662927,       2.649228928,       2.741087412
          0,           0,         837,     -0.5276662967,       2.649172139,       2.741030633
          0,           0,         838,      -0.527666294,       2.649209956,       2.741068443
          0,           0,         839,     -0.5276662964,       2.649173639,       2.741032133
          0,           0,         840,     -0.5276662942,       2.649203747,       2.741062235
          0,           0,         841,      -0.527666291,       2.649248502,       2.741106982
          0,           0,         842,     -0.5276662927,       2.649228617,         2.7410871
          0,           0,         843,     -0.5276662932,       2.649225823,       2.741084307
          0,           0,         844,     -0.5276662914,       2.649253534,       2.741112013
          0,           0,         845,     -0.5276662887,       2.649289263,       2.741147734
          0,           0,         846,     -0.5276662933,        2.64922413,       2.741082614
          0,           0,         847,     -0.5276662933,       2.649220423,       2.741078908
          0,           0,         848,     -0.5276662903,       2.649264057,       2.741122533
          0,           0,         849,      -0.527666293,       2.649225668,       2.741084152
          0,           0,         850,     -0.5276662983,        2.64915487,       2.741013367
          0,           0,         851,     -0.5276662927,        2.64923609,       2.741094571
          0,           0,         852,     -0.5276662889,       2.649289324,       2.741147796
          0,           0,         853,     -0.5276662904,       2.649267644,        2.74112612
          0,           0,         854,       -0.52766629,       2.649275091,       2.741133565
          0,           0,         855,     -0.5276662925,       2.649237213,       2.741095695
          0,           0,         856,     -0.5276662854,       2.649337813,       2.741196276
          0,           0,         857,     -0.5276662933,       2.649227665,       2.741086149
          0,           0,         858,     -0.5276662905,       2.649265986,       2.741124462
          0,           0,         859,     -0.5276662933,        2.64922262,       2.741081105
          0,           0,         860,      -0.527666292,       2.649241125,       2.741099606
          0,           0,         861,     -0.5276662926,       2.649232507,        2.74109099
          0,           0,         862,     -0.5276662949,       2.649202982,        2.74106147
          0,           0,         863,     -0.5276662928,       2.649233433,       2.741091916
          0,           0,         864,     -0.5276662913,       2.649250378,       2.741108857
