"PointID","x","y"
49, 4.960500001910000e-01, -6.692607924000527e-02
50, 4.802699983120000e-01, -6.732050000338097e-02
51, 4.645099937920000e-01, -6.765284848849135e-02
52, 4.487800002100000e-01, -6.793173266415758e-02
53, 4.331099987030000e-01, -6.816536074138724e-02
54, 4.174999892710000e-01, -6.836211930709046e-02
55, 4.019699990750000e-01, -6.852954241132880e-02
56, 3.865399956700000e-01, -6.867447160632587e-02
57, 3.712300062180000e-01, -6.880285245618835e-02
58, 3.560400009160000e-01, -6.891971175765822e-02
59, 3.409900069240000e-01, -6.902869845178085e-02
60, 3.261100053790000e-01, -6.913209678304413e-02
61, 3.113999962810000e-01, -6.923101752493328e-02
62, 2.968699932100000e-01, -6.932506210617603e-02
63, 2.825500071050000e-01, -6.941225452553604e-02
64, 2.684499919410000e-01, -6.948931215700788e-02
65, 2.545700073240000e-01, -6.955157492257506e-02
66, 2.409400045870000e-01, -6.959287805518743e-02
67, 2.275699973110000e-01, -6.960588558854885e-02
68, 2.144699990750000e-01, -6.958205295900592e-02
69, 2.016600072380000e-01, -6.951179160928771e-02
70, 1.891400069000000e-01, -6.938443975196942e-02
71, 1.769299954180000e-01, -6.918861533482185e-02
72, 1.650400012730000e-01, -6.891216997104753e-02
73, 1.534900069240000e-01, -6.854271887463181e-02
74, 1.422899961470000e-01, -6.806737501829398e-02
75, 1.314399987460000e-01, -6.747241914910533e-02
76, 1.209499984980000e-01, -6.674422206462455e-02
77, 1.108499988910000e-01, -6.587103756124017e-02
78, 1.011300012470000e-01, -6.483824981422873e-02
79, 9.181000292300000e-02, -6.363420191625883e-02
80, 8.290000259900000e-02, -6.224715402230553e-02
81, 7.440000027400000e-02, -6.066427534782910e-02
82, 6.633000075800000e-02, -5.887727384148259e-02
83, 5.869000032500000e-02, -5.687514256160105e-02
84, 5.149000138000000e-02, -5.465019006088565e-02
85, 4.473999887700000e-02, -5.219677508786245e-02
86, 3.844000026600000e-02, -4.950727029375376e-02
87, 3.260000050100000e-02, -4.657967739153820e-02
88, 2.723000012300000e-02, -4.341565505509033e-02
89, 2.232000045500000e-02, -4.000668676287745e-02
90, 1.789999939500000e-02, -3.637565847036336e-02
91, 1.394999958600000e-02, -3.251177040548175e-02
92, 1.049000024800000e-02, -2.844337868709462e-02
93, 7.519999985000000e-03, -2.418932632673676e-02
94, 5.040000193000000e-03, -1.977582067627120e-02
95, 3.049999941000000e-03, -1.523892289268255e-02
96, 1.560000004000000e-03, -1.066397819561401e-02
97, 5.600000150000000e-04, -6.113978905013625e-03
98, 5.999999800000000e-05, -1.804700754666186e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.517357868573846e-03
101, 5.600000150000000e-04, 4.718119005014509e-03
102, 1.560000004000000e-03, 7.826889883174117e-03
103, 3.049999941000000e-03, 1.078280845851994e-02
104, 5.040000193000000e-03, 1.359219248382843e-02
105, 7.519999985000000e-03, 1.623536498122944e-02
106, 1.049000024800000e-02, 1.871797348687764e-02
107, 1.394999958600000e-02, 2.104773948999692e-02
108, 1.789999939500000e-02, 2.323406189169839e-02
109, 2.232000045500000e-02, 2.527897675758975e-02
110, 2.723000012300000e-02, 2.720470624121746e-02
111, 3.260000050100000e-02, 2.901262873313533e-02
112, 3.844000026600000e-02, 3.072011732713348e-02
113, 4.473999887700000e-02, 3.233704662499582e-02
114, 5.149000138000000e-02, 3.387356788839060e-02
115, 5.869000032500000e-02, 3.534157498685203e-02
116, 6.633000075800000e-02, 3.675000116742672e-02
117, 7.440000027400000e-02, 3.810726361145455e-02
118, 8.290000259900000e-02, 3.942256368614726e-02
119, 9.181000292300000e-02, 4.070108717873271e-02
120, 1.011300012470000e-01, 4.195014836752352e-02
121, 1.108499988910000e-01, 4.317456597545800e-02
122, 1.209499984980000e-01, 4.437706281394786e-02
123, 1.314399987460000e-01, 4.556293077338004e-02
124, 1.422899961470000e-01, 4.673183622442319e-02
125, 1.534900069240000e-01, 4.788488820997073e-02
126, 1.650400012730000e-01, 4.902317665584871e-02
127, 1.769299954180000e-01, 5.014576406928967e-02
128, 1.891400069000000e-01, 5.124992502079256e-02
129, 2.016600072380000e-01, 5.233306080319601e-02
130, 2.144699990750000e-01, 5.339093768128939e-02
131, 2.275699973110000e-01, 5.442023105516789e-02
132, 2.409400045870000e-01, 5.541527355884468e-02
133, 2.545700073240000e-01, 5.637057016525664e-02
134, 2.684499919410000e-01, 5.728001186700114e-02
135, 2.825500071050000e-01, 5.813577534361271e-02
136, 2.968699932100000e-01, 5.893154774112976e-02
137, 3.113999962810000e-01, 5.965993698901070e-02
138, 3.261100053790000e-01, 6.031238303909527e-02
139, 3.409900069240000e-01, 6.088126660059499e-02
140, 3.560400009160000e-01, 6.135910829662184e-02
141, 3.712300062180000e-01, 6.173744383102721e-02
142, 3.865399956700000e-01, 6.200853871093529e-02
143, 4.019699990750000e-01, 6.216522724445737e-02
144, 4.174999892710000e-01, 6.220030349649112e-02
145, 4.331099987030000e-01, 6.210722181933984e-02
146, 4.487800002100000e-01, 6.188022918460880e-02
147, 4.645099937920000e-01, 6.151394182889434e-02
148, 4.802699983120000e-01, 6.100440421357366e-02
149, 4.960500001910000e-01, 6.034826530133769e-02
150, 5.118399858470000e-01, 5.954308456624439e-02
151, 5.276100039480000e-01, 5.858873641245794e-02
152, 5.433599948880000e-01, 5.748473469292488e-02
153, 5.590599775310000e-01, 5.623394515199217e-02
154, 5.747100114820000e-01, 5.483845605364026e-02
155, 5.902799963950000e-01, 5.330443391911288e-02
156, 6.057599782940000e-01, 5.163791093171162e-02
157, 6.211299896240000e-01, 4.984752387494931e-02
158, 6.363800168040000e-01, 4.794234971248452e-02
159, 6.514999866490000e-01, 4.593281519621094e-02
160, 6.664699912070000e-01, 4.383204457150360e-02
161, 6.812700033190000e-01, 4.165462574096864e-02
162, 6.958900094030001e-01, 3.941483717273590e-02
163, 7.103199958800001e-01, 3.712777281157131e-02
164, 7.245299816130000e-01, 3.481244066226816e-02
165, 7.385200262070000e-01, 3.248345723726540e-02
166, 7.522799968720000e-01, 3.015715439774904e-02
167, 7.657799720760000e-01, 2.785314638158960e-02
168, 7.790099978450000e-01, 2.558731066669361e-02
169, 7.919700145720000e-01, 2.337318231085543e-02
170, 8.046399950980000e-01, 2.122685715521977e-02
171, 8.170099854470000e-01, 1.916155346403031e-02
172, 8.290500044819999e-01, 1.719216699887644e-02
173, 8.407700061800000e-01, 1.532477599293612e-02
174, 8.521599769590000e-01, 1.356576625230311e-02
175, 8.631799817090000e-01, 1.192178203057287e-02
176, 8.738499879840000e-01, 1.038530984645907e-02
177, 8.841500282290000e-01, 8.949663400360346e-03
178, 8.940600156780000e-01, 7.604181276648568e-03
179, 9.035800099370001e-01, 6.335426564526774e-03
180, 9.126999974250000e-01, 5.137585962774092e-03
181, 9.214000105860000e-01, 4.019647669577439e-03
182, 9.296900033950000e-01, 3.005632710715183e-03
183, 9.375399947170000e-01, 2.142438188163669e-03
184, 9.449599981310000e-01, 1.479937766182268e-03
185, 9.519400000570000e-01, 1.059330723501124e-03
186, 9.584699869160000e-01, 8.888708222486675e-04
187, 9.645400047300000e-01, 9.300165277162384e-04
188, 9.701499938960000e-01, 1.101267381311095e-03
189, 9.752799868580000e-01, 1.299323546673593e-03
190, 9.799500107769999e-01, 1.432376156301681e-03
191, 9.841300249100000e-01, 1.443668139150088e-03
192, 9.878399968150000e-01, 1.323918990578855e-03
193, 9.910500049590000e-01, 1.103827208001166e-03
194, 9.937800168990000e-01, 8.317299361207639e-04
195, 9.960200190539999e-01, 5.579581431831443e-04
196, 9.977599978450000e-01, 3.215820237451607e-04
197, 9.990000128750000e-01, 1.449318159555665e-04
198, 9.997500181200000e-01, 3.632386510313383e-05
199, 1.000000000000000e+00, 0.000000000000000e+00
