"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         141,       -7.89081381,       -7.52048387,      -7.501724633,      -7.465709639,      -7.312233926,      -12.10139392
          0,           0,         142,      -7.899939756,      -7.532019605,       -7.50765299,       -7.47142451,      -7.321610381,       -12.1123451
          0,           0,         143,      -7.909055504,      -7.543537571,      -7.513683827,      -7.477247027,      -7.330982348,      -12.12331292
          0,           0,         144,      -7.918159555,      -7.555037049,      -7.519812021,      -7.483171609,      -7.340347757,      -12.13429843
          0,           0,         145,      -7.927251453,      -7.566517656,      -7.526033129,      -7.489193369,      -7.349705775,      -12.14530274
          0,           0,         146,      -7.936322691,      -7.577979321,       -7.53234342,      -7.495307832,      -7.359046263,      -12.15632675
          0,           0,         147,        -7.9453814,      -7.589421268,      -7.538738998,      -7.501511463,      -7.368378595,      -12.16737109
          0,           0,         148,       -7.95443488,      -7.600843496,      -7.545215915,       -7.50779974,      -7.377711011,      -12.17843634
          0,           0,         149,      -7.963486452,      -7.612247663,      -7.551770662,      -7.514168373,      -7.387047071,      -12.18952298
          0,           0,         150,      -7.972538526,      -7.623635907,      -7.558399863,      -7.520614582,      -7.396389881,      -12.20063126
          0,           0,         151,      -7.981590206,      -7.635009264,      -7.565099912,      -7.527135361,        -7.4057391,       -12.2117608
          0,           0,         152,      -7.990638825,      -7.646368441,      -7.571867453,      -7.533728007,      -7.415092094,      -12.22291069
          0,           0,         153,       -7.99968256,      -7.657714343,      -7.578699274,      -7.540389645,      -7.424446692,      -12.23407956
          0,           0,         154,      -8.008721069,      -7.669048552,      -7.585592525,      -7.547117304,      -7.433802302,        -12.245266
          0,           0,         155,      -8.017755403,      -7.680373235,      -7.592544651,       -7.55390814,      -7.443159898,      -12.25646879
          0,           0,         156,      -8.026786941,      -7.691690447,      -7.599553296,      -7.560759491,      -7.452520796,      -12.26768713
          0,           0,         157,      -8.035816638,      -7.703001703,      -7.606616229,       -7.56766877,      -7.461885738,      -12.27892172
          0,           0,         158,      -8.044843543,      -7.714308172,      -7.613731408,      -7.574633429,      -7.471253302,      -12.29017281
          0,           0,         159,      -8.053862864,      -7.725610875,      -7.620897088,      -7.581650945,      -7.480617372,       -12.3014367
          0,           0,         160,      -8.062878737,      -7.736909815,      -7.628112007,      -7.588719352,      -7.489983199,        -12.312716
          0,           0,         161,      -8.071891196,      -7.748202999,      -7.635374537,      -7.595836077,      -7.499351157,      -12.32401123
          0,           0,         162,        -8.0808996,      -7.759488965,       -7.64268287,      -7.602998616,      -7.508720399,      -12.33532474
          0,           0,         163,      -8.089904601,      -7.770767357,      -7.650035212,      -7.610204714,      -7.518091744,      -12.34665801
          0,           0,         164,      -8.098906726,       -7.78203908,      -7.657429789,      -7.617452241,       -7.52746591,      -12.35800291
          0,           0,         165,      -8.107906748,      -7.793305663,      -7.664864907,      -7.624739388,       -7.53684379,      -12.36937636
          0,           0,         166,      -8.116904976,      -7.804569191,      -7.672338818,      -7.632064468,      -7.546225639,      -12.38075513
          0,           0,         167,      -8.125900657,      -7.815830569,      -7.679849544,       -7.63942568,      -7.555610436,        -12.392149
          0,           0,         168,      -8.134892907,      -7.827091215,      -7.687394794,      -7.646820937,      -7.564996941,      -12.40355791
          0,           0,         169,      -8.143879741,      -7.838349103,      -7.694971945,      -7.654247644,      -7.574382992,      -12.41498186
          0,           0,         170,      -8.152860014,      -7.849603719,       -7.70257816,      -7.661702984,      -7.583767137,      -12.42642091
          0,           0,         171,      -8.161832466,      -7.860854076,      -7.710210499,      -7.669184016,      -7.593147969,        -12.437875
          0,           0,         172,      -8.170795667,      -7.872099077,      -7.717866092,      -7.676687851,      -7.602523939,      -12.44934396
          0,           0,         173,      -8.179748544,      -7.883337853,       -7.72554226,      -7.684211779,      -7.611893879,      -12.46082753
          0,           0,         174,       -8.18869032,      -7.894569896,      -7.733236554,       -7.69175329,      -7.621256872,      -12.47232563
          0,           0,         175,      -8.197620399,      -7.905795008,      -7.740946726,       -7.69931004,      -7.630612118,      -12.48383778
          0,           0,         176,      -8.206538243,       -7.91701321,      -7.748670686,      -7.706879819,      -7.639958842,      -12.49536399
          0,           0,         177,      -8.215443255,      -7.928224596,      -7.756406469,      -7.714460544,      -7.649296151,      -12.50690371
          0,           0,         178,       -8.22433443,      -7.939429068,      -7.764152202,      -7.722050245,      -7.658622642,      -12.51845713
          0,           0,         179,      -8.233210909,      -7.950626461,      -7.771906124,      -7.729647103,      -7.667937125,      -12.53002432
          0,           0,         180,      -8.242072207,       -7.96181648,      -7.779666635,      -7.737249536,      -7.677238829,      -12.54160545
          0,           0,         181,      -8.250916005,      -7.972999353,      -7.787432288,      -7.744856137,      -7.686524632,      -12.55320082
          0,           0,         182,      -8.259743436,       -7.98417392,      -7.795201825,      -7.752465736,      -7.695795931,      -12.56481067
          0,           0,         183,      -8.268554932,      -7.995339112,      -7.802974035,       -7.76007722,      -7.705053347,      -12.57643507
          0,           0,         184,      -8.277350088,      -8.006494004,      -7.810747667,      -7.767689517,      -7.714296384,      -12.58807383
          0,           0,         185,      -8.286128555,      -8.017637994,      -7.818521444,      -7.775301578,      -7.723524583,      -12.59972671
          0,           0,         186,      -8.294890015,       -8.02877088,      -7.826294099,      -7.782912358,      -7.732737513,      -12.61139339
          0,           0,         187,      -8.303634142,      -8.039892749,      -7.834064407,      -7.790520828,      -7.741934704,      -12.62307362
          0,           0,         188,      -8.312360619,      -8.051003931,      -7.841831207,      -7.798126001,      -7.751115631,      -12.63476728
          0,           0,         189,       -8.32106915,      -8.062104836,      -7.849593411,       -7.80572694,      -7.760279742,      -12.64647437
          0,           0,         190,      -8.329759454,      -8.073195813,       -7.85735001,      -7.813322759,      -7.769426486,      -12.65819527
          0,           0,         191,      -8.338431064,      -8.084277043,      -7.865100102,      -7.820912648,      -7.778555074,      -12.66993056
          0,           0,         192,       -8.34708361,      -8.095348616,      -7.872842945,      -7.828495927,      -7.787664869,      -12.68168045
          0,           0,         193,      -8.355717046,      -8.106410462,      -7.880577948,      -7.836072049,      -7.796755682,       -12.6934447
          0,           0,         194,       -8.36433144,      -8.117462352,      -7.888304675,      -7.843640602,      -7.805827472,      -12.70522287
          0,           0,         195,      -8.372926774,      -8.128503995,      -7.896022833,      -7.851201312,      -7.814880116,       -12.7170146
          0,           0,         196,      -8.381502992,       -8.13953515,      -7.903732279,      -7.858754044,      -7.823913459,      -12.72881974
          0,           0,         197,      -8.390060002,      -8.150555638,      -7.911433009,      -7.866298817,       -7.83292731,      -12.74063826
          0,           0,         198,      -8.398597722,      -8.161565271,      -7.919125141,      -7.873835782,      -7.841921487,      -12.75247022
          0,           0,         199,      -8.407116135,      -8.172563858,      -7.926808874,      -7.881365183,      -7.850895898,      -12.76431589
          0,           0,         200,      -8.415615229,      -8.183551149,      -7.934484437,      -7.888887273,      -7.859850471,      -12.77617545
          0,           0,         201,      -8.424094993,       -8.19452686,      -7.942152039,      -7.896402265,      -7.868785141,      -12.78804896
          0,           0,         202,      -8.432555248,      -8.205490651,      -7.949811868,      -7.903910323,      -7.877699619,      -12.79993647
          0,           0,         203,      -8.440995003,      -8.216441936,      -7.957464093,      -7.911411583,      -7.886592464,      -12.81183814
          0,           0,         204,      -8.449416299,      -8.227380277,      -7.965108763,      -7.918906426,      -7.895466381,      -12.82375398
          0,           0,         205,      -8.457818106,       -8.23830516,      -7.972745961,      -7.926394676,      -7.904319976,      -12.83568374
          0,           0,         206,      -8.466201237,      -8.249216527,      -7.980375837,      -7.933876437,      -7.913154219,      -12.84762733
          0,           0,         207,      -8.474566084,      -8.260114459,      -7.987998612,      -7.941352035,      -7.921969757,      -12.85958464
          0,           0,         208,      -8.482912409,      -8.270998897,      -7.995614569,      -7.948821841,      -7.930766478,      -12.87155576
          0,           0,         209,      -8.491239899,      -8.281869574,      -8.003223988,       -7.95628612,      -7.939544055,      -12.88354088
          0,           0,         210,      -8.499548499,      -8.292726221,      -8.010827104,      -7.963744999,      -7.948302339,       -12.8955402
          0,           0,         211,      -8.507840088,      -8.303570418,      -8.018424067,      -7.971198612,      -7.957042912,      -12.90755369
          0,           0,         212,       -8.51611321,       -8.31440088,      -8.026013722,      -7.978646789,      -7.965764499,      -12.91958069
          0,           0,         213,      -8.524368062,      -8.325217101,      -8.033597462,      -7.986089841,      -7.974467401,      -12.93162134
          0,           0,         214,      -8.532604737,      -8.336019032,      -8.041175622,      -7.993527742,      -7.983151488,      -12.94367534
          0,           0,         215,       -8.54082323,      -8.346806296,      -8.048748315,      -8.000960554,      -7.991816764,      -12.95574459
          0,           0,         216,      -8.549023654,      -8.357578728,      -8.056315513,      -8.008388415,      -8.000463387,      -12.96782957
          0,           0,         217,      -8.557206007,      -8.368335884,      -8.063877168,      -8.015811476,      -8.009091396,      -12.97992723
          0,           0,         218,      -8.565370315,      -8.379077364,      -8.071433295,      -8.023229883,      -8.017700857,      -12.99203506
          0,           0,         219,      -8.573516502,      -8.389802643,      -8.078983976,      -8.030643783,      -8.026291743,      -13.00415641
          0,           0,         220,      -8.581644523,      -8.400511245,      -8.086529343,       -8.03805335,      -8.034864051,      -13.01629058
          0,           0,         221,      -8.589754456,      -8.411202799,      -8.094069574,      -8.045458802,      -8.043417905,      -13.02843731
          0,           0,         222,      -8.597846484,       -8.42187702,      -8.101604903,      -8.052860413,      -8.051953549,      -13.04059683
          0,           0,         223,      -8.605920856,      -8.432533721,      -8.109135614,      -8.060258512,      -8.060471309,      -13.05276929
          0,           0,         224,      -8.613977839,       -8.44317266,      -8.116662006,      -8.067653445,      -8.068971543,      -13.06495472
          0,           0,         225,      -8.622017693,      -8.453793685,       -8.12418438,      -8.075045555,       -8.07745461,      -13.07715328
          0,           0,         226,      -8.630040671,      -8.464396659,      -8.131703028,      -8.082435173,      -8.085920866,      -13.08936508
          0,           0,         227,      -8.638046985,      -8.474981403,      -8.139218215,      -8.089822603,      -8.094370625,      -13.10159009
          0,           0,         228,      -8.646036806,      -8.485547718,      -8.146730159,      -8.097208106,      -8.102804166,       -13.1138283
          0,           0,         229,      -8.654010241,      -8.496094952,      -8.154239024,       -8.10459189,      -8.111221714,      -13.12607989
          0,           0,         230,       -8.66196742,      -8.506623128,      -8.161744932,      -8.111974101,      -8.119623496,      -13.13834507
          0,           0,         231,      -8.669908473,        -8.5171323,      -8.169247969,      -8.119354834,      -8.128009697,      -13.15062407
          0,           0,         232,      -8.677833514,      -8.527622309,      -8.176748201,      -8.126734159,      -8.136380487,      -13.16291661
          0,           0,         233,      -8.685742619,      -8.538092915,      -8.184245723,      -8.134112157,      -8.144736037,      -13.17522752
          0,           0,         234,      -8.693635871,      -8.548543859,       -8.19174068,      -8.141488953,      -8.153076545,      -13.18755952
          0,           0,         235,      -8.701513439,      -8.558974956,      -8.199233251,      -8.148864705,      -8.161402295,      -13.19989601
