"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633228550030646e-05, 1.435083365596709e-01, -4.223039949763364e-01, -9.467741425336078e-02, 1.369676341415338e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.290603072817591e+00
1, 9.990000128750000e-01, -1.454633389843079e-04, -1.159696703905317e-01, 1.027536416865476e-01, -7.980490403786554e-02, -2.005041012724549e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.694361579682185e-01
2, 9.977599978450000e-01, -3.274087222641381e-04, -1.229194774809772e-01, 1.293014669613720e-01, -1.015404307447719e-01, -2.422081537265171e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.778065813895122e-02
3, 9.960200190539999e-01, -5.893938985080824e-04, -1.344247895999802e-01, 1.505857347588818e-01, -1.035430722242312e-01, -2.895802137654090e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.415204687634548e-02
4, 9.937800168990000e-01, -9.451650727582735e-04, -1.475088337453369e-01, 1.737301057428302e-01, -1.129110771112609e-01, -3.435253384333306e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.220131464994602e-02
5, 9.910500049590000e-01, -1.416750770919387e-03, -1.519532729578403e-01, 1.831939870414485e-01, -1.263749814352668e-01, -3.618396196706970e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.724735121071822e-02
6, 9.878399968150000e-01, -2.033327972274196e-03, -1.501169239318715e-01, 1.838244831479368e-01, -1.441031205600686e-01, -3.623512717229074e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.285651216033984e-02
7, 9.841300249100000e-01, -2.829666943889619e-03, -1.402511459509229e-01, 1.732066360685780e-01, -1.649303510326999e-01, -3.410033221187014e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.943995705248212e-02
8, 9.799500107769999e-01, -3.817124794380972e-03, -1.209489340770538e-01, 1.494344695491063e-01, -1.863242840553593e-01, -2.949356202916746e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.563221213498799e-02
9, 9.752799868580000e-01, -4.992685948932402e-03, -9.214619589581956e-02, 1.124814610019004e-01, -2.046837041000702e-01, -2.240280202436709e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.092063974251122e-02
10, 9.701499938960000e-01, -6.310796381260407e-03, -5.585108888053181e-02, 6.525046686449622e-02, -2.161563557153878e-01, -1.332710456526215e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.005424877866438e-03
11, 9.645400047300000e-01, -7.714975848546637e-03, -1.635910433524984e-02, 1.358234772405861e-02, -2.177293606766790e-01, -3.357849512059276e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.826195475832506e-04
12, 9.584699869160000e-01, -9.132470326653951e-03, 1.974493284665272e-02, -3.406067883361713e-02, -2.086441567039115e-01, 5.846480939533546e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.178997893032228e-03
13, 9.519400000570000e-01, -1.051001058016749e-02, 4.582179329531164e-02, -6.933666721989225e-02, -1.915573032731277e-01, 1.252094002216731e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.217562125182128e-03
14, 9.449599981310000e-01, -1.182086595087610e-02, 5.838399869273547e-02, -8.777421842688674e-02, -1.716210130964579e-01, 1.571629309282266e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.896804208654109e-03
15, 9.375399947170000e-01, -1.306963604678852e-02, 5.926110012786296e-02, -9.127724941273084e-02, -1.539867767151051e-01, 1.587350669183616e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.419599887893383e-03
16, 9.296900033950000e-01, -1.428313955358533e-02, 5.412051237968182e-02, -8.648698220150448e-02, -1.416054856717312e-01, 1.444378608435148e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.394403480925965e-03
17, 9.214000105860000e-01, -1.549893163565587e-02, 4.850164982049753e-02, -8.024420852614751e-02, -1.346383773166926e-01, 1.291047802951562e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.818847547042725e-03
18, 9.126999974250000e-01, -1.674386415911771e-02, 4.584791913807861e-02, -7.696347345022253e-02, -1.318065312320044e-01, 1.213635133982086e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.428035251417527e-03
19, 9.035800099370001e-01, -1.803891354398791e-02, 4.698571836960896e-02, -7.793830048299732e-02, -1.312800347938059e-01, 1.237018239094199e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.832970500572850e-03
20, 8.940600156780000e-01, -1.938813921025660e-02, 5.155723857147762e-02, -8.291991267757701e-02, -1.315888433374120e-01, 1.348809190305117e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.178049634433504e-03
21, 8.841500282290000e-01, -2.078757699195316e-02, 5.854681729810400e-02, -9.077971991147801e-02, -1.317769337704465e-01, 1.523520298633036e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.617595978585151e-03
22, 8.738499879840000e-01, -2.222973748417632e-02, 6.683728189853681e-02, -1.002281095518278e-01, -1.313558879322745e-01, 1.732795959487950e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.242414344923256e-03
23, 8.631799817090000e-01, -2.370320098739600e-02, 7.566849303132561e-02, -1.103314809756445e-01, -1.303119609736537e-01, 1.954483038040718e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.849818279431351e-04
24, 8.521599769590000e-01, -2.519786168877333e-02, 8.442403867094821e-02, -1.203658830997104e-01, -1.287081459510030e-01, 2.175536080143902e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.881257529133916e-04
25, 8.407700061800000e-01, -2.671101281369787e-02, 9.296794042819058e-02, -1.301295256430025e-01, -1.267913107524941e-01, 2.389497387177972e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.415280539158877e-04
26, 8.290500044819999e-01, -2.823376350768971e-02, 1.011991528037697e-01, -1.395095839565600e-01, -1.246677619286575e-01, 2.597028522280967e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.415425258644588e-04
27, 8.170099854470000e-01, -2.976257761861819e-02, 1.092544105727835e-01, -1.486463945389380e-01, -1.224586434428011e-01, 2.799761194670708e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.196278923350963e-04
28, 8.046399950980000e-01, -3.129696834344453e-02, 1.172714675463397e-01, -1.576888332177668e-01, -1.202081234123112e-01, 3.001246706955407e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.184192560362634e-04
29, 7.919700145720000e-01, -3.283155332436686e-02, 1.253339156448003e-01, -1.667537044864767e-01, -1.178953615603996e-01, 3.204765259436696e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.648152462161136e-04
30, 7.790099978450000e-01, -3.436336588512023e-02, 1.335734924543967e-01, -1.759654453793568e-01, -1.155474467603742e-01, 3.411237978136999e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.015855883863394e-04
31, 7.657799720760000e-01, -3.588804061995578e-02, 1.419439300479564e-01, -1.852959884320904e-01, -1.130971521178165e-01, 3.622104712522751e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.625720980461460e-04
32, 7.522799968720000e-01, -3.740330865428344e-02, 1.504800416873187e-01, -1.947712607013612e-01, -1.105573999628782e-01, 3.836507443673642e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.120280684821718e-04
33, 7.385200262070000e-01, -3.890555114849012e-02, 1.590637988213841e-01, -2.042714965050778e-01, -1.078647780336241e-01, 4.053766115998094e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.888986453741467e-04
34, 7.245299816130000e-01, -4.038898162912546e-02, 1.677049062251465e-01, -2.137987017619666e-01, -1.050385202643938e-01, 4.271731106771199e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.909635719515070e-04
35, 7.103199958800001e-01, -4.185007054007916e-02, 1.763187288530336e-01, -2.232642827401966e-01, -1.020398615556222e-01, 4.489779937243908e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.408680536516311e-04
36, 6.958900094030001e-01, -4.328635329563984e-02, 1.849672565734673e-01, -2.327306835537351e-01, -9.890827609448120e-02, 4.707908140291543e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.976558476350174e-04
37, 6.812700033190000e-01, -4.469250129904087e-02, 1.936292623773930e-01, -2.421791663507747e-01, -9.561561009009147e-02, 4.926833323296227e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.306944057127392e-04
38, 6.664699912070000e-01, -4.606541734549046e-02, 2.023111966979056e-01, -2.516137385874219e-01, -9.219724210294002e-02, 5.145673214245362e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.642635080624088e-05
39, 6.514999866490000e-01, -4.740216958767494e-02, 2.109092135791332e-01, -2.609236437533097e-01, -8.862931860457916e-02, 5.362935146178831e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.063166420597025e-05
40, 6.363800168040000e-01, -4.869916105591070e-02, 2.194145031402869e-01, -2.701011261395641e-01, -8.494417635251442e-02, 5.577388414010206e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.288584709584541e-06
41, 6.211299896240000e-01, -4.995312711169627e-02, 2.277640655943246e-01, -2.790796586960897e-01, -8.112417688896616e-02, 5.788467488866930e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.263161615797699e-04
42, 6.057599782940000e-01, -5.116187989748346e-02, 2.359887972025702e-01, -2.878912315372494e-01, -7.720368541291515e-02, 5.995922662031446e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.712695237363042e-04
43, 5.902799963950000e-01, -5.232340746703865e-02, 2.440507853471813e-01, -2.964964580138948e-01, -7.316334940352832e-02, 6.199784825788014e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.719251047708497e-06
44, 5.747100114820000e-01, -5.343516069925093e-02, 2.519772600204096e-01, -3.049280964162909e-01, -6.903189942388989e-02, 6.399799986751309e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.857147714841883e-04
45, 5.590599775310000e-01, -5.449553152856326e-02, 2.597073885256941e-01, -3.131203834091632e-01, -6.479075857294359e-02, 6.595182358693119e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.664897829686432e-03
46, 5.433599948880000e-01, -5.550176842381749e-02, 2.672501248592517e-01, -3.210936284612263e-01, -6.046583085117369e-02, 6.785491616838221e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.578137933564714e-04
47, 5.276100039480000e-01, -5.645326580366419e-02, 2.745635962567320e-01, -3.287972503172182e-01, -5.603346390791251e-02, 6.970199681678114e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.248002983127524e-04
48, 5.118399858470000e-01, -5.734767488599539e-02, 2.816180786359531e-01, -3.361998685786996e-01, -5.150458300720178e-02, 7.147519089419058e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.977128361851905e-03
49, 4.960500001910000e-01, -5.818449495114757e-02, 2.880883106206840e-01, -3.429790676878555e-01, -4.683644136570685e-02, 7.309993756837983e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.552579928028700e-02
50, 4.802699983120000e-01, -5.896164931074355e-02, 2.934238680152714e-01, -3.485975648661731e-01, -4.200825725898226e-02, 7.444581460030400e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.541136127756928e-02
51, 4.645099937920000e-01, -5.967818752017657e-02, 2.971922298745292e-01, -3.526162774975174e-01, -3.703110916241010e-02, 7.539749933560168e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.170024340659104e-02
52, 4.487800002100000e-01, -6.033308632776484e-02, 2.998125077512248e-01, -3.554514358823380e-01, -3.195516808096312e-02, 7.606123799316891e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.498314676970779e-04
