"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633242182329663e-05, 5.837108654168691e-01, -1.345588800255689e+00, -1.313354482491886e-01, 3.644640182049874e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.348364049557638e+00
1, 9.990000128750000e-01, -1.454719496723663e-04, 4.038744714701507e-02, -2.126654946928219e-01, -9.625923629929614e-02, 3.327731139755835e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.372089918777235e+00
2, 9.977599978450000e-01, -3.275032266977679e-04, 1.351283912541319e-02, -1.237250475283004e-01, -1.347372867363759e-01, 2.008136614505420e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.112775405653339e-01
3, 9.960200190539999e-01, -5.899047378042644e-04, -2.123181452749120e-02, -5.569413498675498e-02, -1.308747093270168e-01, 6.581371711151896e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.072911808999191e-01
4, 9.937800168990000e-01, -9.470137788333998e-04, -5.526256322729949e-02, 6.098951542240971e-03, -1.398520870750759e-01, -6.818516896489686e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.035664860805738e-02
5, 9.910500049590000e-01, -1.421872194865545e-03, -7.178962931010623e-02, 3.760391893556959e-02, -1.537979882460553e-01, -1.268632210002784e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.996090405852958e-02
6, 9.878399968150000e-01, -2.045007867898248e-03, -7.839887364987412e-02, 5.358282674905841e-02, -1.726704430694196e-01, -1.556195351035935e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.013970004036874e-02
7, 9.841300249100000e-01, -2.852677354365886e-03, -7.388462086664613e-02, 5.284046586562619e-02, -1.952388458397376e-01, -1.524470958854940e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.298105333782907e-02
8, 9.799500107769999e-01, -3.857170760129004e-03, -5.733121609647017e-02, 3.450173235769979e-02, -2.185457430737677e-01, -1.166510012731697e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.681597601334124e-02
9, 9.752799868580000e-01, -5.055678822231327e-03, -2.927134802543917e-02, -4.529954350425942e-04, -2.384570309490771e-01, -4.997886369819311e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.053737832810525e-02
10, 9.701499938960000e-01, -6.401524295614627e-03, 7.669362583768332e-03, -4.808062587114902e-02, -2.505750542080217e-01, 4.078249614955412e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.445582548310234e-02
11, 9.645400047300000e-01, -7.836487202077851e-03, 4.839391516514946e-02, -1.012854617894647e-01, -2.515024446440488e-01, 1.425551707146105e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.426207195853996e-03
12, 9.584699869160000e-01, -9.285627211522788e-03, 8.533209100529551e-02, -1.501838302376652e-01, -2.403768661722663e-01, 2.361614039032425e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.278872598264201e-03
13, 9.519400000570000e-01, -1.069412056937942e-02, 1.110639083546040e-01, -1.852838437623691e-01, -2.202744390205115e-01, 3.016093788086941e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.342453388263676e-03
14, 9.449599981310000e-01, -1.203468418752674e-02, 1.218362296083349e-01, -2.016465263641029e-01, -1.970868422752724e-01, 3.285373734210287e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.937974348379319e-03
15, 9.375399947170000e-01, -1.331250303944104e-02, 1.199365713296922e-01, -2.016457639663708e-01, -1.766963652451135e-01, 3.223604630920557e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.614102200946529e-03
16, 9.296900033950000e-01, -1.455578026390255e-02, 1.117993398308693e-01, -1.928434856490131e-01, -1.624489158754239e-01, 2.995924513347058e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.982309763527266e-03
17, 9.214000105860000e-01, -1.580380626723569e-02, 1.035143817329547e-01, -1.828509370900917e-01, -1.544552238438774e-01, 2.767272893306436e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.903757115214955e-03
18, 9.126999974250000e-01, -1.708483096341872e-02, 9.886786052209473e-02, -1.765710867615591e-01, -1.512727712328916e-01, 2.631565606498770e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.104132895226104e-03
19, 9.035800099370001e-01, -1.842095689635655e-02, 9.862619554632795e-02, -1.752925873619894e-01, -1.507689944437260e-01, 2.614516665884450e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.226731305968127e-03
20, 8.940600156780000e-01, -1.981678175098743e-02, 1.023842515810653e-01, -1.787374866834661e-01, -1.512906787881800e-01, 2.700692060134108e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.336152477983844e-03
21, 8.841500282290000e-01, -2.126855979177142e-02, 1.089796516783956e-01, -1.856040836690331e-01, -1.517399722903710e-01, 2.861819695743061e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.578229989397830e-03
22, 8.738499879840000e-01, -2.276885912211347e-02, 1.171886851107614e-01, -1.944737339277722e-01, -1.515512556089990e-01, 3.066187571531066e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.039238280873458e-03
23, 8.631799817090000e-01, -2.430608863948126e-02, 1.262155194808776e-01, -2.043503556926766e-01, -1.507157084112853e-01, 3.290061598650178e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.622975109969482e-03
24, 8.521599769590000e-01, -2.586987816647476e-02, 1.353779793498112e-01, -2.144297403659198e-01, -1.492662254472089e-01, 3.519554880376036e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.393581095132386e-03
25, 8.407700061800000e-01, -2.745741660784117e-02, 1.445848580851004e-01, -2.245454105578601e-01, -1.474847042546195e-01, 3.747941117940463e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.212894204964204e-03
26, 8.290500044819999e-01, -2.905918594860313e-02, 1.537050585822581e-01, -2.345503198886129e-01, -1.454523497721791e-01, 3.976418282440057e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.104923428598106e-03
27, 8.170099854470000e-01, -3.067102463199128e-02, 1.629206818787213e-01, -2.446260913783569e-01, -1.432993986742748e-01, 4.206558851407650e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.974413521125719e-03
28, 8.046399950980000e-01, -3.229174813016564e-02, 1.723549815723269e-01, -2.549027728185530e-01, -1.410451985352540e-01, 4.442411767927865e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.770848357718977e-03
29, 7.919700145720000e-01, -3.391477435868703e-02, 1.820956147517837e-01, -2.655065555514964e-01, -1.386448834615789e-01, 4.687017924707144e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.506837916201355e-03
30, 7.790099978450000e-01, -3.553586429790400e-02, 1.922805744168668e-01, -2.765587935272474e-01, -1.361204530778167e-01, 4.941231469740613e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.231780281877972e-03
31, 7.657799720760000e-01, -3.714913488767402e-02, 2.028202061735047e-01, -2.879848261966236e-01, -1.333688773856213e-01, 5.205864471663214e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.122712566337496e-03
32, 7.522799968720000e-01, -3.875080183455008e-02, 2.137411708120472e-01, -2.997950056835238e-01, -1.304007116278470e-01, 5.479317788689157e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.131797430335641e-03
33, 7.385200262070000e-01, -4.033557796113741e-02, 2.248605815366356e-01, -3.117965898356031e-01, -1.271298066033958e-01, 5.759926930990369e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.180078494947242e-03
34, 7.245299816130000e-01, -4.189587675691606e-02, 2.361479191257209e-01, -3.239414416253958e-01, -1.235748805448516e-01, 6.043839672114930e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.142208587845757e-03
35, 7.103199958800001e-01, -4.342654135742284e-02, 2.474408604907969e-01, -3.360544588076937e-01, -1.196895537518454e-01, 6.328942156762273e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.055581785725151e-03
36, 6.958900094030001e-01, -4.492361853146161e-02, 2.587543930977982e-01, -3.481444773979488e-01, -1.155237696287811e-01, 6.613609136925205e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.691506966712602e-04
37, 6.812700033190000e-01, -4.638032020038756e-02, 2.700122635186383e-01, -3.601351908697289e-01, -1.110542822584688e-01, 6.897509751304549e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.653287788006615e-04
38, 6.664699912070000e-01, -4.779239983717034e-02, 2.811708126009875e-01, -3.719742392236776e-01, -1.063379570089330e-01, 7.178076079920294e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.204462709386595e-04
39, 6.514999866490000e-01, -4.915602417182612e-02, 2.920320384955208e-01, -3.834520483291364e-01, -1.013620110925168e-01, 7.451885073198346e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.857799399415924e-04
40, 6.363800168040000e-01, -5.046697251641147e-02, 3.025140824530147e-01, -3.944855754861133e-01, -9.618897756342340e-02, 7.715359984467131e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.779979131062452e-04
41, 6.211299896240000e-01, -5.172170053997120e-02, 3.124492514165558e-01, -4.049026301212389e-01, -9.081744928075926e-02, 7.965868614320523e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.470457165840613e-04
42, 6.057599782940000e-01, -5.291808784436998e-02, 3.217987676964534e-01, -4.146628258211826e-01, -8.532032139670276e-02, 8.200703658540885e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.303616177242928e-04
43, 5.902799963950000e-01, -5.405452082152565e-02, 3.304225588033046e-01, -4.236281884932885e-01, -7.969824047143217e-02, 8.418100049334847e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.038884108820686e-04
44, 5.747100114820000e-01, -5.512920399421029e-02, 3.383259707185429e-01, -4.318113967146409e-01, -7.402825050522066e-02, 8.616457958803457e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.667013616222113e-04
45, 5.590599775310000e-01, -5.614159192260618e-02, 3.454180124391285e-01, -4.391165867439645e-01, -6.831648303037144e-02, 8.795100467700111e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.012861108809143e-04
46, 5.433599948880000e-01, -5.709036764665624e-02, 3.517550971614222e-01, -4.456214129529202e-01, -6.263032316017136e-02, 8.954186184684781e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.772198999618133e-04
47, 5.276100039480000e-01, -5.797653012826279e-02, 3.573254041686380e-01, -4.513089932090870e-01, -5.697023002521657e-02, 9.094541528157275e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.762054296762157e-06
48, 5.118399858470000e-01, -5.879968242298446e-02, 3.622129535640805e-01, -4.562712828244824e-01, -5.138554290020612e-02, 9.216820467499705e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.891004362509773e-04
49, 4.960500001910000e-01, -5.956133394674056e-02, 3.663808969310804e-01, -4.604819109912945e-01, -4.588094053267661e-02, 9.321004318375548e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.305149157997490e-03
50, 4.802699983120000e-01, -6.026169371437489e-02, 3.698229373437481e-01, -4.639409545026066e-01, -4.047359975699604e-02, 9.407362367213502e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.260006110252159e-03
51, 4.645099937920000e-01, -6.090208903043396e-02, 3.725120788654211e-01, -4.666149864947178e-01, -3.515830545893740e-02, 9.474910858390435e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.462326240497079e-03
52, 4.487800002100000e-01, -6.148380774263047e-02, 3.743571945287488e-01, -4.684193268673033e-01, -2.992483310600615e-02, 9.521618457484947e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.404459672407227e-03
53, 4.331099987030000e-01, -6.200739129835319e-02, 3.753144741999987e-01, -4.693115089569407e-01, -2.478341424853065e-02, 9.546107194775198e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.004662128110632e-02
54, 4.174999892710000e-01, -6.247431717659679e-02, 3.754802137508424e-01, -4.693980001396483e-01, -1.969947737106372e-02, 9.551842998510088e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.369005815656229e-02
55, 4.019699990750000e-01, -6.288517140459503e-02, 3.752774420578648e-01, -4.691014290982652e-01, -1.465846753823200e-02, 9.547860931277526e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.998797181192004e-02
56, 3.865399956700000e-01, -6.324036325409364e-02, 3.753238488091040e-01, -4.690481687386026e-01, -9.594115128687377e-03, 9.549967368912406e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.567934789798792e-02
57, 3.712300062180000e-01, -6.354006998426023e-02, 3.767525050722073e-01, -4.704164133454706e-01, -4.529844732155340e-03, 9.584348199132116e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.904024781573627e-02
58, 3.560400009160000e-01, -6.378448674638267e-02, 3.808723347314472e-01, -4.745747936740579e-01, 5.171782123067494e-04, 9.684610747680363e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.215547371702777e-01
59, 3.409900069240000e-01, -6.397300936352879e-02, 3.884806051195598e-01, -4.821267560083124e-01, 5.445428847251480e-03, 9.877401084409311e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.771656918783122e-01
60, 3.261100053790000e-01, -6.410464313705515e-02, 3.983745586737865e-01, -4.916414312613015e-01, 1.075513868149049e-02, 1.013727115637099e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.092135378833002e-01
61, 3.113999962810000e-01, -6.417831575424535e-02, 4.079371287449873e-01, -5.006582826536856e-01, 1.696467941404364e-02, 1.038459394648975e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.792972853095386e-02
62, 2.968699932100000e-01, -6.419233346857274e-02, 4.157553384349581e-01, -5.079340640721618e-01, 2.355001161623036e-02, 1.058000183945184e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.698083629480241e-02
63, 2.825500071050000e-01, -6.414463551529240e-02, 4.227276809908373e-01, -5.143996873389173e-01, 3.020790200383950e-02, 1.075243906176722e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.663153143465078e-02
64, 2.684499919410000e-01, -6.403286087989644e-02, 4.304320514643607e-01, -5.215657480883814e-01, 3.726515890122128e-02, 1.094841685617228e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.186357972964821e-02
65, 2.545700073240000e-01, -6.385407477665840e-02, 4.399660136088481e-01, -5.304503089974105e-01, 4.508548168704143e-02, 1.119383420387619e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.388362819447945e-02
